applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,description_snippet
no,,,57,Senior Product Manager,BlueOptima,"Bangalore, Karnataka",https://www.adzuna.in/details/5832790424?utm_medium=api&utm_source=195aa6d0,34,32,53,borderline,0.14,1/2,end-to-end product ownership,"[{""need"": ""end-to-end product ownership"", ""gain"": 8}, {""need"": ""narrative"", ""gain"": 4}, {""need"": ""commercial outcome"", ""gain"": 4}, {""need"": ""SAST"", ""gain"": 3}, {""need"": ""developer tools experience"", ""gain"": 3}]",,"{""skill_match"": 0.3852, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-08T07:21:42Z,data/resumes/2026-08-08/BlueOptima_Senior_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-08-08/BlueOptima_Senior_Product_Manager/Mehul_Agarwal.pdf,"Product Manager with 4+ years building digital platforms and lending products at Bajaj Finance, owning end-to-end product delivery, roadmap execution, and strategic integrations. Proven track record of translating complex requirements into scalable systems, driving user engagement, and optimizing conversion funnels through data-informed decisions. Skilled in cross-functional stakeholder management, writing detailed product specifications, and aligning technical delivery with business goals.","[""• Own product strategy for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems."", ""• Served as primary liaison between technical and business stakeholders, driving alignment on requirements and project status throughout the delivery lifecycle."", ""• Wrote detailed product specifications and requirements in partnership with engineering teams to ensure aligned, on-time delivery.""]","[{""original"": ""• Owned end-to-end delivery — from concept and design through development, testing, deployment, and post-launch support — ensuring seamless product releases."", ""rewritten"": ""• Owned end-to-end product delivery — from concept and design through development, testing, deployment, and post-launch support — ensuring seamless product releases and commercial outcomes.""}, {""original"": ""• Led development and management of digital platforms (app and web) for the Personal Loan product, growing user engagement 27% and user acquisition 14%."", ""rewritten"": ""• Led development and management of digital platforms (app and web) for end-to-end product execution, growing user engagement 27% and user acquisition 14%.""}]","[""Product Management"", ""Product Road-mapping"", ""Agile/Scrum"", ""Stakeholder Management"", ""Release Management""]","[""End-to-end product ownership and roadmap execution"", ""Cross-functional stakeholder management and collaboration with engineering teams"", ""Translating complex business requirements into detailed product specifications""]","[""Commercial outcome ownership: CV shows roadmap and funnels, but lacks commercial pricing/P&L ownership for software products.""]","[""Application security products, SAST, SCA, and developer tools experience"", ""Technical background in code analysis or vulnerability detection""]","Hi, I lead digital platform product strategy at Bajaj Finance, owning end-to-end product delivery and technical stakeholder alignment. My experience scaling fintech products translates directly to driving high-agency software roadmaps. Let's connect about BlueOptima's Code Insights.",Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim),"The JD asks for an application security product manager specializing in SAST, SCA, and developer tools, whereas the candidate's background is exclusively in digital lending and fintech platforms.","code, insights, security, description, blueoptima, helping, secure, faster, catching, exposed, secrets, static","Job Description Code Insights is BlueOptima's application security product — helping engineering and security teams ship secure code faster by catching exposed secrets, static analysis (SAST) vulnerabilities, and risky open-source dependencies (SCA) before they reach production. We're hiring a Senior Product Manager to own this product end to end: its roadmap, its narrative, and its commercial outcome. This is a high-agency role. You will set the AppSec point of view for Code Insights, defend i…"
no,,,56,Social Media Growth Manager,Risosu Consulting,"Mumbai, Maharashtra",https://www.simplyhired.co.in/job/-c5wWBJfwsfC8xzgaV72iLg8p_2NogAQNNdfIco9o6yuEvJgt_fYPg?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,37,37,68,competitive,0.38,2/5,"Social Media Marketing, Social media algorithms, Short-form video content","[{""need"": ""Social Media Marketing"", ""gain"": 4}, {""need"": ""Social media algorithms"", ""gain"": 4}, {""need"": ""Short-form video content"", ""gain"": 4}, {""need"": ""Copywriting"", ""gain"": 2}, {""need"": ""Communication"", ""gain"": 2}]",,"{""skill_match"": 0.2819, ""experience_fit"": 1.0, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",serpapi,aggregator,,,21 hours ago,data/resumes/2026-08-08/Risosu_Consulting_Social_Media_Growth_Manager/Mehul_Agarwal.docx,data/resumes/2026-08-08/Risosu_Consulting_Social_Media_Growth_Manager/Mehul_Agarwal.pdf,"Product Manager and Digital Marketing professional with 4+ years of experience across digital lending, performance marketing, and campaign infrastructure. Brings proven expertise in managing Instagram and Facebook Ads, optimizing SEO and content performance, and driving measurable traffic and conversion growth. Grounded in data analytics using Google Analytics and Looker Studio to track user behavior and KPIs.","[""Managed Instagram Ads and Facebook Ads campaigns, optimizing ad copy and targeting to reduce cost-per-click by 58% and increase ROI by 35%."", ""Raised the website's SEO score from 34 to 71 through on-page and off-page optimization and keyword research, driving a 40% increase in organic search traffic."", ""Developed content calendars and collaborated with designers to create visually appealing and brand-aligned posts, leading to a 15% increase in click-through rates.""]","[{""original"": ""Managed Instagram Ads and Facebook Ads campaigns, optimizing ad copy and targeting to reduce cost-per-click by 58% and increase ROI by 35%."", ""rewritten"": ""Managed Instagram and Facebook advertising campaigns, optimizing ad copy and targeting to reduce cost-per-click by 58% and increase ROI by 35% in a performance-driven environment.""}, {""original"": ""Developed content calendars and collaborated with designers to create visually appealing and brand-aligned posts, leading to a 15% increase in click-through rates."", ""rewritten"": ""Planned and managed content calendars in collaboration with designers to create brand-aligned creatives, leading to a 15% increase in click-through rates.""}]","[""Google Analytics"", ""SEO""]","[""Google Analytics"", ""Content calendars"", ""Collaborating with designers"", ""Performance marketing and campaign execution""]","[""Social media campaigns: Managed Instagram and Facebook ads, though the JD specifically asks for broader social media platforms and organic growth strategies."", ""Data analysis: Uses Google Analytics and Looker Studio, but the JD emphasizes specific social media analytics and metrics tracking.""]","[""No direct experience managing multi-platform organic social media channels like LinkedIn, YouTube, X, and emerging platforms as requested by the JD."", ""Lacks the specific 2-5 years of dedicated Social Media Marketing or Content Marketing experience required by the role.""]","Hi, I saw Risosu's Social Media Growth Manager role. With my digital marketing background reducing ad costs by 58% and driving organic traffic up 40% at Kantha India, I can bring strong data-driven execution to your team.",Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Skill groups reordered (Analytics & Tools first),"The job description requires 2-5 years of dedicated experience in Social Media Marketing or Content Marketing and proven success in organically growing social media accounts, whereas the candidate's background is primarily in digital marketing associate and product management roles.","media, audience, viral, understanding, algorithms, excellent, storytelling, emerging, metrics, video, insights, proven","TECHNICAL SKILLS:

Strong understanding of social media algorithms and organic growth strategies. Excellent storytelling and content creation skills. Proven ability to create high-performing and viral social media content. Strong analytical skills with the ability to interpret data and make growth-focused decisions. Deep understanding of audience behaviour and digital content consumption. Excellent copywriting and communication skills. Creative mindset with a passion for experimentation and continuous learning. Ability to work in a fast-paced, performance-driven environment. ChatGPT Claude Google Gemini Perplexity AI Canva AI CapCut AI Midjourney (preferred) Adobe Express AI Meta Business Suite Google Analytics Social media scheduling and analytics tools

KEY RESPONSIBILITIES:

Develop and execute social media strategies across Instagram, Facebook, LinkedIn, YouTube, X, and emerging platforms. - Create engaging, shareable, and viral content that resonates with our target audience. - Drive consistent growth in followers, reach, engagement, impressions, watch time, and other key social media metrics. - Plan and manage content calendars aligned with business objectives and marketing campaigns. - Collaborate with designers, video editors, and marketing teams to create compelling creatives and videos. - Stay updated with platform algorithms, content trends, creator economy insights, and emerging social media features. - Monitor performance metrics and optimize content using data-driven insights. - Conduct competitor analysis and identify opportunities to outperform industry benchmarks. - Build and engage online communities by responding to comments, messages, and audience interactions. - Continuously test new content formats, storytelling techniques, hooks, and distribution strategies to maximize organic growth.

EXPERIENCE:

2–5 years of experience in Social Media Marketing, Content Marketing, or Digital Marketing. - Demonstrated success in organically growing social me"
no,,,55,AI Product Manager,ZOCAAI Technologies Private Limited,"Bangalore, Karnataka",https://www.adzuna.in/details/5823129995?utm_medium=api&utm_source=195aa6d0,41,44,48,borderline,0.14,0/0,,"[{""need"": ""Online visibility"", ""gain"": 6}, {""need"": ""Bookings"", ""gain"": 6}, {""need"": ""Payments"", ""gain"": 6}, {""need"": ""Customer retention"", ""gain"": 6}]",,"{""skill_match"": 0.3333, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,3000000,4000000,2026-08-01T06:47:08Z,data/resumes/2026-08-08/ZOCAAI_Technologies_Private_Limited_AI_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-08-08/ZOCAAI_Technologies_Private_Limited_AI_Product_Manager/Mehul_Agarwal.pdf,"Product Manager with 4+ years building digital lending products in fintech, currently owning digital acquisition, user funnels, and consumer AI initiatives at Bajaj Finance. Experienced in translating business requirements into scalable qualification systems, optimizing digital lead funnels, and driving data-informed growth. Holds an MBA in Marketing & Strategy from the Delhi School of Economics and a B.Tech.","[""Led end-to-end implementation of AI-driven voice assist within PL forms to guide users and reduce drop-offs, leading to a ~3.5% increase in PL Form-1 submissions."", ""Map and optimize the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes."", ""Used Google Analytics and CleverTap to track user behaviour and KPIs, driving data-informed decisions that lifted conversion rates 23%.""]","[{""original"": ""Led end-to-end implementation of AI-driven voice assist within PL forms to guide users and reduce drop-offs, leading to a ~3.5% increase in PL Form-1 submissions."", ""rewritten"": ""Led end-to-end implementation of AI-driven voice assist within digital forms to guide users and reduce drop-offs, leading to a ~3.5% increase in form submissions.""}, {""original"": ""Map and optimize the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes."", ""rewritten"": ""Map and optimize the end-to-end digital growth funnel — from awareness and lead generation through conversion — identifying drop-off points and prioritizing fixes.""}, {""original"": ""Used Google Analytics and CleverTap to track user behaviour and KPIs, driving data-informed decisions that lifted conversion rates 23%."", ""rewritten"": ""Used Google Analytics and CleverTap to track user behaviour and metrics, driving data-informed decisions that lifted conversion rates 23%.""}, {""original"": ""Partnered with UI/UX designers to streamline the application experience, cutting user drop-off rates 40%."", ""rewritten"": ""Partnered with UI/UX designers to streamline the online user experience, cutting user drop-off rates 40%.""}]","[""Voice AI"", ""Customer Retention"", ""Growth Infrastructure"", ""Payments"", ""Bookings""]","[""Voice AI implementation experience"", ""Funnel optimization and digital growth execution"", ""Data-driven product management using analytics tools""]","[""Consumer AI / Voice AI: CV shows an AI voice assist implementation project, but the domain is fintech/lending rather than beauty and wellness businesses."", ""Growth infrastructure: CV demonstrates digital platform acquisition and funnels, but specifically for financial products rather than small business operations.""]","[""Experience working in the beauty and wellness industry"", ""Direct experience building SaaS platforms or growth infrastructure for small businesses"", ""Experience scaling a platform from $2.5Mn ARR or managing payments and bookings infrastructure""]","Hi, I saw Zoca is scaling its growth infrastructure and voice AI. At Bajaj Finance, I recently led the implementation of AI-driven voice assist in digital funnels to reduce drop-offs, alongside building acquisition platforms. Would love to bring my product and AI execution experience to the team.",Summary rewritten for this JD; 3 bullet(s) reworded to JD vocabulary (metrics preserved verbatim),"The job requires experience in the beauty and wellness industry building growth infrastructure and payments for small businesses, which is not present in the CV.","zoca, beauty, wellness, businesses, want, series, behind, starting, nowhere, close, small, never","About Zoca We are at $2.5Mn ARR, 1000 beauty and wellness businesses on the platform, and a $6M Series A behind us. We are not starting out. But we are also nowhere close to where we want to be. Zoca is building the growth infrastructure that small beauty and wellness businesses have never had access to. Online visibility, bookings, payments, customer retention, voice AI. All of it, in one place, built to work without a full-time marketing or ops team running it. We want people who will think, …"
no,,,54,Product Analyst,Ather Energy,"Bangalore, Karnataka",https://www.adzuna.in/details/5832796591?utm_medium=api&utm_source=195aa6d0,36,42,41,borderline,0.08,0/0,,"[{""need"": ""online touchpoints"", ""gain"": 4}, {""need"": ""app interactions"", ""gain"": 4}, {""need"": ""physical touchpoints"", ""gain"": 4}, {""need"": ""call interactions"", ""gain"": 4}, {""need"": ""vehicle service interactions"", ""gain"": 4}]",,"{""skill_match"": 0.33, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-08T07:28:45Z,data/resumes/2026-08-08/Ather_Energy_Product_Analyst/Mehul_Agarwal.docx,data/resumes/2026-08-08/Ather_Energy_Product_Analyst/Mehul_Agarwal.pdf,"Product Manager with 4+ years building digital lending and acquisition products, bringing deep data analysis expertise across web, app, and digital marketing channels. Grounded in data using Google Analytics, CleverTap, and Looker Studio to track user behavior, validate decisions, and map end-to-end customer funnels. Experienced in driving digital engagement, lead funnel optimization, and cross-functional execution.","[""• Used Google Analytics and CleverTap to track user behaviour and KPIs, driving data-informed decisions that lifted conversion rates 23%."", ""• Map and optimize the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes."", ""• Led development and management of digital platforms (app and web) for the Personal Loan product, growing user engagement 27% and user acquisition 14%.""]","[{""original"": ""• Used Google Analytics and CleverTap to track user behaviour and KPIs, driving data-informed decisions that lifted conversion rates 23%."", ""rewritten"": ""• Used Google Analytics and CleverTap to track user behaviour, interactions, and KPIs, driving data-informed decisions that lifted conversion rates 23%.""}, {""original"": ""• Map and optimize the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes."", ""rewritten"": ""• Map and optimize the end-to-end digital funnel across customer touchpoints — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes.""}, {""original"": ""• Led development and management of digital platforms (app and web) for the Personal Loan product, growing user engagement 27% and user acquisition 14%."", ""rewritten"": ""• Led development and management of digital platforms and online interactions (app and web) for the Personal Loan product, growing user engagement 27% and user acquisition 14%.""}]","[""digital marketing"", ""funnel optimization"", ""data analysis""]","[""Experience tracking and analyzing online customer touchpoints and digital interactions"", ""Working with digital marketing and web/app data analytics tools""]","[""Customer data analytics: CV shows extensive use of Google Analytics, CleverTap, and Looker Studio for digital funnels, but lacks specific automotive or vehicle production data experience.""]","[""Physical touchpoint data collection (vehicle service, physical experience center, call interactions)"", ""Automotive industry or vehicle manufacturing data experience""]","Hi, I saw the Product Analyst role at Ather. With 4+ years optimizing digital funnels and analyzing user data using Google Analytics and CleverTap at Bajaj Finance, I bring strong data expertise. I'd love to discuss how I can help analyze customer interactions at Ather.",Summary rewritten for this JD; 3 bullet(s) reworded to JD vocabulary (metrics preserved verbatim),"The JD mentions gathering information and data from vehicle production, sales, and physical touchpoints like experience centers and vehicle service interactions, which is not supported by the CV.","touchpoints, vehicle, customer, interactions, youll, ather, captures, wealth, information, different, during, production","What youll do at Ather: Our business journey captures a wealth of information at different touchpoints with the vehicle and customer during production, sales, marketing and vehicle ownership. On the customer front, not only is there data captured through online touchpoints like the website, email marketing, digital marketing, app interactions, and social engagements, but we also accumulate data through physical touchpoints like the experience center, call interactions, vehicle service interacti…"
no,,,52,Business Analyst,Coditas Technologies,"Pune, Maharashtra",https://www.adzuna.in/details/5832798246?utm_medium=api&utm_source=195aa6d0,41,40,42,borderline,0.16,1/3,"requirements documentation, stakeholder collaboration","[{""need"": ""requirements documentation"", ""gain"": 6}, {""need"": ""stakeholder collaboration"", ""gain"": 6}, {""need"": ""project-level analysis"", ""gain"": 3}, {""need"": ""project analysis documentation"", ""gain"": 2}, {""need"": ""design documents"", ""gain"": 2}]",,"{""skill_match"": 0.25, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-08T07:31:11Z,data/resumes/2026-08-08/Coditas_Technologies_Business_Analyst/Mehul_Agarwal.docx,data/resumes/2026-08-08/Coditas_Technologies_Business_Analyst/Mehul_Agarwal.pdf,"Product Manager with 4+ years building digital lending products, partnering closely with business, credit policy, and engineering teams to document requirements and deliver scalable systems. Experienced in writing detailed product specifications, managing requirements across the delivery lifecycle, and analyzing funnels to improve efficiency. Holds an MBA in Marketing & Strategy from Delhi School of Economics and a B.Tech from Manipal Institute of Technology.","[""Served as primary liaison between technical and business stakeholders, driving alignment on requirements and project status throughout the delivery lifecycle."", ""Wrote detailed product specifications and requirements in partnership with engineering teams to ensure aligned, on-time delivery."", ""Own product strategy for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems.""]","[{""original"": ""Served as primary liaison between technical and business stakeholders, driving alignment on requirements and project status throughout the delivery lifecycle."", ""rewritten"": ""Worked closely with technical and business stakeholders to document and align on requirements, providing project-level analysis and tracking project status throughout the delivery lifecycle.""}, {""original"": ""Wrote detailed product specifications and requirements in partnership with engineering teams to ensure aligned, on-time delivery."", ""rewritten"": ""Documented detailed product specifications and business requirements in partnership with engineering teams to analyze and improve project delivery efficiency.""}, {""original"": ""Own product strategy for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems."", ""rewritten"": ""Collaborated with stakeholders to understand and document business requirements, translating them into scalable digital acquisition and qualification systems.""}, {""original"": ""Map and optimize the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes."", ""rewritten"": ""Performed project-level analysis on the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and analyzing requirements to improve business efficiency.""}]","[""Product Management"", ""Stakeholder Management"", ""BRDs"", ""Gap Analysis"", ""SDLC""]","[""Translating business and credit-policy requirements into product specifications"", ""Stakeholder management and working across business and technical teams"", ""End-to-end product delivery and lifecycle management""]","[""Documentation: CV demonstrates writing BRDs and product specifications, but does not explicitly list formal design documents, use cases, sequence diagrams, future state proposals, or UAT plans as named deliverables.""]","[""Direct experience working as a Business Analyst assisting clients directly as an external BA role or producing specific artifacts like use cases, sequence diagrams, and formal UAT plans.""]","Hi, I saw Coditas is looking for a Business Analyst. With 4+ years translating business requirements into detailed product specifications and working across stakeholders at Bajaj Finance, I align well with requirements work. Would love to connect about how my delivery background fits your team.",Summary rewritten for this JD; 4 bullet(s) reworded to JD vocabulary (metrics preserved verbatim),"The CV shows product management and specification writing rather than formal external BA artifacts like use cases, sequence diagrams, and UAT plans.","hire, highly, driven, analyst, improve, needs, closely, clients, senior, managers, understand, document","We are looking to hire a highly driven Business Analyst to assist the company to improve business efficiency. The candidate needs to work closely with the clients stakeholders, senior BA, and product managers to understand and document requirements in detail. The person will work as a guide to the team and provide project-level analysis - producing required project analysis documentation (business requirements, design documents, use cases, sequence diagrams, future state proposals, UAT plan). R…"
no,,,52,Sr Technical Product Manager,GE Vernova,"Bangalore, Karnataka",https://www.adzuna.in/details/5832074006?utm_medium=api&utm_source=195aa6d0,40,53,55,borderline,0.34,2/5,"architecture, global payments, cash management","[{""need"": ""architecture"", ""gain"": 5}, {""need"": ""global payments"", ""gain"": 5}, {""need"": ""cash management"", ""gain"": 5}, {""need"": ""treasury application portfolio"", ""gain"": 2}, {""need"": ""liquidity planning"", ""gain"": 2}]",,"{""skill_match"": 0.2793, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-07T20:37:04Z,data/resumes/2026-08-08/GE_Vernova_Sr_Technical_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-08-08/GE_Vernova_Sr_Technical_Product_Manager/Mehul_Agarwal.pdf,"Product Manager with 4+ years of experience building digital lending products, driving scalable lead-generation and qualification systems, and managing digital platforms at Bajaj Finance. Brings deep expertise in product road-mapping, software delivery lifecycles, and cross-functional stakeholder management across business, tech, and legal teams. Grounded in data analytics using Google Analytics, CleverTap, and Looker Studio to validate decisions and prioritize execution.","[""• Own product strategy for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems."", ""• Served as primary liaison between technical and business stakeholders, driving alignment on requirements and project status throughout the delivery lifecycle."", ""• Wrote detailed product specifications and requirements in partnership with engineering teams to ensure aligned, on-time delivery.""]","[{""original"": ""• Own product strategy for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems."", ""rewritten"": ""• Own product strategy for digital acquisition, translating business requirements into robust, scalable solutions and qualification systems.""}, {""original"": ""• Served as primary liaison between technical and business stakeholders, driving alignment on requirements and project status throughout the delivery lifecycle."", ""rewritten"": ""• Served as primary liaison between technical and business stakeholders, driving alignment on architecture, requirements, and project status throughout the lifecycle management process.""}, {""original"": ""• Owned end-to-end delivery — from concept and design through development, testing, deployment, and post-launch support — ensuring seamless product releases."", ""rewritten"": ""• Owned end-to-end delivery and deployment — from concept and design through development, testing, and lifecycle management — ensuring robust product releases.""}]","[""architecture"", ""deployment"", ""lifecycle management"", ""portfolio""]","[""Product lifecycle management and delivery"", ""Cross-functional stakeholder management and technical liaison"", ""Scaling digital solutions and platforms""]","[""Financial solutions/portfolio experience: CV has extensive fintech and digital lending products, but lacks corporate treasury domain expertise.""]","[""Treasury domain expertise (global payments, cash management, liquidity planning, investment monitoring, and risk exposure tracking)""]","Hi, I lead digital platform and acquisition product portfolios at Bajaj Finance, managing end-to-end delivery and scalable systems. My background aligns well with scaling complex financial workflows.",Summary rewritten for this JD; 3 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager,"The CV lacks domain experience in corporate treasury, global payments, cash management, and liquidity planning as requested by the job description.","treasury, global, description, pivotal, function, vernova, responsible, architecture, portfolio, mission, provide, robust","Job Description Summary The Treasury Digital Technology team is a pivotal function within GE Vernova, responsible for the architecture, deployment, and lifecycle management of the global treasury application portfolio. Our mission is to provide robust, scalable solutions that power the company’s financial operations, including global payments, cash management, liquidity planning, investment monitoring, and risk exposure tracking. As a Senior Technical Product Manager, you will serve as the prim…"
no,,,49,Technical Product Manager,Pratilipi,"Bangalore, Karnataka",https://www.adzuna.in/details/5831863681?utm_medium=api&utm_source=195aa6d0,45,48,30,weak,0.08,0/0,,"[{""need"": ""technical gatekeeper"", ""gain"": 2}, {""need"": ""everything pratilipi builds"", ""gain"": 2}, {""need"": ""behind every product"", ""gain"": 2}, {""need"": ""ship sits"", ""gain"": 2}, {""need"": ""engineering backbone"", ""gain"": 2}]",,"{""skill_match"": 0.2058, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-07T16:04:43Z,,,,[],[],[],[],[],[],,,,"gatekeeper, everything, pratilipi, builds, behind, every, sits, backbone, powers, shared, common, capabilities","About the Team Platform is the technical gatekeeper for everything Pratilipi builds. Behind every product we ship sits a Platform team - the engineering backbone that powers shared infrastructure, common capabilities, internal tooling, the foundational technologies and developer productivity across all our business units. About the Role We are hiring a Technical Product Manager for the Platform team. The role has direct visibility into leadership across engineering and product, a clearly scoped…"
no,,,49,Associate Program Manager,KAIN Cosmeceuticals Private Limited,"Navi Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5831965639?se=cj0ftuqS8RGGDvu382SIbQ&utm_medium=api&utm_source=195aa6d0&v=2BA9F41D6E54E800F8E81908617C47656EE62ED3,37,43,30,weak,0.08,0/0,,"[{""need"": ""associate program"", ""gain"": 1}, {""need"": ""program manager"", ""gain"": 1}, {""need"": ""product development department"", ""gain"": 1}, {""need"": ""program management office"", ""gain"": 1}, {""need"": ""pmo"", ""gain"": 1}]",,"{""skill_match"": 0.2008, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-07T17:55:07Z,,,,[],[],[],[],[],[],,,,"program, customer, kain, deserve, department, office, location, vashi, navi, reports, fastest-growing, contract","Associate Program Manager – Customer Experience & New Product Development Department: Program Management Office (PMO) Location: Vashi, Navi Mumbai Reports To: Program Manager – Customer Experience & New Product Development About KAIN: KAIN is one of India's fastest-growing contract manufacturers in the beauty and personal care industry, partnering with leading brands across skincare, haircare, bodycare, and colour cosmetics. We believe our customers deserve more than a manufacturer—they deserve…"
no,,,49,Performance Marketing Manager,BiteSpeed,"Bangalore, Karnataka",https://www.adzuna.in/details/5814756772?utm_medium=api&utm_source=195aa6d0,32,45,30,weak,0.08,0/0,,"[{""need"": ""bitespeed hey"", ""gain"": 1}, {""need"": ""sequoia-backed saas"", ""gain"": 1}, {""need"": ""saas startup"", ""gain"": 1}, {""need"": ""startup building"", ""gain"": 1}, {""need"": ""ai-native marketing"", ""gain"": 1}]",,"{""skill_match"": 0.2083, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,2200000,2500000,2026-07-25T06:50:26Z,,,,[],[],[],[],[],[],,,,"e-commerce, brands, bitespeed, there, sequoia-backed, saas, startup, ai-native, sales, suite, globally, countries","About BiteSpeed Hey there! We are a Sequoia-backed SaaS startup building an AI-native Marketing, Support & Sales suite for e-commerce brands. We're currently working with 5000 e-commerce brands globally across 50 countries and are fortunate to have raised $5.5M along the journey with marquee investors like Sequoia Capital India, Kunal Shah, Gaurav Munjal & more backing us. About the Role We've grown largely through building a product customers genuinely love and telling that story well. As we g…"
no,,,48,Project Manager,Lakshhmii Narayan Construction,"Navi Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5831966354?se=vqC8ueqS8RG9ks23jnlnsA&utm_medium=api&utm_source=195aa6d0&v=2E6B77AC7BA1A3C633BCB959AFED20169E35BD24,39,40,27,weak,0.08,0/0,,"[{""need"": ""hiring"", ""gain"": 2}, {""need"": ""civil construction"", ""gain"": 2}, {""need"": ""panvel"", ""gain"": 2}, {""need"": ""navi mumbai"", ""gain"": 2}, {""need"": ""construction ctc"", ""gain"": 2}]",,"{""skill_match"": 0.1906, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-07T17:56:25Z,,,,[],[],[],[],[],[],,,,"construction, projects, site, hiring, civil, location, panvel, navi, experienced, high-rise, residential, commercial","We're Hiring: Project Manager (Civil Construction) Location: Panvel, Navi Mumbai Company: LN Construction CTC: Up to ₹18 LPA LN Construction is looking for an experienced Project Manager to lead high-rise residential, commercial, and industrial construction projects. If you're passionate about delivering quality projects on time and leading high-performing site teams, we'd love to hear from you. Key Responsibilities: • Plan and execute projects within scope, budget, and timelines. • Lead site e…"
