applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,company_tier,company_basis,company_evidence,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,exp_verdict,exp_confidence,exp_required,exp_why,description_snippet
no,,,26,Senior Product Manager,Clearwater Analytics,"Mumbai, Maharashtra",https://www.adzuna.in/details/5882779855?utm_medium=api&utm_source=195aa6d0,46,34,2,weak,0.08,0/0,,"[{""need"": ""summary"", ""gain"": 2}, {""need"": ""senior product"", ""gain"": 2}, {""need"": ""manager holds"", ""gain"": 2}, {""need"": ""overseeing activities"", ""gain"": 2}, {""need"": ""specific product"", ""gain"": 2}]",,"{""skill_match"": 0.2396, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-13T21:45:49Z,,,,[],[],[],[],[],[],,,,"senior, holds, responsibility, designing, developing, overseeing, activities, related, specific, oversight, encompasses, everything",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Job Summary: The senior Product Manager holds the responsibility for designing, developing, and overseeing activities related to a specific product or a group of products. This oversight encompasses everything from defining the product and planning its development to production and go-to-market strategies. Additionally, the Product Manager is tasked with crafting the product roadmap necessary to achieve bookings, client NPS, and gross margin targets associated with their component . To facilita…"
no,,,26,CMK/Encryption Platform Product Manager,Atlassian,"Agram, Bangalore",https://www.adzuna.in/details/5883255659?utm_medium=api&utm_source=195aa6d0,40,53,2,weak,0.08,0/0,,"[{""need"": ""cmk/encryption platform"", ""gain"": 2}, {""need"": ""atlassian atlassians"", ""gain"": 2}, {""need"": ""choose"", ""gain"": 2}, {""need"": ""whether"", ""gain"": 2}, {""need"": ""office"", ""gain"": 2}]",,"{""skill_match"": 0.2321, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-14T10:59:07Z,,,,[],[],[],[],[],[],,,,"atlassian, atlassians, choose, whether, office, combination, control, supporting, family, goals, priorities, hire",unknown,unknown,,no experience requirement found in the available text,"Working at Atlassian Atlassians can choose where they work – whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Atlassian is looking for a product leader to own the strategy, delivery, and operating model for our Customer Managed Keys (CMK) and encryption platform portfolio. This role will lead a high-impact area at…"
no,,,24,Events and Partnerships Manager,SoulSensei,"Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5882597922?se=LP2lzRmw8RGzFfBI2jZkxw&utm_medium=api&utm_source=195aa6d0&v=272E73E9DC936BE46EC415D828846480AEC8436C,33,30,2,weak,0.08,0/0,,"[{""need"": ""events"", ""gain"": 2}, {""need"": ""soulsensei"", ""gain"": 2}, {""need"": ""transform lives"", ""gain"": 2}, {""need"": ""connecting individuals"", ""gain"": 2}, {""need"": ""trusted guides"", ""gain"": 2}]",,"{""skill_match"": 0.2083, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-13T17:22:09Z,,,,[],[],[],[],[],[],,,,"soulsensei, mission, transform, lives, connecting, individuals, trusted, guides, provide, clarity, inspiration, purpose",unknown,unknown,,no experience requirement found in the available text,"About Us: At SoulSensei, we are on a mission to transform lives by connecting individuals with trusted guides who provide clarity, inspiration, and purpose. Rooted in the belief that everyone deserves a fulfilling and meaningful life, we create a sacred space for growth, empowerment, and personal transformation. By joining our team, you become a part of a journey that helps people discover their fullest potential. Website - https://www.soulsensei.in/ Instagram - instagram.com/yoursoulsensei Wor…"
no,,,24,Brand Partnership Manager,Confluencr - Global Influencer Marketing Agency,"Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5882589917?se=LP2lzRmw8RGzFfBI2jZkxw&utm_medium=api&utm_source=195aa6d0&v=1C164107A0852DE2F28B226DED2D9FA3AE77975A,39,52,2,weak,0.14,0/0,,"[{""need"": ""brand partnership manager"", ""gain"": 2}, {""need"": ""brand partnerships manager"", ""gain"": 2}, {""need"": ""business development"", ""gain"": 2}, {""need"": ""building long-term relationships"", ""gain"": 2}, {""need"": ""brands"", ""gain"": 2}]",,"{""skill_match"": 0.2085, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-13T17:17:28Z,,,,[],[],[],[],[],[],,,,"brand, development, long-term, relationships, brands, high-value, responsible, acquiring, clients, expanding, existing, accounts",unknown,unknown,,no experience requirement found in the available text,"We are looking for a Brand Partnerships Manager who will lead strategic new business development and revenue growth by building long-term relationships with brands and driving high-value partnerships. In this role, you'll be responsible for acquiring new clients, expanding existing accounts, leading key business conversations, and driving integrated marketing solutions across Influencer Marketing, Performance Marketing, Social Media, Content, Creative, and Brand Strategy. Beyond individual reve…"
no,,,22,Product Manager,"McAfee, Inc.","Bangalore, Karnataka",https://www.adzuna.in/details/5882275614?utm_medium=api&utm_source=195aa6d0,40,62,1,weak,0.08,0/0,,"[{""need"": ""summary"", ""gain"": 3}, {""need"": ""payments fraud"", ""gain"": 3}, {""need"": ""mcafee"", ""gain"": 3}, {""need"": ""play"", ""gain"": 3}, {""need"": ""key"", ""gain"": 3}]",,"{""skill_match"": 0.1773, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-13T11:16:19Z,,,,[],[],[],[],[],[],,,,"payments, fraud, payment, global, mcafee, play, secure, seamless, scalable, mitigation, solutions, closely",unknown,unknown,,no experience requirement found in the available text,"Role Summary As a Product Manager for Payments & Fraud at McAfee, you will play a key role in building secure, seamless, and scalable payment and risk mitigation solutions. You will work closely with engineering, design, data science, and global stakeholders to shape the roadmap, define requirements, and deliver high-impact features that drive business growth, improve payment reliability, and enhance customer trust. You will support global payments optimization and fraud prevention initiatives,…"
no,,,20,Manger Technical Product Manager,UnitedHealth Group,"Hyderabad, Telangana",https://www.adzuna.in/details/5882277145?utm_medium=api&utm_source=195aa6d0,33,36,1,weak,0.08,0/0,,"[{""need"": ""manger technical"", ""gain"": 2}, {""need"": ""technical product"", ""gain"": 2}, {""need"": ""manager requisition"", ""gain"": 2}, {""need"": ""requisition number"", ""gain"": 2}, {""need"": ""category"", ""gain"": 2}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-13T11:17:46Z,,,,[],[],[],[],[],[],,,,"care, people, benefits, requisition, category, optum, global, organization, delivers, aided, millions, healthier",unknown,unknown,,no experience requirement found in the available text,"Requisition number: 2386902 Job category: Technology Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the…"
no,,,20,Account Growth Manager: CPG,Fractal,"Bangalore, Karnataka",https://www.adzuna.in/details/5882733263?utm_medium=api&utm_source=195aa6d0,32,34,1,weak,0.14,0/0,,"[{""need"": ""account growth manager"", ""gain"": 2}, {""need"": ""cpg"", ""gain"": 2}, {""need"": ""people truly believe"", ""gain"": 2}, {""need"": ""doing"", ""gain"": 2}, {""need"": ""committed"", ""gain"": 2}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-13T21:16:38Z,,,,[],[],[],[],[],[],,,,"account, fractal, people, truly, believe, doing, committed, bringing, passion, focus, expected, in-country",unknown,unknown,,no experience requirement found in the available text,"It's fun to work in a company where people truly BELIEVE in what they are doing! We're committed to bringing passion and customer focus to the business. Account Growth Manager: CPG  This Account Manager is expected to be in-country. Remote/travel options will not work and won't be considered.  Fractal is a strategic AI partner to Fortune 500 companies with a vision to power every human decision in the enterprise. Fractal is building a world where individual choices, freedom, and diversity are t…"
no,,,19,Program Manager,SoTalent,"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5882597914?se=9pEb2xmw8RGhe8--YZ_w9w&utm_medium=api&utm_source=195aa6d0&v=C14298C5E7696082E4B3E958D34E64F7CAA0DDD6,34,42,1,weak,0.08,0/0,,"[{""need"": ""program manager"", ""gain"": 2}, {""need"": ""manager program"", ""gain"": 2}, {""need"": ""noida"", ""gain"": 2}, {""need"": ""uttar pradesh"", ""gain"": 2}, {""need"": ""hybrid"", ""gain"": 2}]",,"{""skill_match"": 0.1148, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-13T17:22:09Z,,,,[],[],[],[],[],[],,,,"program, hybrid, project, location, noida, uttar, pradesh, industry, setting, passionate, successful, optimizing",unknown,unknown,,no experience requirement found in the available text,"Program Manager  Location: Noida, Uttar Pradesh, India (Hybrid)  Industry: Education  Work Setting: Hybrid Are you passionate about driving successful project outcomes, optimizing delivery processes, and leading cross-functional teams in a fast-paced digital environment? We are looking for an experienced Program Manager who can oversee complex initiatives, establish strong project governance standards, and ensure seamless execution across multiple workstreams. This role requires a strategic thi…"
no,,,17,Senior Product Manager,J&J Family of Companies,"Mumbai, Maharashtra",https://www.adzuna.in/details/5882276902?utm_medium=api&utm_source=195aa6d0,25,27,1,weak,0.08,0/0,,"[{""need"": ""johnson johnson"", ""gain"": 2}, {""need"": ""believe health"", ""gain"": 2}, {""need"": ""everything"", ""gain"": 2}, {""need"": ""strength"", ""gain"": 2}, {""need"": ""healthcare innovation empowers"", ""gain"": 2}]",,"{""skill_match"": 0.0792, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-13T11:17:29Z,,,,[],[],[],[],[],[],,,,"johnson, health, healthcare, solutions, believe, everything, strength, innovation, empowers, world, complex, diseases",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","At Johnson & Johnson,?we believe health is everything. Our strength in healthcare innovation empowers us to build a?world where complex diseases are prevented, treated, and cured,?where treatments are smarter and less invasive, and?solutions are personal.?Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity.?Learn …"
no,,,15,Senior Product Manager,Johnson and Johnson,"Mumbai, Maharashtra",https://www.adzuna.in/details/5883113528?utm_medium=api&utm_source=195aa6d0,22,20,1,weak,0.08,0/0,,"[{""need"": ""johnson johnson"", ""gain"": 2}, {""need"": ""believe health"", ""gain"": 2}, {""need"": ""everything"", ""gain"": 2}, {""need"": ""strength"", ""gain"": 2}, {""need"": ""healthcare innovation empowers"", ""gain"": 2}]",,"{""skill_match"": 0.0375, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-14T07:27:49Z,,,,[],[],[],[],[],[],,,,"johnson, health, healthcare, believe, everything, strength, innovation, empowers, aworld, complex, diseases, prevented",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","At Johnson & Johnson,we believe health is everything. Our strength in healthcare innovation empowers us to build aworld where complex diseases are prevented, treated, and cured,where treatments are smarter and less invasive, andsolutions are personal.Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity.Learn more a…"
