applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,company_tier,company_basis,company_evidence,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,exp_verdict,exp_confidence,exp_required,exp_why,description_snippet
no,,,62,Falcon - Associate Product Manager - Credit & Lending Platform,Falcon India,"Gurugram, Haryana",https://www.shine.com/jobs/falcon-associate-product-manager-credit-lending-platform/falcon-india/19520785?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,58,54,86,strong,0.5,3/12,"implementation, credit card, credit line, upi, cl-on-upi, programs, partner banks, gathering through configuration, solutioning","[{""need"": ""implementation"", ""gain"": 1}, {""need"": ""credit card"", ""gain"": 1}, {""need"": ""credit line"", ""gain"": 1}, {""need"": ""upi"", ""gain"": 1}, {""need"": ""cl-on-upi"", ""gain"": 1}]",,"{""skill_match"": 0.3004, ""experience_fit"": 1.0, ""domain"": 1, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,16 days ago,data/resumes/2026-09-18/Falcon_India_Falcon_Associate_Product_Manager_Credit_/Mehul_Agarwal.docx,data/resumes/2026-09-18/Falcon_India_Falcon_Associate_Product_Manager_Credit_/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,Skill items resequenced toward JD mentions,LLM output was not parseable; raw output kept.,"banks, implementation, card, configuration, line, solution, support, solutioning, ai-first, financial, capabilities, multi-tenant",good_fit,stated,2-4,"asks for 2-4 years, you have 4","Associate Product Manager - Credit & Lending Platform

Focus: Cards & Credit Line on UPI - Platform build + bank/fintech implementation & solutioning

Company Introduction

Falcon is a Series-A funded cloud-native, AI-first banking technology & processing platform that helps banks, NBFCs, and PPIs quickly and affordably launch next-gen financial products, such as credit card, credit line on UPI, prepaid card, fixed deposits, and loans.

Since our 2022 launch, weve processed USD 1.5Bn+ in transactions, signed on 12 of India's top financial institutions, & clocked USD 15 Mn+ in revenue. Our company is backed by marquee investors from around the world, including heavyweight investors from Japan, USA, as well as leading Indian ventures and banks.

About the Role

As an Associate Product Manager on our Credit & Lending Platform, you will own the implementation of credit card and Credit Line on UPI (CL-on-UPI) programs across partner banks - from requirement gathering through configuration, solutioning, and launch. You will build core platform capability where it is needed, and solution custom bank and fintech requirements using our existing platform capabilities, configuring rather than hardcoding so that every solution scales across our multi-tenant stack.

The role sits at the intersection of platform product management, customer implementation, and product experience - you will work as closely with engineering on reusable capabilities as you will with banks on translating their needs into the platform.

We work AI-first. You are expected to treat AI as a core part of how you operate - using it to research markets and customers, draft requirements and documentation, prototype solutions, and build agents and automations that multiply your impact across banks and product lines.

Your Responsibilities & Impact

- Own end-to-end implementation of credit card and Credit Line on UPI programs for partner banks - from requirement gathering and solution design to configuration,"
no,,,56,Senior Product Owner (Digital Lending & LOS),Forward,"Mumbai, Maharashtra",https://bebee.com/in/jobs/senior-product-owner-digital-lending-los-forward-mumbai--t7xk-830890936?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,58,60,45,borderline,0.06,0/0,,"[{""need"": ""Product Vision"", ""gain"": 4}, {""need"": ""Backlog Grooming"", ""gain"": 4}, {""need"": ""Microservices"", ""gain"": 4}, {""need"": ""Vendor Ecosystem / Build vs. Buy"", ""gain"": 4}, {""need"": ""Regulatory Compliance"", ""gain"": 4}]",,"{""skill_match"": 0.25, ""experience_fit"": 0.85, ""domain"": 1, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adjacent,jd_self_description,"JD describes itself: ""our lending platform stays ahead of market trends while maintaining extreme technical stability""",serpapi,aggregator,,,12 days ago,data/resumes/2026-09-18/Forward_Senior_Product_Owner_Digital_Lending_LOS/Mehul_Agarwal.docx,data/resumes/2026-09-18/Forward_Senior_Product_Owner_Digital_Lending_LOS/Mehul_Agarwal.pdf,"Product manager with 4+ years of digital product, growth, and partnerships experience across consumer lending and mortgages at Bajaj Finance. Owned the Personal Loan digital platform and application journey through scale-up from ~₹400 Cr to ~₹1,100 Cr in monthly disbursals. Currently manages the business side of the mortgage portfolio, carrying ~₹100 Cr/month in disbursals and running a matching engine that processes ~90,000 leads/month against credit criteria.","[""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""Owned the Personal Loan digital platform (app and web) at ~15 lakh Form-1 submissions/month, turning business and credit requirements into shipped capability while the channel scaled from ~₹400 Cr to ~₹1,100 Cr in monthly disbursals through a period of sector-wide tightening in consumer credit."", ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing.""]","[{""original"": ""Define the capability roadmap and requirements for the channel as its business owner — translating the disbursal target into product, policy, and partner asks for Technology, Credit, and Legal to build against."", ""rewritten"": ""Defined the capability roadmap and requirements for the channel as its business owner — translating the disbursal target into product, policy, and partner asks for Technology, Credit, and Legal to build against.""}, {""original"": ""Built a lead-reassignment model that re-routes customers declined by their first partner to the next-best match on the priority list, recovering demand that would otherwise be lost and raising overall utilisation of every lead acquired."", ""rewritten"": ""Built a lead-reassignment model that orchestrates and re-routes customers declined by their first partner to the next-best match on the priority list, recovering demand that would otherwise be lost and raising overall utilisation of every lead acquired.""}]","[""SQL"", ""Google Analytics"", ""A/B Testing"", ""Azure DevOps"", ""Product Strategy"", ""Agile/Scrum"", ""UX Design""]","[""Managing product backlogs, requirements, and roadmaps for lending platforms"", ""Configuring business rule engines and lead distribution for loan applications"", ""Stakeholder management across risk, credit policy, tech, and business teams"", ""SQL and Google Analytics for funnel analytics""]","[""Secured lending experience: CV has mortgage portfolio and home loans experience, but does not explicitly detail LTV optimization, title searches, or tranche-based disbursements mentioned in the JD."", ""Project management tools: CV lists Azure DevOps, whereas JD lists Jira and AWS DevOps.""]","[""Experience transitioning monolithic LOS architectures to microservices-based architectures"", ""Direct C-suite collaboration with CTO/CRO as stated in the JD"", ""Evaluating and onboarding third-party fintech partners like Liveness checks and Account Aggregators""]","Hi, I lead digital lending and mortgage acquisition products at Bajaj Finance, scaling digital channels from ₹400 Cr to ₹1,100 Cr monthly disbursals. I've built matching engines processing 90k+ leads/month and optimized end-to-end lending journeys. Let's connect regarding the Senior Product Owner role.",Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Home Loans; Skill groups reordered (Data & Tools first); Skill items resequenced toward JD mentions,The CV does not mention migrating monolithic LOS architectures to microservices or direct work with a CTO/CRO.,"technical, integration, system, vision, roadmaps, unsecured, secured, backlog, manage, want, disbursements, orchestration",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Preferred candidate profile
As a Senior Product Owner, you will own the Product Vision for our Loan Origination System (LOS). You will be responsible for the ""Why"" and the ""When,"" ensuring that our lending platform stays ahead of market trends while maintaining extreme technical stability. You will mentor Business Analysts and collaborate directly with the C-suite (CTO/CRO) to align technical roadmaps with business growth targets.
Role & responsibilities


1. Strategic Roadmap & Prioritization



Vision Ownership: Define the multi-year roadmap for the LOS, balancing new product launches (e.g., transitioning from Unsecured to Secured) with technical debt.
Backlog Grooming: Manage and prioritize a high-velocity product backlog to ensure the engineering team works on high-impact features.
Stakeholder Buy-in: Navigate conflicting requirements from Risk (who want more friction/checks) and Sales (who want one-click disbursements).

2. Technical Orchestration & Architecture

System Evolution: Lead the transition from monolithic LOS architectures to Microservices-based architectures.
Vendor Ecosystem: Evaluate and onboard third-party Fintech partners (Liveness checks, Account Aggregators, BRE engines) and manage the ""Build vs. Buy"" decision-making process.
Regulatory Compliance: Ensure the product journey is ""Compliant by Design,"" incorporating RBI/Global regulatory mandates into the automated workflow.

3. Segmented Competence Matrix
A. Unsecured Lending Mastery (Lead Level)
Focus: Hyper-Scalability & Data-Driven Growth



BRE Orchestration: Expertise in configuring complex Business Rule Engines that can process 10,000+ applications daily without manual intervention.
Funnel Analytics: Using data to identify micro-conversions and implementing A/B testing on different credit policy rules.
Collection Integration: Designing the handshake between the LOS and the Collections/Recovery systems for early-warning signals.

B. Secured Lending Mastery (Lead Level)
Focus: Risk Mitigati"
no,,,31,Senior Product Manager,Freshworks,"Bengaluru, in",https://jobs.smartrecruiters.com/freshworks/744000150062710,57,80,5,weak,0.08,0/0,,"[{""need"": ""senior product"", ""gain"": 17}, {""need"": ""manager senior"", ""gain"": 17}]",,"{""skill_match"": 0.3333, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,smartrecruiters,aggregator,,,2026-09-17T10:04:11.118Z,data/resumes/2026-09-18/Freshworks_Senior_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-09-18/Freshworks_Senior_Product_Manager/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and partnerships, currently owning the business side of digital acquisition for the mortgage portfolio at Bajaj Finance. Proven track record of scaling monthly disbursals, designing two-sided matching engines, and driving funnel optimisation with cross-functional pods. Brings extensive expertise in product lifecycle management, data analytics, and user journey mapping.","[""Own the business side of digital acquisition for the mortgage portfolio (Home Loans, LAP, Balance Transfer, Top-up), carrying the disbursal number for an online channel at ~₹100 Cr/month (~₹1,200 Cr annualised), up from ~₹80 Cr, against a full-year mandate of ~₹1,500 Cr."", ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""Owned the Personal Loan digital platform (app and web) at ~15 lakh Form-1 submissions/month, turning business and credit requirements into shipped capability while the channel scaled from ~₹400 Cr to ~₹1,100 Cr in monthly disbursals through a period of sector-wide tightening in consumer credit."", ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing.""]","[{""original"": ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing."", ""rewritten"": ""Redesigned the application journey with UI/UX to improve user experience — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing.""}, {""original"": ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count."", ""rewritten"": ""Improved conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating dropped cohorts, and prioritising product fixes by revenue impact rather than ticket count.""}, {""original"": ""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""rewritten"": ""Managed the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — serving as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status.""}]","[""Product Management"", ""Product Lifecycle Management"", ""Product Strategy"", ""Roadmapping"", ""Requirement Gathering"", ""BRDs/PRDs"", ""Agile/Scrum"", ""UX Design"", ""Stakeholder Management"", ""Customer Journey Mapping"", ""Go-to-Market Strategy"", ""A/B Testing""]","[""Product lifecycle management and roadmap definition"", ""Cross-functional stakeholder management and collaboration"", ""Funnel and conversion optimisation using data analytics""]","[""Product management experience: CV demonstrates 4+ years of product management, though the posting's specific seniority level (Senior Product Manager) is not explicitly designated in the candidate's current title.""]","[""Direct SaaS or B2B enterprise product experience""]","Hi, I saw the Senior Product Manager opening and wanted to connect. I currently manage digital growth and lending products at Bajaj Finance, scaling digital channels and building user journeys that increased conversions by 40%. Would love to discuss how my product lifecycle experience aligns with your team.",Summary rewritten for this JD; 3 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Skill groups reordered (Product & Delivery first),The job description is truncated and provides no explicit skill requirements to compare against the CV.,senior,good_fit,inferred,6-10,"asks for 6-10 years, you have 4",Senior Product Manager
no,,,28,Senior Product Manager,Freshworks,"Bangalore, Karnataka",https://www.adzuna.in/details/5888612063?utm_medium=api&utm_source=195aa6d0,35,45,4,weak,0.14,0/0,,"[{""need"": ""description take ownership"", ""gain"": 3}, {""need"": ""build modules"", ""gain"": 3}, {""need"": ""sustained differentiation"", ""gain"": 3}, {""need"": ""develop deep"", ""gain"": 3}, {""need"": ""deep domain"", ""gain"": 3}]",,"{""skill_match"": 0.2854, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-18T08:21:37Z,,,,[],[],[],[],[],[],,,,"modules, develop, description, take, ownership, sustained, differentiation, deep, expertise, understand, trends, requires",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Job Description Take Ownership: Own and build modules for sustained differentiation and growth. Develop deep domain expertise and understand trends in the market. The role requires you to plan, build, release, and measure success for an end to end modules. Be a Customer Champion: Develop a sense of empathy with our customer base to build an understanding of various problems. The role is also a bridge between the customer and the engineering teams to ensure focus on solving customer needs & deli…"
no,,,27,Product Manager- Fintech Risk,Unnati,"Bengaluru, Karnataka",https://www.adzuna.in/details/2638892624?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,41,39,6,weak,0.25,0/0,,"[{""need"": ""manager fintech"", ""gain"": 2}, {""need"": ""fintech risk"", ""gain"": 2}, {""need"": ""mobile-first world"", ""gain"": 2}, {""need"": ""always"", ""gain"": 2}, {""need"": ""inevitable risk posed"", ""gain"": 2}]",Unverifiable mandatory gate — confirm manually: licence/certification,"{""skill_match"": 0.1316, ""experience_fit"": 0.804, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",services,negative_list,JD mentions 'our client',serpapi,aggregator,,,,,,,[],[],[],[],[],[],,,,"fraud, account, fintech, mobile-first, world, cyber, solutions, mobile, transactions, identity, ventures, activity",good_fit,stated,5-7,"asks for 5-7 years, you have 4","In a mobile-first world, there is always an inevitable risk posed by cyber security concerns, which is addressed by our client through API-based solutions. They focus on securing mobile-first enterprises against new age cyber fraud. Their aim is to reduce risk and accelerate the growth of all mobile transactions. Their specialties include Digital Identity, Mobile Authentication, Risk Management, Fraud Prevention, Risk Score, Device Identification, Behavioral Biometrics, Compliance and more.
 
Our client is located in the USA, Singapore and India and they are ISO 27001:2013 certified. Their investors include prominent VCs like XYZ Venture Capital, BLUME, Village Global, Emphasis Ventures, Sweat Equity Ventures.
 
As a Product Manager- Fintech Risk, you will be responsible for owning Fintech Fraud Risk products across account opening and account and activity monitoring.

What you will do:





Owning Fintech Fraud Risk products across account opening and account and activity monitoring
Defining OKRs for success such as % approvals, bp in losses, good customer friction, precision/ recall etc.
Thinking out of the box and identifying opportunities where we can build world class Fraud Risk solutions either in-house or via partnerships
Working with Engineering to create risk capabilities, analytics and decisioning logic to identify, analyze and prevent suspicious activities, including but not limited to: Identity Fraud, Account Takeover/ Abuse Fraud, Transactions Risk, Unauthorized Chargeback Risk etc.
Driving Proof of Concepts and Demos to illustrate the company's capabilities
Working with Sales, Business Operations and Engineering to meet internal and external stakeholder needs
Researching emerging issues impacting Fintech players and ideating on solving their digital risks through innovation
Validating supply partnerships to be used in solutioning, where needed
Collaborating with external partners and clients and standardizing integration strategy for the company's inpu"
no,,,26,Data Product Analyst,Weekday AI,"Bangalore, Karnataka",https://www.adzuna.in/details/5887520493?utm_medium=api&utm_source=195aa6d0,35,27,2,weak,0.08,0/0,,"[{""need"": ""data product analyst"", ""gain"": 2}, {""need"": ""weekday"", ""gain"": 2}, {""need"": ""bengaluru"", ""gain"": 2}, {""need"": ""karnataka"", ""gain"": 2}, {""need"": ""india jobtype"", ""gain"": 2}]",,"{""skill_match"": 0.2425, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-17T16:13:24Z,,,,[],[],[],[],[],[],,,,"enterprise, governance, bank, weekday, clients, location, bengaluru, karnataka, jobtype, full-time, organization, primarily",good_fit,stated,5+,"asks for 5+ years, you have 4","This role is for one of Weekday’s clients Min Experience: 5 years Location: Pune, Bengaluru, Karnataka, India JobType: full-time This role is part of the Enterprise Data organization and is primarily focused on the overarching governance and architecture of all data across the enterprise. This position leads Bank initiatives that improve enterprise data quality, governance, reporting, and analytics at an advanced level of ability and technical expertise. Drives positive change across the Bank t…"
no,,,26,Data Product Analyst,Weekday AI,"Pune, Maharashtra",https://www.adzuna.in/details/5887520495?utm_medium=api&utm_source=195aa6d0,35,27,2,weak,0.08,0/0,,"[{""need"": ""data product analyst"", ""gain"": 2}, {""need"": ""weekday"", ""gain"": 2}, {""need"": ""bengaluru"", ""gain"": 2}, {""need"": ""karnataka"", ""gain"": 2}, {""need"": ""india jobtype"", ""gain"": 2}]",,"{""skill_match"": 0.2425, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-17T16:13:24Z,,,,[],[],[],[],[],[],,,,"enterprise, governance, bank, weekday, clients, location, bengaluru, karnataka, jobtype, full-time, organization, primarily",good_fit,stated,5+,"asks for 5+ years, you have 4","This role is for one of Weekday’s clients Min Experience: 5 years Location: Pune, Bengaluru, Karnataka, India JobType: full-time This role is part of the Enterprise Data organization and is primarily focused on the overarching governance and architecture of all data across the enterprise. This position leads Bank initiatives that improve enterprise data quality, governance, reporting, and analytics at an advanced level of ability and technical expertise. Drives positive change across the Bank t…"
no,,,25,"Product Manager, Product Platform",okta,"Bengaluru, India",https://www.okta.com/company/careers/opportunity/8210924?gh_jid=8210924,32,29,8,weak,0.4,2/5,"specifically, enterprise-scale saas platforms, core software infrastructure","[{""need"": ""specifically"", ""gain"": 3}, {""need"": ""enterprise-scale saas platforms"", ""gain"": 3}, {""need"": ""core software infrastructure"", ""gain"": 3}, {""need"": ""platform secure"", ""gain"": 2}, {""need"": ""secure every"", ""gain"": 2}]",,"{""skill_match"": 0.1865, ""experience_fit"": 1.0, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,greenhouse,direct,,,2026-09-17T13:12:04-04:00,,,,[],[],[],[],[],[],,,,"nbsp, okta, identity, recovery, backup, technical, infrastructure, complex, resilience, field, employment, york",good_fit,stated,3+,"asks for 3+ years, you have 4","Secure Every Identity, from AI to Human Identity is the key to unlocking the potential of AI. Okta secures AI by building the trusted, neutral infrastructure that enables organizations to safely embrace this new era. This work requires a relentless drive to solve complex challenges with real-world stakes. We are looking for builders and owners who operate with speed and urgency and execute with excellence. This is an opportunity to do career-defining work. We're all in on this mission. If you are too, let's talk. Product Manager, Product Platform (India) &nbsp; Company Overview Okta is The World’s Identity Company. We free everyone to safely use any technology - anywhere, on any device, for any app. Our Workforce and Customer Identity Clouds enable secure yet flexible access, authentication, and automation that transforms how people move through the digital world, putting Identity at the heart of business security and growth. &nbsp; Role Overview: Product Manager, Product Platform This is a rare 0-to-1 opportunity to build a brand-new, high-visibility capability that touches every Okta customer: backup and recovery to strengthen the resilience of our system. You’ll be responsible for building a modern, self-service experience that allows IT Admins to recover back their accidentally or maliciously deleted identity objects. You'll partner closely with Engineering, Field, Pricing &amp; Packaging, and Product leadership to shape a capability with direct, measurable impact on customer retention and revenue growth. Key Responsibilities Contribute to the long-term product vision and strategy for Okta's resilience strategy, ensuring the backup and recovery roadmap scales with the breadth of Okta's customer base and product portfolio. Design a self-service recovery center to ensure customers can seamlessly and securely track their deletions and changes and revert back across the entire Okta ecosystem. Collaborat e with India-based engineering and development scrum teams to d"
no,,,25,Digital Product Manager,PepsiCo,"Hyderabad, Telangana",https://www.adzuna.in/details/5887520631?utm_medium=api&utm_source=195aa6d0,47,62,1,weak,0.0,0/0,,"[{""need"": ""manager overview"", ""gain"": 2}, {""need"": ""overview pepsico"", ""gain"": 2}, {""need"": ""pepsico digital"", ""gain"": 2}, {""need"": ""strategy transformation"", ""gain"": 2}, {""need"": ""provides end-to-end products"", ""gain"": 2}]",,"{""skill_match"": 0.2206, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-17T16:13:25Z,,,,[],[],[],[],[],[],,,,"right, pepsico, overview, transformation, provides, solutions, focus, having, insights, accessible, people, goals",unknown,unknown,,no experience requirement found in the available text,"Overview PepsiCo Digital Product team, as part of Strategy & Transformation, provides end-to-end products and solutions that focus on having the right data and insights, accessible for the right people, driving their business goals at the right time, across the globe. These products enable a unique competitive advantage to delight both our customers and consumers and create a catalyst for a PepsiCo data-driven culture. The Product Management team will lead the creation of the next generation of…"
no,,,24,Partnerships Manager,Google,"Hyderabad, Telangana",https://www.adzuna.in/details/5888771712?utm_medium=api&utm_source=195aa6d0,36,40,1,weak,0.0,0/0,,"[{""need"": ""manager share"", ""gain"": 2}, {""need"": ""manager corporate"", ""gain"": 2}, {""need"": ""corporate fare"", ""gain"": 2}, {""need"": ""fare google"", ""gain"": 2}, {""need"": ""google place"", ""gain"": 2}]",,"{""skill_match"": 0.2083, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-18T11:11:08Z,,,,[],[],[],[],[],[],,,,"share, bengaluru, karnataka, gurugram, corporate, fare, place, haryana, advanced, decision, making, solving",unknown,unknown,,no experience requirement found in the available text,"Partnerships Manager Share Partnerships Manager _corporate_fare_ Google _place_ Bengaluru, Karnataka, India; Gurugram, Haryana, India; 3 more; 2 more Advanced Experience owning outcomes and decision making, solving ambiguous problems and influencing stakeholders; deep expertise in domain. Share Partnerships Manager _info_outline_ XNote: By applying to this position you will have an opportunity to share your preferred working location from the following: Bengaluru, Karnataka, India; Gurugram, Ha…"
