applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,company_tier,company_basis,company_evidence,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,exp_verdict,exp_confidence,exp_required,exp_why,description_snippet
no,,,59,Business Analyst - AI Lending Platform,Newron,"Bengaluru, Karnataka",https://www.foundit.hk/job/business-analyst-ai-lending-platform-newron-bengaluru-bangalore-61552364?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,55,57,83,competitive,0.54,2/12,"interact, understand, business challenges, functional requirements.conduct, requirements.conduct product, product demonstrations, solution walkthroughs, banks, financial institutions.gather, analyse","[{""need"": ""interact"", ""gain"": 1}, {""need"": ""understand"", ""gain"": 1}, {""need"": ""business challenges"", ""gain"": 1}, {""need"": ""functional requirements.conduct"", ""gain"": 1}, {""need"": ""requirements.conduct product"", ""gain"": 1}]",,"{""skill_match"": 0.2459, ""experience_fit"": 1.0, ""domain"": 1, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adjacent,jd_self_description,"JD describes itself: ""We are looking for a dynamic Business Analyst - Lending Platform to join our AI Product team""",serpapi,aggregator,,,,data/resumes/2026-09-02/Newron_Business_Analyst_AI_Lending_Platform/Mehul_Agarwal.docx,data/resumes/2026-09-02/Newron_Business_Analyst_AI_Lending_Platform/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,Skill items resequenced toward JD mentions,LLM output was not parseable; raw output kept.,"functional, analyst, financial, processes, newron, ai-powered, closely, banks, understand, specifications, solution, presentation",good_fit,stated,3-6,"asks for 3-6 years, you have 4","We are looking for a dynamic Business Analyst - Lending Platform to join our AI Product team. The ideal candidate will act as the bridge between our customers and the engineering team, helping financial institutions successfully adopt Newron's AI-powered lending platform. You will work closely with banks and NBFCs to understand their business processes, demonstrate product capabilities, gather requirements, and translate business needs into functional specifications for the product and engineering teams.

Responsibilities



Interact with customers to understand their lending processes, business challenges, and functional requirements.Conduct product demonstrations and solution walkthroughs for banks and financial institutions.Gather, analyse, and document business and functional requirements.Prepare Business Requirement Documents (BRDs), Functional Requirement Specifications (FRS), user stories, and process flows.Work closely with Product Managers, Architects, UI/UX Designers, and Engineering teams to ensure successful solution delivery.Participate in sprint planning, backlog grooming, and requirement clarification sessions.Support User Acceptance Testing (UAT), validate delivered features, and coordinate customer sign-offs.Identify product enhancement opportunities based on customer feedback and market needs.Serve as the primary functional point of contact throughout the implementation lifecycle.

Requirements

Bachelor's/ Master's degree in Engineering, Computer Science, Information Technology, Business, Finance, or a related discipline.3-6 years of experience as a Business Analyst, Functional Consultant, or Product Analyst in Banking, NBFC, FinTech, or Financial Services.Good understanding of lending processes, including Loan Origination Systems (LOS), underwriting, KYC, credit assessment, and loan operations.Experience in requirements gathering, process mapping, and functional documentation.Strong communication and presentation skills with experience interactin"
no,,,47,Product Manager II - Ads,razorpaysoftwareprivatelimited,Bengaluru,https://job-boards.greenhouse.io/razorpaysoftwareprivatelimited/jobs/4729533005,41,37,60,competitive,0.57,1/7,"product execution and prioritization skills, experience owning business metrics and customer outcomes, analytical thinking and experimentation mindset, systems thinking and platform orientation, customer empathy balanced with business acumen, ability to thrive in ambiguity and fast-paced environments","[{""need"": ""product execution and prioritization skills"", ""gain"": 4}, {""need"": ""experience owning business metrics and customer outcomes"", ""gain"": 4}, {""need"": ""analytical thinking and experimentation mindset"", ""gain"": 4}, {""need"": ""systems thinking and platform orientation"", ""gain"": 4}, {""need"": ""customer empathy balanced with business acumen"", ""gain"": 4}]",,"{""skill_match"": 0.3, ""experience_fit"": 1.0, ""domain"": 0.5, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,greenhouse,direct,,,2026-09-02T01:18:15-04:00,data/resumes/2026-09-02/razorpaysoftwareprivatelimited_Product_Manager_II_Ads/Mehul_Agarwal.docx,data/resumes/2026-09-02/razorpaysoftwareprivatelimited_Product_Manager_II_Ads/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and partnerships in consumer lending at Bajaj Finance. Proven track record in owning end-to-end product execution, scaling high-volume digital lending platforms, and managing cross-functional teams to drive business outcomes. Skilled in product strategy, funnel optimization, stakeholder management, and building scalable matching engines to optimize conversion and monetization.","[""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""Owned the Personal Loan digital platform (app and web) at ~15 lakh Form-1 submissions/month, turning business and credit requirements into shipped capability while the channel scaled from ~₹400 Cr to ~₹1,100 Cr in monthly disbursals through a period of sector-wide tightening in consumer credit."", ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing.""]","[{""original"": ""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""rewritten"": ""Led product execution across the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — acting as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status.""}, {""original"": ""Define the capability roadmap and requirements for the channel as its business owner — translating the disbursal target into product, policy, and partner asks for Technology, Credit, and Legal to build against."", ""rewritten"": ""Defined long-term product strategy, capability roadmap, and requirements for the channel as its business owner — translating the disbursal target into product, policy, and partner asks for Technology, Credit, and Legal to build against.""}, {""original"": ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count."", ""rewritten"": ""Leveraged strong analytical thinking and data analysis to lift conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating dropped cohorts, and sequencing fixes by revenue impact rather than ticket count.""}]","[""Product Management"", ""Product Strategy"", ""Roadmapping"", ""Agile/Scrum"", ""Stakeholder Management"", ""Data Analysis""]","[""4–7 years of product management experience"", ""Strong product execution and prioritization skills"", ""Experience owning business metrics and customer outcomes"", ""Strong analytical thinking and experimentation mindset"", ""Ability to work across technical and business stakeholders"", ""Systems thinking and platform orientation"", ""Strong customer empathy balanced with business acumen"", ""Ability to thrive in ambiguity and fast-paced environments""]",[],"[""Experience specifically in Ads product management or ad-tech platforms""]","Hi, I bring 4+ years of product management experience scaling digital platforms and driving business outcomes at Bajaj Finance. I've owned end-to-end product execution, built scalable matching engines, and optimized conversion funnels across cross-functional teams. I'd love to bring this execution rigor and ownership mindset to the Ads PM role at Razorpay.",Summary rewritten for this JD; 3 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Home Loans; Skill items resequenced toward JD mentions,"The CV demonstrates strong platform, lending, and growth product management experience, but does not provide direct experience in building or managing Ads products.","nbsp, razorpay, ecosystem, financial, businesses, money, payments, execution, powering, fintech, scalable, asia",good_fit,stated,4-7,"asks for 4-7 years, you have 4","Razorpay is one of India’s leading full-stack financial technology companies, powering the way businesses move, manage, and grow money. Founded in 2014 by Harshil Mathur and Shashank Kumar with a simple vision - to simplify payments for Indian businesses - we’ve since grown into a fintech powerhouse driving India’s digital payment revolution. Razorpay powers millions of businesses with a smarter, scalable stack that goes beyond transactions to help them truly build and grow. From building AI-native agentic payments, to AI-assisted fraud detection and real-time risk intelligence to automated reconciliation, smart payouts, and predictive financial insights, we are embedding intelligence across our stack to make money movement faster, safer, and more efficient. In close collaboration with ecosystem partners - including banks, networks, regulators - we are pioneering industry-first solutions that are shaping the next era of fintech Across India, Singapore and Malaysia, our products span everything from seamless checkouts to payroll automation - powering a fintech ecosystem that’s redefining how money moves across Asia. Today, that ecosystem supports everyone from early-stage startups to some of India’s largest enterprises, enabling them to accept, process, and disburse payments at scale while expanding into new ways of managing money more efficiently. Our scale speaks volumes: Razorpay processes $180+ billion in annualized transactions, powering leading businesses like Airbnb, Facebook, WhatsApp, Airtel, CRED, BookmyShow, Zomato, Swiggy, Lenskart, Mirae Asset Capital markets, Indian Oil, National Pension Scheme - and over 100 of India’s unicorns. With strong roots in India and growing operations in Southeast Asia, we are shaping the next chapter of financial technology across the region. We are backed by global investors including GIC, Peak XV Partners (formerly Sequoia Capital India &amp; SEA), Tiger Global, Ribbit Capital, Matrix Partners, MasterCard, and Salesforce V"
no,,,32,Business Development Manager – School Partnerships,Alyss Edusolutions,"Delhi, India",https://www.adzuna.in/land/ad/5864440059?se=2oAhjKOm8RGs-Y02KTQxmA&utm_medium=api&utm_source=195aa6d0&v=4BAF1BA74A8A48950E7B8464549CBF2DF3899438,41,44,9,weak,0.22,1/3,"Institutional Sales, EdTech experience","[{""need"": ""Institutional Sales"", ""gain"": 11}, {""need"": ""EdTech experience"", ""gain"": 11}, {""need"": ""Business Development"", ""gain"": 6}, {""need"": ""Experience expanding Robotics, Artificial Intelligence (AI) and STEM education programs across schools"", ""gain"": 4}]",,"{""skill_match"": 0.3462, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-01T16:23:01Z,data/resumes/2026-09-02/Alyss_Edusolutions_Business_Development_Manager_School_Part/Mehul_Agarwal.docx,data/resumes/2026-09-02/Alyss_Edusolutions_Business_Development_Manager_School_Part/Mehul_Agarwal.pdf,"Product manager with over 4 years of experience across digital product, growth, and strategic partnerships, including scaling partner networks and driving business development initiatives. Proven track record of expanding multi-partner ecosystems, negotiating commercial and partnership economics, and managing cross-functional teams and stakeholder relationships. Brings strong commercial acumen and experience building strategic alliances to drive business growth and program expansion.","[""Grew the live partner network from 4 to 6 lenders (2 more in build), negotiating lead-exchange and commission economics with Legal, Business, and Technology so a single customer can be matched against multiple partners’ criteria and monetised through distribution."", ""Strategic Partnerships & Alliances, Funnel & Conversion Optimisation, Stakeholder Management, Customer Journey Mapping, Go-to-Market Strategy, Process Automation, Team Leadership"", ""Built the go-to-market strategy for a packaged-foods launch and ran the pre-launch campaign across creatives, landing page, and budget allocation.""]","[{""original"": ""Grew the live partner network from 4 to 6 lenders (2 more in build), negotiating lead-exchange and commission economics with Legal, Business, and Technology so a single customer can be matched against multiple partners’ criteria and monetised through distribution."", ""rewritten"": ""Expanded the live partner network from 4 to 6 lenders (2 more in build), negotiating lead-exchange and commission economics with Legal, Business, and Technology to scale distribution channels and partnerships.""}, {""original"": ""Built the go-to-market strategy for a packaged-foods launch and ran the pre-launch campaign across creatives, landing page, and budget allocation."", ""rewritten"": ""Developed and executed the go-to-market strategy for a launch, managing pre-launch campaign initiatives across creatives, landing page optimization, and budget allocation.""}]","[""Strategic Partnerships & Alliances"", ""Go-to-Market Strategy"", ""Stakeholder Management"", ""Team Leadership""]","[""Strategic partnerships and alliance management"", ""Go-to-market strategy and execution"", ""Stakeholder management and cross-functional leadership""]","[""Business development and partnership expansion: CV shows strong B2B partnership scaling and lender network expansion, but lacks direct experience in school sales or edtech institutional sales.""]","[""Prior experience in school sales, institutional sales, or edtech"", ""Direct background in expanding Robotics, Artificial Intelligence (AI) and STEM education programs across schools""]","Hi, I have 4+ years scaling partner networks, negotiating agreements, and driving G2T/GTM growth across cross-functional teams. I'd love to discuss how my partnership and expansion background fits your BD needs.","Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Skill groups reordered (Business, Growth & Partnerships first)","The candidate has strong partnership and expansion experience in financial services, but the CV contains no background in school sales, institutional sales, or the edtech/STEM education sector.","development, alyss, edusolutions, location, type, full-time, department, experienced, expand, robotics, artificial, intelligence",unknown,unknown,,no experience requirement found in the available text,"Business Development Manager – School Partnerships Company: Alyss Edusolutions Pvt. Ltd. Location: Delhi NCR Job Type: Full-Time Department: Business Development / School Partnerships About the Role Alyss Edusolutions Pvt. Ltd. is looking for an experienced Business Development Manager – School Partnerships to expand our Robotics, Artificial Intelligence (AI) and STEM education programs across schools. The ideal candidate should have prior experience in School Sales, Institutional Sales or EdTe…"
no,,,32,Product Analyst,BabyBillion,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5864424721?se=3gnzlqOm8RGsFbMBtPSQPw&utm_medium=api&utm_source=195aa6d0&v=1CEA79CF2876CFA87C63084FF0162A3C4395DA3E,39,59,15,weak,0.38,4/6,"million installs, next phase","[{""need"": ""million installs"", ""gain"": 3}, {""need"": ""next phase"", ""gain"": 3}, {""need"": ""product analyst"", ""gain"": 1}, {""need"": ""babybillion babybillion"", ""gain"": 1}, {""need"": ""kids learning app"", ""gain"": 1}]",,"{""skill_match"": 0.341, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-01T16:20:27Z,data/resumes/2026-09-02/BabyBillion_Product_Analyst/Mehul_Agarwal.docx,data/resumes/2026-09-02/BabyBillion_Product_Analyst/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (503 Server Error: Service Unavailable for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-flash-lite-latest:generateContent),"babybillion, learning, kids, children, aged, create, safe, ad-free, age-appropriate, stories, rhymes, good",unknown,unknown,,no experience requirement found in the available text,"About BabyBillion BabyBillion is India’s No. 1 kids’ learning app for children aged 2–9. We create safe, ad-free and age-appropriate content across stories, rhymes, learning, good habits and everyday skills. With more than 2 million installs, we are now building the content and product systems required for our next phase of growth. The Role We are looking for a Product Analyst focused on Content Operations who will own the journey of content from our internal library to the live BabyBillion app…"
no,,,29,Product Owner – Global Trade Finance Operations,BNP Paribas,"Mumbai, Maharashtra",https://in.linkedin.com/jobs/view/product-owner-%E2%80%93-global-trade-finance-operations-at-bnp-paribas-4418139399?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,35,35,24,weak,0.65,1/12,"develop solid, existing systems, business processbuild documentation, user storiesmaintain, storiesmaintain focus, focus product, product quality, quality throughout, development, reviewing stories, features","[{""need"": ""develop solid"", ""gain"": 2}, {""need"": ""existing systems"", ""gain"": 2}, {""need"": ""business processbuild documentation"", ""gain"": 2}, {""need"": ""user storiesmaintain"", ""gain"": 2}, {""need"": ""storiesmaintain focus"", ""gain"": 2}]",Unverifiable mandatory gate — confirm manually: licence/certification,"{""skill_match"": 0.1208, ""experience_fit"": 1.0, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",services,negative_list,JD mentions 'our client',serpapi,aggregator,,,16 days ago,,,,[],[],[],[],[],[],,,,"banking, paribas, global, trade, solutions, clients, scrum, bank, traditional, support, operational, employees",good_fit,stated,2+,"asks for 2+ years, you have 4","Job Title: Product Owner – Global Traditional Trade Organization

Department: GTTO / GTFO

About Business line/Function: Global Trade Operations (GTO) is an entity within CIB ITO Global Banking Operations that serves Trade Finance Operations on behalf of the Group. Its scope of intervention is global, on all sites that propose to operate Trade Finance transactions, i.e., in Domestic Core Businesses (FRB, Fortis, BGL, BNL) as in the CIB regions and International Retail Banking (IRB).

Within GTO, the Global Traditional Trade Organization team (GTTO) Act as an overall coordinator to support the global transformation on Traditional Trade Operations for GTO and its partners leveraging on extended team as one team. Thus, GTTO carries out projects around process optimization, Operating Model, and IT Assets for traditional trade products (Letters of Credit, International Guarantees).

Position Purpose: The Product Owner (PO) is the voice of the customer and the business within an Agile development environment. Working closely with cross‑functional teams (Scrum Masters, Developers, Designers, QA, Marketing, Sales, Support, etc.) the PO defines and prioritizes the product backlog, translates market and stakeholder needs into clear, actionable user stories, and ensures that the delivered product maximizes value, aligns with the company’s strategy, and meets quality standards.

Responsibilities

Direct Responsibilities

To deploy a common and business tool with all operational set-ups and provide our clients with Digital Banking capabilities to communicate with the bank.

To develop the product, your mission plan will consist of:

Develop Solid knowledge of existing systems and Business ProcessBuild documentation for User requirements / User storiesMaintain focus product quality throughout the development, reviewing stories, features and product increments to ensure they meet the user’s needs which are functional and compliantAccountable for delivering the product in line with"
no,,,28,Technical Program Manager_102673,MyCareernet,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5864433716?se=Qi2BmqOm8RG5At0T0GlLXQ&utm_medium=api&utm_source=195aa6d0&v=EB45338AF532D971D26675851CDE0E40A06C5EF6,37,48,3,weak,0.08,0/0,,"[{""need"": ""technical program manager"", ""gain"": 2}, {""need"": ""large global"", ""gain"": 2}, {""need"": ""global organization"", ""gain"": 2}, {""need"": ""organization key"", ""gain"": 2}, {""need"": ""agentic ai"", ""gain"": 2}]",,"{""skill_match"": 0.2821, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-01T16:22:05Z,,,,[],[],[],[],[],[],,,,"agentic, technical, program, large, global, organization, workflows, report, agents, roles, initiatives, audit",unknown,unknown,,no experience requirement found in the available text,"Company:A Large Global Organization Key Skills: Agentic AI, Agentic Workflows, Delivery Management, Technical Delivery, Technical Program Management, Report Delivery, AI Agents Roles and Responsibilities: Lead end-to-end program delivery for AI and analytics initiatives across audit teams. Coordinate rollout readiness across product, engineering, change, training, and business stakeholders. Drive adoption planning, user onboarding, feedback loops, and issue resolution for new solutions. Track d…"
no,,,28,Product Manager - HR Technology,cyberu,"Hyderabad, Telangana",https://cornerstone.csod.com/ux/ats/careersite/2/home/requisition/11447?c=cornerstone&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,35,29,5,weak,0.18,0/0,,"[{""need"": ""office based"", ""gain"": 1}, {""need"": ""hyderabad office"", ""gain"": 1}, {""need"": ""manager workforce"", ""gain"": 1}, {""need"": ""workforce ai"", ""gain"": 1}, {""need"": ""hyderabad"", ""gain"": 1}]",,"{""skill_match"": 0.2812, ""experience_fit"": 0.804, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,14 days ago,,,,[],[],[],[],[],[],,,,"workforce, organizations, cornerstone, quality, enterprise, hyderabad, people, intelligence, ai-powered, experiences, capabilities, technical",good_fit,stated,5+,"asks for 5+ years, you have 4","We're looking for a Product Manager - HR Technology This role is  Office Based, Hyderabad Office 

Product Manager – Workforce AI (HR Technology) | Hyderabad 

Location: Hyderabad, India (Hybrid)

Team: AI Product Management
Reports to: Senior Director, Strategic Programs (AI Product
Management)

About the Role

Cornerstone's
Workforce AI platform is redefining how the world's largest organizations
understand their people — building a skills-first intelligence layer that
connects workforce data, market signal, and a growing set of AI-powered and
agentic experiences.
We're hiring a
Product Manager in Hyderabad to drive execution across the Workforce
Intelligence platform, working hand-in-hand with our engineering teams. This
role sits close to the build: you'll own delivery of platform capabilities from
spec through release, ensure quality across the release pipeline, and serve as
the connective tissue between global product strategy and day-to-day
engineering execution.
This is a role
for a PM who loves shipping — someone who is technical enough to earn
engineering's trust, rigorous enough to own release quality, and
customer-minded enough to keep every sprint tied to real enterprise outcomes.

In This Role You Will..

Own delivery of platform capabilities end-to-end: requirements, specs, sprint planning, release readiness, and post-release quality
Partner daily with engineering teams to translate product strategy into well-scoped, buildable increments
Drive the release process for your workstreams — release notes, gating criteria, risk identification, and cross-team dependency management
Own API and headless access capabilities, including agent tooling and developer-facing experiences that let customers and partners build on the platform
Write clear, structured product artifacts: PRDs, technical specs, acceptance criteria, and test scenarios
Support enterprise customer deliveries by triaging escalations, validating fixes, and closing the loop between "
no,,,26,Partnership Manager,Even,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5864155294?se=2oAhjKOm8RGs-Y02KTQxmA&utm_medium=api&utm_source=195aa6d0&v=8DF90239226AD35E96FF3CF379C503D4B3551E5D,28,27,2,weak,0.08,0/0,,"[{""need"": ""think"", ""gain"": 2}, {""need"": ""better approach"", ""gain"": 2}, {""need"": ""healthcare"", ""gain"": 2}, {""need"": ""revolutionize"", ""gain"": 2}, {""need"": ""healthcare system"", ""gain"": 2}]",,"{""skill_match"": 0.2425, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-01T14:22:26Z,,,,[],[],[],[],[],[],,,,"even, healthcare, think, there, better, approach, mission, revolutionize, system, prioritising, patients, doctors",unknown,unknown,,no experience requirement found in the available text,"About Even At Even, we think there is a better approach to healthcare. We are on a mission to revolutionize the healthcare system in India by prioritising patients and doctors. We offer our members unlimited OPD, diagnostics, and cashless hospitalisation, with a focus on preventive healthcare that's accessible and affordable. We've also gone beyond the app. Even now runs its own multi-specialty hospital in Bengaluru, alongside a growing network of clinics and partner hospitals across the countr…"
no,,,26,Program Manager,SolarSquare,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5864423270?se=Qi2BmqOm8RG5At0T0GlLXQ&utm_medium=api&utm_source=195aa6d0&v=96E8C2FDF3940F5C0D9A3AD8E139E790D0D11A39,37,55,2,weak,0.08,0/0,,"[{""need"": ""program manager"", ""gain"": 2}, {""need"": ""objective"", ""gain"": 2}, {""need"": ""operations problems end-to-end"", ""gain"": 2}, {""need"": ""self-starter"", ""gain"": 2}, {""need"": ""independently diagnose issues"", ""gain"": 2}]",,"{""skill_match"": 0.2479, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-01T16:20:09Z,,,,[],[],[],[],[],[],,,,"execution, objective, problems, self-starter, independently, diagnose, issues, deliver, measurable, improvement, months, structured",unknown,unknown,,no experience requirement found in the available text,"Role Objective: Own cross-functional growth and operations problems end-to-end. This role is for a self-starter who can independently diagnose issues, run execution, and deliver measurable KPI improvement. Core Outcomes (First 6 Months): Run structured experiments, derive insights and execute actionables Reduce execution delays by improving handoffs across Sales, Ops, Product, and Finance. Responsibilities: Identify top bottlenecks in growth and operations using data and stakeholder input. Buil…"
no,,,26,Program Manager – Business Operations,Recykal.com,"Hyderabad, Telangana",https://www.adzuna.in/land/ad/5860972721?se=Qi2BmqOm8RG5At0T0GlLXQ&utm_medium=api&utm_source=195aa6d0&v=1A47DD23A325C205D26884D453CB676BCD89F9C5,37,36,2,weak,0.08,0/0,,"[{""need"": ""program manager"", ""gain"": 2}, {""need"": ""high-ownership program manager"", ""gain"": 2}, {""need"": ""drive ground-level operations"", ""gain"": 2}, {""need"": ""cross-functional business initiatives"", ""gain"": 2}, {""need"": ""someone"", ""gain"": 2}]",,"{""skill_match"": 0.2321, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-29T16:06:52Z,,,,[],[],[],[],[],[],,,,"execution, high-ownership, program, ground-level, initiatives, requires, someone, closely, understand, on-ground, challenges, identify",unknown,unknown,,no experience requirement found in the available text,"About the Role We are looking for a high-ownership Program Manager to drive ground-level operations and cross-functional business initiatives. The role requires someone who can work closely with business and operations teams, understand on-ground challenges, identify gaps, and drive solutions through to execution. The ideal candidate is an operator and problem-solver who is comfortable moving between data, people, processes, and field execution. Key Responsibilities Ground Operations & Executio…"
