applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,company_tier,company_basis,company_evidence,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,exp_verdict,exp_confidence,exp_required,exp_why,description_snippet
no,,,32,Growth Product Manager,Spyne,"Gurgaon, Haryana",https://www.adzuna.in/details/5871277498?utm_medium=api&utm_source=195aa6d0,53,70,11,weak,0.27,1/4,"AI-first applications, LLM-powered agents, Product-led growth","[{""need"": ""AI-first applications"", ""gain"": 7}, {""need"": ""LLM-powered agents"", ""gain"": 7}, {""need"": ""Product-led growth"", ""gain"": 7}, {""need"": ""Activation"", ""gain"": 4}, {""need"": ""Retention"", ""gain"": 4}]",,"{""skill_match"": 0.3536, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-05T07:38:14Z,data/resumes/2026-09-05/Spyne_Growth_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-09-05/Spyne_Growth_Product_Manager/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and partnerships, specializing in funnel and conversion optimization. Demonstrated success driving 0 to 1 product launches and scaling digital acquisition journeys at Bajaj Finance. Proven ability to own the full product lifecycle, working cross-functionally across engineering, design, and GTM teams to optimize acquisition, conversion, and monetization metrics.","[""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count."", ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing."", ""GYDE AI Voice Assist: Shipped conversational voice assistance inside the application form to guide applicants through completion, lifting Form-1 submissions ~3.5% — roughly 50,000 additional submissions per month at platform scale.""]","[{""original"": ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count."", ""rewritten"": ""Drove user acquisition and funnel optimization, lifting conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating dropped cohorts, and sequencing fixes by revenue impact.""}, {""original"": ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""rewritten"": ""Designed and shipped the MCP Master and Lead Allocation Master matching engine handling ~90,000 leads/month to optimize product funnels, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7%.""}, {""original"": ""Microfinance Loans – 0→1 Digital Journey: Launched digital lead creation for Microfinance group loans on app and web from scratch, generating ~2,000 leads/month and opening an underserved customer segment to digital origination."", ""rewritten"": ""Led 0 to 1 digital journey development, launching digital lead creation for Microfinance group loans on app and web from scratch, generating ~2,000 leads/month and scaling customer acquisition.""}]","[""Funnel Optimization"", ""Product Lifecycle Management"", ""Go-to-Market Strategy""]","[""Product management experience owning product funnels"", ""Cross-functional collaboration with engineering, design, and GTM teams"", ""0 to 1 product launches and driving growth across acquisition and monetization""]","[""Funnel optimization and acquisition/monetization are well supported, but retention and activation are only partially covered through general user engagement and conversion metrics."", ""Cross-functional product leadership is strong, but specific close collaboration with a CEO and AI/ML teams is not mentioned in the CV.""]","[""Experience with AI-first applications, LLM-powered agents, and AI/ML technical development"", ""Product-led growth framework execution""]","Hi, I'm a Growth Product Manager with 4+ years scaling digital products and funnels at Bajaj Finance, where I led 0-to-1 launches and drove significant lifts in conversion and user acquisition. I'd love to bring my expertise in funnel optimization and cross-functional execution to Spyne's AI products.",Summary rewritten for this JD; 1 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Personal Loans,"The JD specifically requires hands-on experience with AI-first applications, LLM-powered agents, and AI/ML teams, which is not present in the CV.","hiring, adoption, ai-first, llm-powered, agents, focused, product-led, innovation, closely, ai/ml, activation, retention",unknown,unknown,,no experience requirement found in the available text,"We're hiring a Growth Product Manager – AI Products to lead the growth and adoption of AI-first applications and LLM-powered agents. This is a cross-functional role focused on product-led growth, innovation, and scale . You'll work closely with the CEO, engineering, AI/ML, design, and GTM teams to launch new products from 0 → 1 and drive their growth across acquisition, activation, retention, and monetization. Key Responsibilities Funnel Optimization Own the entire product funnel : signups → ac…"
no,,,31,Lead Growth Product Manager,Tezvyn,"Mumbai, Maharashtra",https://www.adzuna.in/details/5870445906?utm_medium=api&utm_source=195aa6d0,50,66,22,weak,0.55,4/6,"experimentation, Metrics","[{""need"": ""experimentation"", ""gain"": 3}, {""need"": ""Metrics"", ""gain"": 3}, {""need"": ""tezvyn lead"", ""gain"": 2}, {""need"": ""series"", ""gain"": 2}, {""need"": ""beyond mumbai"", ""gain"": 2}]",,"{""skill_match"": 0.3924, ""experience_fit"": 0.66, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-04T16:08:53Z,data/resumes/2026-09-05/Tezvyn_Lead_Growth_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-09-05/Tezvyn_Lead_Growth_Product_Manager/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and partnerships, specializing in funnel optimisation, user acquisition, and experimentation. Currently driving digital growth and lending partnerships for a mortgage portfolio at Bajaj Finance, scaling online disbursal channels and designing matching engines. Proven track record of lifting conversion rates, scaling user acquisition, and executing product lifecycle management.","[""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count."", ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing.""]","[{""original"": ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count."", ""rewritten"": ""Applied experimentation and analytics to lift conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating dropping cohorts, and sequencing fixes by revenue impact.""}, {""original"": ""Made the call to optimise for qualified demand over raw lead volume, accepting lower lead counts — feeding qualification outcomes back into campaign targeting to cut cost per lead 33%, from ~₹1,350 to ~₹900."", ""rewritten"": ""Leveraged growth metrics and analytics to optimise for qualified demand over raw lead volume, feeding qualification outcomes back into campaign targeting to cut cost per lead 33%, from ~₹1,350 to ~₹900.""}]","[""Growth"", ""Experimentation"", ""Analytics"", ""Metrics"", ""A/B Testing""]","[""Growth"", ""Analytics"", ""A/B Testing"", ""Product Management""]","[""Experimentation (CV shows A/B testing and funnel optimisation, but the JD emphasises experimentation broadly)""]","[""7-9 years of experience (CV shows 4+ years)""]","Hi, I lead growth and digital product at Bajaj Finance, where I've scaled online lending channels and run funnel optimization and analytics. My background in A/B testing and growth metrics aligns well with your team's focus. Would love to connect.","Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Home Loans, Product Manager - Personal Loans; Skill groups reordered (Data & Tools first); Skill items resequenced toward JD mentions","The job asks for 7-9 years of experience, whereas the CV shows 4+ years.","hiring, experimentation, tezvyn, series, beyond, comes, recruiting, desk, mailbox, read, take, people",stretch,stated,7-9,asks for 7-9 years vs your 4,"Opening via Tezvyn Lead Growth Product Manager Product company, Series B and beyond Mumbai 7-9 yrs ₹44-59 LPA Your application comes to our recruiting desk, not to a mailbox. We read every one and take the people who fit to the hiring team. We are hiring a Lead Growth Product Manager in Mumbai for a team working across Growth, Experimentation, Analytics. 7-9 years of experience. What You Will Work On Growth, Experimentation, Analytics, with Metrics, A/B testing, product management across the wi…"
no,,,29,Associate Product Manager,Lendbox,Delhi,https://in.indeed.com/viewjob?jk=8ec03d08ac50555d&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,45,46,16,weak,0.51,0/8,"Gathering and interpreting qualitative product data and consumer feedback, Analyzing industry trends and competitor behavior, Identifying improved product features and contributing to marketing strategies, Collaborating with the product development team, Compiling project status, risk management, and marketing reports, Maintaining strong customer relations and providing product support, Training internal departments on new product features, Communication skills","[{""need"": ""Gathering and interpreting qualitative product data and consumer feedback"", ""gain"": 5}, {""need"": ""Analyzing industry trends and competitor behavior"", ""gain"": 5}, {""need"": ""Identifying improved product features and contributing to marketing strategies"", ""gain"": 5}, {""need"": ""Collaborating with the product development team"", ""gain"": 5}, {""need"": ""Compiling project status, risk management, and marketing reports"", ""gain"": 5}]",,"{""skill_match"": 0.0312, ""experience_fit"": 0.85, ""domain"": 0.5, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,,data/resumes/2026-09-05/Lendbox_Associate_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-09-05/Lendbox_Associate_Product_Manager/Mehul_Agarwal.pdf,"Product manager with over 4 years of experience across digital product, growth, and partnerships in consumer lending at Bajaj Finance. Proven track record in owning application journeys, conducting product research, optimizing user experience, and collaborating with cross-functional engineering and marketing departments. Experienced in managing product lifecycles, gathering requirements, and delivering functional solutions for digital lending platforms at scale.","[""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing."", ""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count.""]","[{""original"": ""Ran market research and competitive pricing analysis for the client’s cloud-kitchen operations, identifying the locations with highest revenue potential."", ""rewritten"": ""Conducted market research and competitive pricing analysis to identify customer needs, market gaps, and revenue potential for operations.""}, {""original"": ""Part of a ~20-member cross-functional pod (product, engineering, growth, CX, analytics) with 2 direct reports, aligning 10 functions — Business, Sales, Call Centre, Credit Policy, Risk, Legal, Compliance, IT, CX, and Marketing."", ""rewritten"": ""Collaborated with the engineering department, marketing department, and cross-functional teams to deliver functional solutions and align product execution.""}]","[""features"", ""department"", ""identify"", ""report"", ""users"", ""support"", ""training""]","[""Bachelor's Degree in Computer Science, Business Management, Marketing, or a related field (B.Tech in Computer Science/Engineering equivalent from Manipal Institute of Technology, plus MBA)"", ""Experience in gathering and interpreting qualitative product data and consumer feedback"", ""Ability to analyze industry trends and competitor behavior"", ""Exceptional ability to identify improved product features and contribute to marketing strategies"", ""Ability to report to stakeholders and collaborate with the product development team"", ""Excellent communication skills""]","[""Proficiency in compiling project status, risk management, and marketing reports (demonstrated via product management and go-to-market execution, but formal compilation of risk/marketing reports is not explicitly detailed as a primary task)"", ""Ability to maintain strong customer relations and provide product support (handled digital journeys and customer touchpoints, but direct customer support is not a primary focus)"", ""Competency in training internal departments on new product features (worked extensively with cross-functional teams and internal departments like sales and call centres, but formal training documentation is thin)""]","[""Specific peer-to-peer (P2P) e-lending platform experience (CV is with an NBFC consumer lending portfolio)"", ""Direct formal creation of support and training documents for internal and external users""]","Hi, I'm Mehul, a Product Manager with 4+ years in digital lending at Bajaj Finance, where I scaled application journeys and led cross-functional product releases. I’d love to bring my experience in product lifecycle management and feature optimization to Lendbox. Let's connect!",Summary rewritten for this JD; 1 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Personal Loans,"The JD asks for experience in creating formal support and training documents for internal and external users, which is not explicitly covered in the CV.","lendbox, features, borrowers, banks, institutions, department, identify, report, users, support, training, internal",good_fit,inferred,0-3,"asks for 0-3 years, you have 4","About Lendbox


      Lendbox is India’s premier peer-to-peer e-lending platform. We are creating a conducive environment for borrowers and investors 

        Unlike banks and financial institutions Lendbox cuts down the interest rates for borrowers and increases investor’s yields by eliminating mediators like commercial banks, depository institutions etc.


      We are a team of young and energetic professionals who have come together from diverse backgrounds such as investment banking, consulting, technology, e-commerce and start-up management to disrupt the personal credit sector in India


      Responsibilities


      
       Suggest product enhancements to improve user experience
       Perform quality assurance controls on products
       Coordinate with the engineering department to deliver functional solutions
       Conduct research to identify customer needs and market gaps
       Prioritize the implementation of new features and set specific timelines
       Liaise with the Marketing department to ensure proper advertisement and positioning of new products
       Monitor and report on users’ reactions after launching
       Create support and training documents for internal and external users
       Participate in system configuration
       Analyze competition
      
      Requirements


      
       Bachelor’s Degree in Computer Science, Business Management, Marketing, or a related field.
       Experience in gathering and interpreting qualitative product data and consumer feedback.
       Ability to analyze industry trends and competitor behavior.
       Exceptional ability to identify improved product features and contribute to marketing strategies.
       Ability to report to the Product Manager and collaborate with the product development team.
       Proficiency in compiling project status, risk management, and marketing reports.
       Ability to maintain strong customer relations and provide product support.
       Competency in training int"
no,,,27,Sr. Business Analyst-Lending,Qualtech Edge,"Noida, Uttar Pradesh",https://bebee.com/in/jobs/sr-business-analyst-lending-qualtech-edge-noida--t7xk-809690929?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,43,51,20,weak,0.66,2/12,"summary, senior/lead business analyst, expertise, drive end-to-end, end-to-end project, project delivery, manage client interactions, lifecycle activities, mandatory, closure expertise","[{""need"": ""summary"", ""gain"": 3}, {""need"": ""senior/lead business analyst"", ""gain"": 3}, {""need"": ""expertise"", ""gain"": 3}, {""need"": ""drive end-to-end"", ""gain"": 3}, {""need"": ""end-to-end project"", ""gain"": 3}]",,"{""skill_match"": 0.1667, ""experience_fit"": 0.72, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,16 days ago,,,,[],[],[],[],[],[],,,,"analyst, expertise, project, manage, activities, independently, discussions, execution, designation, location, noida, sector",good_fit,stated,6+,"asks for 6+ years, you have 4","Designation: Lead Business Analyst
Location: Noida Sector 65
Experience: 6+Years
Job Summary: We are looking for a Senior/Lead Business Analyst with strong expertise in the Lending domain to drive end-to-end project delivery, manage client interactions, and handle requirement lifecycle activities. The candidate should be capable of independently driving discussions, coordinating with cross-functional teams, and ensuring smooth delivery execution.


Key Responsibilities



Drive end-to-end BA activities for lending projects.


Gather, analyze, and close business requirements.


Prepare BRD, FRD, user stories, and functional documents.


Independently manage client discussions and stakeholder expectations.


Coordinate with Product, Development, QA, and Delivery teams.


Support UAT and ensure successful project execution.



Mandatory Skills



6+ years of Business Analyst experience.


Strong experience in Lending domain.


End-to-end delivery ownership.


Requirement gathering and closure expertise.


Client handling and stakeholder management.


Strong communication and analytical skills.



Preferred Skills



Experience in Leasing domain.


Exposure to Agile/Scrum methodologies."
no,,,24,Technical Program Manager,Hack2skill,"Noida, Ghaziabad",https://www.adzuna.in/land/ad/5870527536?se=-MVGDP2o8RGmyNk0ljGSqg&utm_medium=api&utm_source=195aa6d0&v=84433A679BDCD4FBF06A0A2FD43752D087EC3EAC,36,47,2,weak,0.08,0/0,,"[{""need"": ""technical program manager"", ""gain"": 2}, {""need"": ""description"", ""gain"": 2}, {""need"": ""hackathons innovation challenges"", ""gain"": 2}, {""need"": ""program manager location"", ""gain"": 2}, {""need"": ""noida"", ""gain"": 2}]",,"{""skill_match"": 0.2062, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-04T16:57:29Z,,,,[],[],[],[],[],[],,,,"program, ownership, final, description, technical, hackathons, innovation, challenges, position, location, noida, on-site",unknown,unknown,,no experience requirement found in the available text,"Job Description: Technical Program Manager (Hackathons & Innovation Challenges) Position: Program Manager Location: Noida, UP, India (On-site) Type: Full-Time The role You are the single point of ownership for every program you run — end to end, from pre-launch kickoff to the final debrief. Not the coordinator of it: the owner. Scope, the client relationship, and the final call all sit with you. What makes this role different from a conventional program management role is where the ownership co…"
no,,,22,Senior Product Manager,UnitedHealth Group,"Noida, Ghaziabad",https://www.adzuna.in/details/5871532452?utm_medium=api&utm_source=195aa6d0,34,36,1,weak,0.08,0/0,,"[{""need"": ""senior product"", ""gain"": 2}, {""need"": ""manager requisition"", ""gain"": 2}, {""need"": ""requisition number"", ""gain"": 2}, {""need"": ""category"", ""gain"": 2}, {""need"": ""technology optum"", ""gain"": 2}]",,"{""skill_match"": 0.1667, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-05T11:08:30Z,,,,[],[],[],[],[],[],,,,"care, people, benefits, requisition, category, optum, global, organization, delivers, aided, millions, healthier",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Requisition number: 2381402 Job category: Technology Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the…"
no,,,22,Platform Product Manager,Ford Motor,"Chennai, Tamil Nadu",https://www.adzuna.in/details/5870789020?utm_medium=api&utm_source=195aa6d0,34,37,1,weak,0.08,0/0,,"[{""need"": ""manager description"", ""gain"": 2}, {""need"": ""description adoption"", ""gain"": 2}, {""need"": ""measurable"", ""gain"": 2}, {""need"": ""sustained growth"", ""gain"": 2}, {""need"": ""unique active"", ""gain"": 2}]",,"{""skill_match"": 0.1592, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-04T21:35:17Z,,,,[],[],[],[],[],[],,,,"engagement, domains, usage, description, adoption, measurable, sustained, unique, active, users, onboarded, success",unknown,unknown,,no experience requirement found in the available text,"Description Adoption: Measurable, sustained growth in the number of teams, domains, and unique active users onboarded onto EDP products (primary success metric). Pipeline Velocity: Reduced time from first engagement to onboarded/active usage for new teams and domains. Awareness & Engagement: Increased reach and engagement across internal marketing channels (town halls, newsletters, demo attendance, community participation). Expansion: Growth in usage depth/breadth within already-onboarded teams…"
no,,,22,Platform Product Manager,Ford Motor Company,"Chennai, Tamil Nadu",https://www.adzuna.in/details/5871530704?utm_medium=api&utm_source=195aa6d0,35,38,1,weak,0.08,0/0,,"[{""need"": ""manager adoption"", ""gain"": 2}, {""need"": ""measurable"", ""gain"": 2}, {""need"": ""sustained growth"", ""gain"": 2}, {""need"": ""unique active"", ""gain"": 2}, {""need"": ""active users"", ""gain"": 2}]",,"{""skill_match"": 0.1592, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-05T11:06:05Z,,,,[],[],[],[],[],[],,,,"engagement, domains, usage, adoption, measurable, sustained, unique, active, users, onboarded, success, metric",unknown,unknown,,no experience requirement found in the available text,"Adoption: Measurable, sustained growth in the number of teams, domains, and unique active users onboarded onto EDP products (primary success metric). Pipeline Velocity: Reduced time from first engagement to onboarded/active usage for new teams and domains. Awareness & Engagement: Increased reach and engagement across internal marketing channels (town halls, newsletters, demo attendance, community participation). Expansion: Growth in usage depth/breadth within already-onboarded teams (more use c…"
no,,,22,Junior Sales Manager - Distributor Partnerships,VisionSure,"New Delhi, Delhi",https://www.adzuna.in/land/ad/5870527530?se=mrDx_Pyo8RGHiadkgmrLDA&utm_medium=api&utm_source=195aa6d0&v=46C7E2C766E4A0876EDAF5FE66664C6A8BF7986C,35,40,1,weak,0.08,0/0,,"[{""need"": ""junior sales manager"", ""gain"": 2}, {""need"": ""distributor partnerships"", ""gain"": 2}, {""need"": ""brokers"", ""gain"": 2}, {""need"": ""insurance"", ""gain"": 2}, {""need"": ""wellness aggregators active"", ""gain"": 2}]",,"{""skill_match"": 0.1667, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-04T16:57:29Z,,,,[],[],[],[],[],[],,,,"health, benefits, corporate, manage, grow, brokers, insurance, companies, wellness, aggregators, active, employee",good_fit,inferred,0-3,"asks for 0-3 years, you have 4","WHAT WILL YOU DO Manage and grow a portfolio of distribution partners across Brokers, Insurance Companies, and Wellness Aggregators active in the OPD, Employee Benefits (EB), and Corporate / Group Health space. Drive sales of VisionSure’s vision benefits offerings through OPD and Corporate / Group Health channels. Identify opportunities to increase business within existing accounts through upselling, cross-selling, and new use cases across OPD and Group Health portfolios. Develop account-specif…"
no,,,22,Business Analyst - Data & Privacy,Standard Chartered Bank,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5870693506?se=sj7AAP2o8RGlI_dq_IL75Q&utm_medium=api&utm_source=195aa6d0&v=7CCD167073B35C5DD2D4C2D541424EF62FFE1D51,33,34,2,weak,0.14,0/0,,"[{""need"": ""business analyst"", ""gain"": 2}, {""need"": ""data privacy"", ""gain"": 2}, {""need"": ""standard chartered bank"", ""gain"": 2}, {""need"": ""inclusive employer"", ""gain"": 2}, {""need"": ""mygwork"", ""gain"": 2}]",,"{""skill_match"": 0.1667, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-04T20:33:07Z,,,,[],[],[],[],[],[],,,,"standard, chartered, bank, inclusive, employer, mygwork, global, lgbtq, community, please, contact, recruiter",unknown,unknown,,no experience requirement found in the available text,"This job is with Standard Chartered Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Summary The ideal candidate will: • Undertake requirements solicitation from stakeholders/end users and turn them into well-formed formal Business Requirements Documents (BRD) or User Stories. • Perform AS-IS/TO-BE process mapping and diagrams • Support the team to review and document the strateg…"
