applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,description_snippet
no,,,56,Product Analyst - Assistant Manager - Lending,Paytm,"Bangalore, Karnataka",https://www.adzuna.in/details/5779485859?utm_medium=api&utm_source=195aa6d0,40,38,56,borderline,0.22,1/2,Lending domain expertise,"[{""need"": ""Lending domain expertise"", ""gain"": 10}, {""need"": ""Payments"", ""gain"": 5}, {""need"": ""Mobile technologies"", ""gain"": 5}, {""need"": ""Financial services"", ""gain"": 5}]",,"{""skill_match"": 0.2857, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-06-28T02:45:09Z,data/resumes/2026-08-06/Paytm_Product_Analyst_Assistant_Manager_Lendin/Mehul_Agarwal.docx,data/resumes/2026-08-06/Paytm_Product_Analyst_Assistant_Manager_Lendin/Mehul_Agarwal.pdf,"Product Manager with 4+ years of fintech experience building digital lending products, currently owning the Home Loan digital acquisition stack at Bajaj Finance. Experienced in translating business and credit-policy requirements into scalable lead-generation, qualification systems, and lending-partner integrations. Grounded in data, uses Google Analytics, CleverTap, and Looker Studio to validate decisions, optimize funnels, and prioritize product roadmaps.","[""Own product strategy for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems."", ""Map and optimize the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes."", ""Design and ship the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a rules engine that pre-qualifies leads and routes them to the right lending partner based on credit profile, eligibility, and business rules.""]","[{""original"": ""Map and optimize the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes."", ""rewritten"": ""Map and optimize the end-to-end digital lending funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes.""}, {""original"": ""Used Google Analytics and CleverTap to track user behaviour and KPIs, driving data-informed decisions that lifted conversion rates 23%."", ""rewritten"": ""Used Google Analytics and CleverTap to track user behaviour and metrics, driving data-informed product analytics decisions that lifted conversion rates 23%.""}, {""original"": ""Led development and management of digital platforms (app and web) for the Personal Loan product, growing user engagement 27% and user acquisition 14%."", ""rewritten"": ""Led development and management of mobile app and web digital platforms for the Personal Loan product, growing user engagement 27% and user acquisition 14%.""}]","[""digital lending"", ""fintech"", ""lending products""]","[""Experience in lending product teams"", ""Product management and analytics background"", ""Strong execution and stakeholder management capabilities""]","[""Product Analyst experience: Candidate has Product Manager experience with strong data/analytics grounding via Google Analytics, CleverTap, and Looker Studio, but no formal title of Product Analyst.""]","[""Experience specifically at Paytm or working directly within Paytm's payment ecosystem infrastructure""]","Hi, I saw the Product Analyst opening for the Lending team at Paytm. I bring 4+ years of fintech experience building digital lending products and managing lead funnels at Bajaj Finance. I'd love to bring my data-driven approach to your lending products.",Summary rewritten for this JD; 3 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Home Loan; Skill groups reordered (Domain & Growth first),"The job description emphasizes a Paytm-specific context, and the candidate's CV does not mention experience with Paytm.","paytm, payments, mobile, financial, services, distribution, pioneer, revolution, builds, technologies, small, businesses","About Paytm Group: Paytm is India's leading mobile payments and financial services distribution company. Pioneer of the mobile QR payments revolution in India, Paytm builds technologies that help small businesses with payments and commerce. Paytms mission is to serve half a billion Indians and bring them to the mainstream economy with the help of technology. Role Overview We are looking for a high-agency Product Analyst to join the Lending product team at Paytm. This role sits at the intersecti…"
no,,,55,Product Owner,IQVIA,"Bangalore, Karnataka",https://www.adzuna.in/details/5829178671?utm_medium=api&utm_source=195aa6d0,41,39,52,borderline,0.19,0/1,essential functions,"[{""need"": ""essential functions"", ""gain"": 8}, {""need"": ""product vision"", ""gain"": 4}, {""need"": ""success metrics"", ""gain"": 4}, {""need"": ""market trends"", ""gain"": 4}, {""need"": ""customer needs"", ""gain"": 4}]",,"{""skill_match"": 0.3333, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-05T20:39:44Z,data/resumes/2026-08-06/IQVIA_Product_Owner/Mehul_Agarwal.docx,data/resumes/2026-08-06/IQVIA_Product_Owner/Mehul_Agarwal.pdf,"Product Manager with 4+ years of fintech experience building digital lending products, currently owning the Home Loan digital acquisition stack at Bajaj Finance. Experienced in shaping product strategy, roadmaps, and partnership frameworks alongside business and engineering teams. Grounded in data analytics, using tools like Google Analytics and Looker Studio to track metrics and drive product decisions.","[""Own product strategy for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems."", ""Map and optimize the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes."", ""Led development and management of digital platforms (app and web) for the Personal Loan product, growing user engagement 27% and user acquisition 14%.""]","[{""original"": ""Own product strategy for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems."", ""rewritten"": ""Maintains product strategy for Home Loan digital acquisition, supporting product needs by translating business and credit-policy requirements into scalable lead-generation and qualification systems.""}, {""original"": ""Map and optimize the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes."", ""rewritten"": ""Monitors success metrics and analyzes data across the end-to-end digital home loan funnel — from awareness and lead generation through login, sanction, and disbursal — identifying drop-off points and prioritizing fixes.""}, {""original"": ""Used Google Analytics and CleverTap to track user behaviour and KPIs, driving data-informed decisions that lifted conversion rates 23%."", ""rewritten"": ""Analyzes data using Google Analytics and CleverTap to track user behaviour and KPIs, supporting product strategy and driving data-informed decisions that lifted conversion rates 23%.""}]","[""vision"", ""roadmap"", ""product strategy"", ""success metrics"", ""customer needs""]","[""Product roadmap management and strategy"", ""Analyzing data and monitoring success metrics"", ""Cross-functional coordination and stakeholder management""]","[""Staying up to date on market trends and understanding customer needs — demonstrated through financial product management and funnel optimization, though explicit 'market trend monitoring' is not heavily detailed""]","[""Specific experience with IQVIA products or healthcare data domains""]","Hi, I'm a Product Manager with 4+ years building fintech lending products at Bajaj Finance, managing roadmaps and data-driven funnels. I'd love to connect regarding the Product Owner role.",Summary rewritten for this JD; 3 bullet(s) reworded to JD vocabulary (metrics preserved verbatim),"The job description emphasizes general product vision and trend analysis, whereas the candidate's background is deeply specialized in fintech digital lending and credit workflows.","supports, maintains, vision, opportunities, staying, date, trends, understanding, latest, customer, needs, overview","Job Overview Maintains the product vision and roadmap and supports growth opportunities. Supports the product strategy by staying up to date on market trends and understanding the latest customer needs. Essential Functions • Maintains the product vision and roadmap and support growth opportunities. • Supports the product strategy by staying up to date on market trends and understanding the latest customer needs. • Monitors and adheres to success metrics, analyze data for insights, and coordinat…"
no,,,49,Sr Product Manager - Payments Platform,Nium,"Mumbai, Maharashtra",https://www.adzuna.in/details/5829187917?utm_medium=api&utm_source=195aa6d0,35,25,30,weak,0.08,0/0,,"[{""need"": ""payments platform"", ""gain"": 2}, {""need"": ""platform nium"", ""gain"": 2}, {""need"": ""nium provides"", ""gain"": 2}, {""need"": ""provides global"", ""gain"": 2}, {""need"": ""global infrastructure"", ""gain"": 2}]",,"{""skill_match"": 0.1175, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-05T20:48:29Z,,,,[],[],[],[],[],[],,,,"global, payments, nium, provides, real-time, cross-border, founded, mission, deliver, tomorrow, today, enables","Nium provides global infrastructure for real-time cross-border payments. We were founded on the mission to deliver the global payments infrastructure of tomorrow, today. Our platform enables banks, fintechs, and global businesses to move money instantly, everywhere. Co-headquartered in San Francisco and Singapore with offices in 14 markets worldwide, we are entering one of the most exciting chapters in our journey. In March 2026, we delivered the largest month in our 11-year history with record…"
no,,,47,Business Analyst- Senior Manager,State Street,"Bangalore, India",https://statestreet.wd1.myworkdayjobs.com/en-US/Global/job/Bangalore-India/Business-Analyst--Senior-Manager_R-795730,35,37,60,competitive,0.57,3/5,"Product Ownership, Agile delivery methodologies","[{""need"": ""Product Ownership"", ""gain"": 4}, {""need"": ""Agile delivery methodologies"", ""gain"": 4}, {""need"": ""Strategic thinking"", ""gain"": 2}, {""need"": ""Prioritization and decision-making"", ""gain"": 2}, {""need"": ""Executive communication"", ""gain"": 2}]",,"{""skill_match"": 0.3111, ""experience_fit"": 0.5, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",workday,direct,,,Posted Today,data/resumes/2026-08-06/State_Street_Business_Analyst_Senior_Manager/Mehul_Agarwal.docx,data/resumes/2026-08-06/State_Street_Business_Analyst_Senior_Manager/Mehul_Agarwal.pdf,"Product Manager with 4+ years of experience building digital lending products, driving product ownership, backlog grooming, and cross-functional stakeholder alignment. Demonstrated success in translating business and credit-policy requirements into scalable digital systems, defining product roadmaps, and managing end-to-end delivery lifecycles. Grounded in data, leveraging analytics to track user behavior and KPIs to prioritize product enhancements and deliver measurable outcomes.","[""• Served as primary liaison between technical and business stakeholders, driving alignment on requirements and project status throughout the delivery lifecycle."", ""• Wrote detailed product specifications and requirements in partnership with engineering teams to ensure aligned, on-time delivery."", ""• Owned end-to-end delivery — from concept and design through development, testing, deployment, and post-launch support — ensuring seamless product releases.""]","[{""original"": ""• Own product strategy for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems."", ""rewritten"": ""• Own product strategy and backlog management for Home Loan digital acquisition, translating business and credit-policy requirements into scalable lead-generation and qualification systems.""}, {""original"": ""• Evaluates eligibility across related products and uses a propensity model to show the top 3 relevant offers within the same journey."", ""rewritten"": ""• Evaluate eligibility across related products and use a propensity model to prioritize and show the top 3 relevant offers within the same journey.""}, {""original"": ""• Defined requirements and drive execution of digital campaign infrastructure across search, social, and paid channels to generate high-quality home loan demand."", ""rewritten"": ""• Define requirements and drive execution of digital campaign infrastructure across search, social, and paid channels to generate high-quality home loan demand aligned with business objectives.""}]","[""agile"", ""backlog"", ""prioritization""]","[""Product ownership and backlog management experience"", ""Translating business requirements into functional specifications"", ""Stakeholder management and acting as a liaison between business and technology teams"", ""Agile delivery management and participation in delivery lifecycles"", ""Leveraging data and metrics to support decision-making""]","[""Domain experience: CV covers digital lending and fintech rather than Revenue Management Systems, Financial Services, or Asset Management"", ""Enterprise applications: CV details app and web platforms and lending engines rather than enterprise RMS or financial systems""]","[""12+ years of experience in Business Analysis, Product Ownership, or Product Management (CV shows 4+ years)"", ""Experience with Revenue Management Systems, Accounting, or Accounts Receivable""]","Hi, I saw the Manager – Business Analyst / Product Owner role at State Street. With 4+ years of product management experience leading product backlogs, stakeholder engagement, and end-to-end delivery, I bring strong expertise in translating business requirements into scalable technical solutions. I'd love to connect to discuss how my background aligns with your team.",Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager; Skill items resequenced toward JD mentions,"The JD requires 12+ years of experience and background in Revenue Management Systems or financial services applications like accounting and accounts receivable, whereas the candidate has 4+ years of fintech digital lending experience.","ownership, initiatives, operational, risk, success, agile, value, manage, prioritization, objectives, priorities, processes","Manager – Business Analyst / Product Owner (RMS) Location Bangalore, India Role Summary We are seeking an experienced Manager – Business Analyst / Product Owner to lead business analysis, product ownership, and stakeholder engagement for the Revenue Management System (RMS) platform. This role will act as the bridge between business stakeholders, operations teams, and technology teams to drive product enhancements, strategic initiatives, process optimization, and delivery execution. The ideal candidate combines strong business analysis skills, product management experience, and an ability to translate complex business requirements into scalable solutions that deliver measurable business value. Key Responsibilities Product Ownership &amp; Strategy Own and manage the RMS product backlog, roadmap, and prioritization process. Partner with business stakeholders to define product vision, objectives, and success metrics. Translate strategic business goals into actionable features, user stories, and delivery plans. Evaluate competing priorities and make recommendations that maximize business value. Business Analysis Gather, analyze, and document business requirements, processes, and functional specifications. Facilitate workshops and discussions with business and operational teams to understand challenges and opportunities. Develop user stories, acceptance criteria, process maps, business rules, and use cases. Ensure requirements are clear, complete, and aligned with business objectives. Stakeholder Management Serve as the primary liaison between business users, product teams, and technology partners. Build strong relationships with Finance, Operations, Revenue Management, Risk, Compliance, and Technology stakeholders. Communicate product updates, risks, dependencies, and delivery status to leadership. Drive alignment and consensus across multiple stakeholder groups. Delivery &amp; Execution Partner closely with development and QA teams throughout the delivery lifecycle. Par"
no,,,47,Digital Product Analyst,MillerKnoll,"Bangalore, Karnataka",https://www.adzuna.in/details/5830315679?utm_medium=api&utm_source=195aa6d0,30,22,25,weak,0.08,0/0,,"[{""need"": ""digital product analyst"", ""gain"": 1}, {""need"": ""purpose"", ""gain"": 1}, {""need"": ""humankind"", ""gain"": 1}, {""need"": ""ideal"", ""gain"": 1}, {""need"": ""strive toward"", ""gain"": 1}]",,"{""skill_match"": 0.1508, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-06T16:05:18Z,,,,[],[],[],[],[],[],,,,"being, millerknoll, purpose, good, humankind, ideal, strive, toward, everything, means, something, larger","Why join us? Our purpose is design for the good of humankind. It’s the ideal we strive toward each day in everything we do. Being a part of MillerKnoll means being a part of something larger than your work team, or even your brand. We are redefining modern for the 21st century. And our success allows MillerKnoll to support causes that align with our values, so we can build a more sustainable, equitable, and beautiful future for everyone. Digital Product Analyst Location: Bangalore – India JOB S…"
no,,,47,Product Manager – Founding Team (Growth),Reo.Dev,"Bangalore, Karnataka",https://www.adzuna.in/details/5829193005?utm_medium=api&utm_source=195aa6d0,40,35,29,weak,0.14,0/0,,"[{""need"": ""early"", ""gain"": 1}, {""need"": ""product surface"", ""gain"": 1}, {""need"": ""people find"", ""gain"": 1}, {""need"": ""way"", ""gain"": 1}, {""need"": ""reo.dev"", ""gain"": 1}]",,"{""skill_match"": 0.1208, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-05T20:51:54Z,,,,[],[],[],[],[],[],,,,"surface, activation, early, people, find, reo.dev, quickly, real, value, makes, stay, expand","What will you be working on? We're looking for a Growth PM to join our early team. You'll own growth as a product surface — how people find their way into Reo.dev , how quickly they get to real value, and what makes them stay and expand. You'll work directly with the founders, marketing and demand-gen. More generically, you will be: Owning the growth surface of the product end to end- first-run experience, activation, adoption, expansion- and the numbers that come out of it. Owning activation …"
no,,,47,Senior Business Analyst - Commercial,ThermoFisher Scientific,"Bangalore, Karnataka",https://www.adzuna.in/details/5828767861?utm_medium=api&utm_source=195aa6d0,17,10,25,weak,0.08,0/0,,"[{""need"": ""senior business analyst"", ""gain"": 1}, {""need"": ""commercial"", ""gain"": 1}, {""need"": ""schedule standard"", ""gain"": 1}, {""need"": ""mon-fri"", ""gain"": 1}, {""need"": ""environmental conditions office"", ""gain"": 1}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-05T10:57:54Z,,,,[],[],[],[],[],[],,,,"global, schedule, standard, mon-fri, environmental, conditions, office, description, thermo, fisher, scientific, discover","Work Schedule Standard (Mon-Fri) Environmental Conditions Office Job Description As part of the Thermo Fisher Scientific team, you'll discover meaningful work that makes a positive impact on a global scale. Join our colleagues in bringing our Mission to life every single day to enable our customers to make the world healthier, cleaner and safer. We provide our global teams with the resources needed to achieve individual career goals while helping to take science a step beyond by developing solu…"
no,,,46,Business Analyst,ONIT,"Pune, Maharashtra",https://www.adzuna.in/details/5829887321?utm_medium=api&utm_source=195aa6d0,33,37,23,weak,0.08,0/0,,"[{""need"": ""business analyst"", ""gain"": 1}, {""need"": ""description"", ""gain"": 1}, {""need"": ""onit inc"", ""gain"": 1}, {""need"": ""highly organized self-starter"", ""gain"": 1}, {""need"": ""simple legal"", ""gain"": 1}]",,"{""skill_match"": 0.1304, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-06T07:31:54Z,,,,[],[],[],[],[],[],,,,"onit, description, highly, organized, self-starter, analyst, simple, contract, works, saas, industry, known","Job Description: Onit Inc is looking for a highly organized self-starter to join our team as a Business Analyst on the simple Legal and Contract Works products, in the legal tech SaaS industry. Onit is known for outstanding customer support. We are second to none in our space and are looking for experienced Business Analysts to join our team. As a member of our team, you will help to improve upon and lead our post-sale efforts for Integrations by working directly with new customers alongside th…"
no,,,45,Senior Product Manager,KRAFTON,"Bangalore, Karnataka",https://www.adzuna.in/details/5769824666?utm_medium=api&utm_source=195aa6d0,29,25,22,weak,0.08,0/0,,"[{""need"": ""south korea"", ""gain"": 2}, {""need"": ""krafton"", ""gain"": 2}, {""need"": ""committed"", ""gain"": 2}, {""need"": ""discovering"", ""gain"": 2}, {""need"": ""globally publishing games"", ""gain"": 2}]",,"{""skill_match"": 0.1208, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-06-20T03:28:34Z,,,,[],[],[],[],[],[],,,,"krafton, games, studios, south, korea, committed, discovering, globally, publishing, deliver, uniquely, global","[ WHO WE ARE] Based out of South Korea, KRAFTON, Inc. is committed to discovering and globally publishing games that deliver a uniquely fun experience with global production studios known for distinctive creatives. Founded in 2007, KRAFTON consists of PUBG STUDIOS, Bluehole Studio, RisingWings, Striking Distance Studios, Dreamotion, Unknown Worlds, 5minlab, Neon Giant, KRAFTON Montréal Studio and ReLU Games, each trying to innovate the enjoyment of games through continuously embracing challenge…"
no,,,44,CFIN Business Analyst,ABB,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5830301732?se=3HZEqIuR8RG2mNxq_ma0Zg&utm_medium=api&utm_source=195aa6d0&v=AA0E18E60AE6F3A844DDAE31FA46313BFA53CA33,30,16,23,weak,0.14,0/0,,"[{""need"": ""cfin business analyst"", ""gain"": 1}, {""need"": ""abb"", ""gain"": 1}, {""need"": ""inclusive employer"", ""gain"": 1}, {""need"": ""member"", ""gain"": 1}, {""need"": ""mygwork"", ""gain"": 1}]",,"{""skill_match"": 0.0398, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-08-06T16:02:00Z,,,,[],[],[],[],[],[],,,,"inclusive, employer, member, mygwork, largest, global, lgbtq, community, please, contact, recruiter, directly","This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: IS Lead Architect Your role and responsibilities: In this role, you wi…"
