applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,company_tier,company_basis,company_evidence,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,exp_verdict,exp_confidence,exp_required,exp_why,description_snippet
no,,,54,Product Management - Product Manager (AI) - Risk,Paytm,"Bangalore, Karnataka",https://www.adzuna.in/details/5869170325?utm_medium=api&utm_source=195aa6d0,43,56,41,borderline,0.08,0/0,,"[{""need"": ""Agentic Platform"", ""gain"": 13}, {""need"": ""Workflows"", ""gain"": 13}]",,"{""skill_match"": 0.375, ""experience_fit"": 0.85, ""domain"": 0.7, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adjacent,allowlist,'Paytm' is on the company allowlist under 'payments_merchant_solutions',adzuna,aggregator,,,2026-09-03T21:15:32Z,data/resumes/2026-09-12/Paytm_Product_Management_Product_Manager_AI_Ri/Mehul_Agarwal.docx,data/resumes/2026-09-12/Paytm_Product_Management_Product_Manager_AI_Ri/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital lending, credit risk policy matching engines, and AI-driven conversational product features at Bajaj Finance. Built and scaled complex risk and rules-based engines matching 90,000+ monthly leads against credit criteria across multi-partner networks. Proven track record of owning end-to-end product lifecycles, conversion optimization, and automated workflows from requirement gathering to deployment.","[""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""GYDE AI Voice Assist: Shipped conversational voice assistance inside the application form to guide applicants through completion, lifting Form-1 submissions ~3.5% — roughly 50,000 additional submissions per month at platform scale."", ""Next Best Product Engine (in progress): Building a cross-sell framework that checks eligibility across adjacent products when a customer fails the primary product’s criteria, using a propensity model to surface the top 3 relevant offers inside the same journey — converting declined applicants into retained demand instead of lost traffic.""]","[{""original"": ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""rewritten"": ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — an algorithmic matching engine that scores ~90,000 leads/month against credit criteria and routes every lead to the best-fit partner, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate.""}, {""original"": ""Built a lead-reassignment model that re-routes customers declined by their first partner to the next-best match on the priority list, recovering demand that would otherwise be lost and raising overall utilisation of every lead acquired."", ""rewritten"": ""Built an automated lead-reassignment model that re-routes applicants declined by their first partner to the next-best match on the priority list, recovering demand that would otherwise be lost and raising overall utilisation of every lead acquired.""}]","[""Product Management"", ""Workflows"", ""Customer Journey Mapping"", ""Automation"", ""A/B Testing""]","[""Product management experience owning end-to-end product lifecycles"", ""Experience building engines, workflows, and automated rules systems"", ""Cross-functional stakeholder management across risk, credit, engineering, and business""]","[""AI capabilities: CV shows experience shipping AI voice assist and propensity models, but not a full-stack AI Agentic Platform as stated in the JD.""]","[""Experience specifically building full-stack AI Agentic Platforms for customer, sales, and internal workflows.""]","Hi, I lead digital mortgage and credit risk engine products at Bajaj Finance, where I built matching engines scoring 90k+ leads against credit criteria and shipped AI voice workflows. I'd love to connect regarding the AI Risk Product Manager role at Paytm.","Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Skill groups reordered (Business, Growth & Partnerships first)","The job description asks for experience building a full-stack AI Agentic Platform, whereas the candidate's background is in digital lending, credit rules engines, and an AI voice feature within a financial services platform.","paytm, payments, mobile, leading, financial, services, pioneer, revolution, technologies, small, businesses, commerce",unknown,unknown,,no experience requirement found in the available text,"About Us: Paytm is India's leading mobile payments and financial services distribution company. Pioneer of the mobile QR payments revolution in India, Paytm builds technologies that help small businesses with payments and commerce. Paytm's mission is to serve half a billion Indians and bring them to the mainstream economy with the help of technology. What are we building We are building a full-stack AI Agentic Platform that powers customer, sales and internal workflows end-to-end. Core capabili…"
no,,,38,Product Manager,Weekday AI,"Bangalore, Karnataka",https://www.adzuna.in/details/5879551399?utm_medium=api&utm_source=195aa6d0,49,74,38,borderline,0.57,2/5,"evaluating data sources and user needs, bridging business needs and technical execution, driving data pipeline optimisation","[{""need"": ""evaluating data sources and user needs"", ""gain"": 7}, {""need"": ""bridging business needs and technical execution"", ""gain"": 7}, {""need"": ""driving data pipeline optimisation"", ""gain"": 7}, {""need"": ""data pipeline optimisation"", ""gain"": 4}]","Unverifiable mandatory gate — confirm manually: full-time; Unverifiable mandatory gate — confirm manually: Bengaluru, Karnataka, India","{""skill_match"": 0.4179, ""experience_fit"": 1.0, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-11T16:13:26Z,data/resumes/2026-09-12/Weekday_AI_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-09-12/Weekday_AI_Product_Manager/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and platforms, owning the end-to-end product lifecycle from requirement gathering to technical execution. Experienced in evaluating data sources, defining capability roadmaps, and driving data pipeline optimisation and funnel conversions at Bajaj Finance. Proven track record of bridging business needs with engineering teams across large-scale consumer lending and digital platforms.","[""Owned the Personal Loan digital platform (app and web) at ~15 lakh Form-1 submissions/month, turning business and credit requirements into shipped capability while the channel scaled from ~₹400 Cr to ~₹1,100 Cr in monthly disbursals through a period of sector-wide tightening in consumer credit."", ""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate.""]","[{""original"": ""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""rewritten"": ""Owned the end-to-end product lifecycle for platform releases — evaluating user needs and requirements, PRDs, design, build, QA, deployment, and post-launch iteration — bridging business needs and technical execution.""}, {""original"": ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count."", ""rewritten"": ""Driven user acquisition and evaluation of data sources by instrumenting the journey in Google Analytics and CleverTap, isolating dropped cohorts, and sequencing fixes by revenue impact.""}]","[""product lifecycle"", ""data sources"", ""technical execution"", ""roadmap""]","[""Product Management experience of 4+ years"", ""End-to-end product lifecycle ownership"", ""Bridging business needs and technical execution"", ""Defining strategy and roadmap""]","[""Evaluating data sources and user needs: supported by general product instrumentation and cohort analysis in Google Analytics/CleverTap, though not explicitly framed as evaluating external data sources in the JD sense""]","[""Direct experience working at Weekday AI or matching the exact salary range and location constraints specified by the client""]","Hi! As a PM with 4+ years owning end-to-end platform lifecycles and bridging business needs with technical execution at Bajaj Finance, I'd love to bring my experience scaling digital products and data pipelines to Weekday. Let's connect!",Summary rewritten for this JD; 1 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Home Loans,"The job description requests specific experience with Weekday's platform, which is not supported by the CV.","needs, weekday, clients, salary, range, location, bengaluru, karnataka, jobtype, full-time, evaluating, sources",good_fit,stated,4+,"asks for 4+ years, you have 4","This role is for one of Weekday’s clients Salary range: Rs 3000000 - Rs 3600000 (ie INR 30 - 36 LPA) Min Experience: 4 years Location: Bengaluru, Karnataka, India JobType: full-time As a Product Manager, you will own the end-to-end lifecycle for the platform, identifying and evaluating data sources and user needs. You will define the strategy, roadmap and bridge the gap between business needs and technical execution while driving data pipeline optimisation. Requirements Responsibilities: • Own …"
no,,,28,"INTL - Product Manager, Video Platforms",Insight Global,"Bangalore, Karnataka",https://www.adzuna.in/details/5879365364?utm_medium=api&utm_source=195aa6d0,42,49,11,weak,0.4,1/5,"remote, however, flexibility, hours","[{""need"": ""remote"", ""gain"": 3}, {""need"": ""however"", ""gain"": 3}, {""need"": ""flexibility"", ""gain"": 3}, {""need"": ""hours"", ""gain"": 3}, {""need"": ""intl"", ""gain"": 2}]",,"{""skill_match"": 0.2741, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-11T11:11:17Z,,,,[],[],[],[],[],[],,,,"video, description, insight, global, responsible, execution, apple, android, player, frameworks, closely, deliver",unknown,unknown,,no experience requirement found in the available text,"Job Description Insight Global is looking for a Product Manager to join the Digital Video Platform team and be responsible for the execution of their Apple and Android Video Player frameworks. This role will sit in India. In this role, you will work closely with engineering, QA and analytics partners to deliver playback experiences for multiple business units and stakeholders within this organization. This is a remote role, however some flexibility with working hours is required as you will wor…"
no,,,28,Head of Data Strategy and Partnerships,Experian,"Mumbai, Maharashtra",https://www.adzuna.in/details/5879459579?utm_medium=api&utm_source=195aa6d0,48,54,4,weak,0.14,0/0,,"[{""need"": ""head"", ""gain"": 2}, {""need"": ""description"", ""gain"": 2}, {""need"": ""lead experian india"", ""gain"": 2}, {""need"": ""enterprise-wide data strategy"", ""gain"": 2}, {""need"": ""identification"", ""gain"": 2}]",,"{""skill_match"": 0.235, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-11T14:22:09Z,,,,[],[],[],[],[],[],,,,"experian, description, head, enterprise-wide, identification, governance, optimization, commercialization, assets, organization, responsible, shaping",over_senior,inferred,12-99,"title implies roughly 12-99 years (centre ~12y), above your 8-year ceiling — inferred from wording, not stated in the posting","Job Description The Head of Data Strategy and Partnerships will lead Experian India's enterprise-wide data strategy, driving the identification, acquisition, governance, optimization, and commercialization of data assets across the organization. This role will be responsible for shaping the strategic vision for all data domains, including alternative data, proprietary data, public data, partner data, and consent-based data ecosystems, enabling Experian's evolution into a leading Credit Intellig…"
no,,,27,Regional Manager - Partnership and Alliances (Ad Sales),NoBrokerHood,"Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5880070229?se=7PzRRn-u8RG-FLx_YfIXKQ&utm_medium=api&utm_source=195aa6d0&v=9F2038B5E24761F0395947CF7549AB920318E327,44,52,7,weak,0.33,1/4,"Advertisement sales, Media sales, Brand collaborations and development","[{""need"": ""Advertisement sales"", ""gain"": 8}, {""need"": ""Media sales"", ""gain"": 8}, {""need"": ""Brand collaborations and development"", ""gain"": 8}, {""need"": ""Brand visibility"", ""gain"": 4}, {""need"": ""Advertising revenue generation"", ""gain"": 4}]",,"{""skill_match"": 0.2571, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-12T01:09:15Z,data/resumes/2026-09-12/NoBrokerHood_Regional_Manager_Partnership_and_Allianc/Mehul_Agarwal.docx,data/resumes/2026-09-12/NoBrokerHood_Regional_Manager_Partnership_and_Allianc/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and partnerships, including managing partner networks and stakeholder alignment at Bajaj Finance. Brings deep expertise in strategic partnerships, alliances, and funnels to drive revenue and brand collaborations. Proven track record of scaling partner ecosystems, negotiating economics, and managing cross-functional teams and external relationships.","[""Grew the live partner network from 4 to 6 lenders (2 more in build), negotiating lead-exchange and commission economics with Legal, Business, and Technology so a single customer can be matched against multiple partners’ criteria and monetised through distribution."", ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""Ran paid acquisition end-to-end — restructuring Meta (Facebook and Instagram) campaigns across copy, targeting, and budget allocation to cut cost-per-click 58% and improve return on ad spend 35%.""]","[{""original"": ""Grew the live partner network from 4 to 6 lenders (2 more in build), negotiating lead-exchange and commission economics with Legal, Business, and Technology so a single customer can be matched against multiple partners’ criteria and monetised through distribution."", ""rewritten"": ""Developed and managed strategic partnerships, growing the live partner network from 4 to 6 lenders (2 more in build), negotiating lead-exchange and commission economics with Legal, Business, and Technology to monetize through distribution.""}, {""original"": ""Ran paid acquisition end-to-end — restructuring Meta (Facebook and Instagram) campaigns across copy, targeting, and budget allocation to cut cost-per-click 58% and improve return on ad spend 35%."", ""rewritten"": ""Managed media sales and advertising initiatives end-to-end by restructuring Meta (Facebook and Instagram) campaigns across copy, targeting, and budget allocation to cut cost-per-click 58% and improve return on ad spend 35%.""}]","[""Strategic Partnerships"", ""Alliances"", ""Stakeholder Management"", ""Go-to-Market Strategy"", ""Team Leadership""]","[""Strategic partnerships and alliances development"", ""Stakeholder management and cross-functional collaboration"", ""Campaign management and growth initiatives""]","[""Partner network management: CV shows managing lending partnerships and building a 4-to-6 lender network, but not specifically in ad sales or media sales as requested by the JD."", ""Team handling: CV shows managing 2 direct reports and a cross-functional pod, but the role asks for a specific team-handling regional manager profile for ad sales.""]","[""No direct experience in advertisement sales or media sales."", ""No direct regional manager experience managing ad sales portfolios.""]","Hi, I saw the Regional Manager role. At Bajaj Finance, I grew our live partner network from 4 to 6 lenders and managed strategic partnerships and lead economics. I'd love to bring my partnership and alliance experience to NoBrokerHood.","Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Home Loans; Skill groups reordered (Business, Growth & Partnerships first)",The CV does not demonstrate direct experience in advertisement sales or media sales.,"brand, dynamic, result-oriented, regional, handling, advertisement, media, initiatives, ideal, responsible, developing, managing",unknown,unknown,,no experience requirement found in the available text,"About the Role We are looking for a dynamic and result-oriented Regional Manager – Partnerships & Alliances (Team Handling) to drive strategic partnerships, advertisement sales, and media sales initiatives. The ideal candidate will be responsible for identifying, developing, and managing brand collaborations that enhance business growth, increase brand visibility, and generate advertising revenue. Key Responsibilities Identify, develop, and manage strategic partnerships and alliances with brand…"
no,,,26,Partnerships & Channel Development Manager – Build Our Global Reseller Network,Salonist,"Delhi, India",https://www.adzuna.in/land/ad/5879666328?se=7PzRRn-u8RG-FLx_YfIXKQ&utm_medium=api&utm_source=195aa6d0&v=B0F4F1B66E548FB9B6B12E5D0DAF79815D7C97ED,34,32,2,weak,0.08,0/0,,"[{""need"": ""channel development"", ""gain"": 2}, {""need"": ""development manager"", ""gain"": 2}, {""need"": ""global reseller network"", ""gain"": 2}, {""need"": ""description salonist"", ""gain"": 2}, {""need"": ""comprehensive salon"", ""gain"": 2}]",,"{""skill_match"": 0.235, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-11T17:15:01Z,,,,[],[],[],[],[],[],,,,"salonist, salon, businesses, description, comprehensive, helps, beauty, wellness, manage, bookings, payments, records",unknown,unknown,,no experience requirement found in the available text,"Company Description Salonist is a comprehensive salon management platform that helps beauty and wellness businesses manage bookings, payments, customer records, marketing, loyalty programs, and inventory in one place. Trusted by millions of users, Salonist supports over 15,000 businesses across more than 60 countries. The platform enables salon and spa customers to quickly book and pay for services with just a few taps, creating a seamless experience for both clients and professionals. By strea…"
no,,,25,Partnerships Manager — Marketplace & Solution Integration,MCB,"Hyderabad, Telangana",https://www.adzuna.in/details/5879926480?utm_medium=api&utm_source=195aa6d0,39,45,3,weak,0.14,0/0,,"[{""need"": ""manager marketplace"", ""gain"": 2}, {""need"": ""marketplace solution"", ""gain"": 2}, {""need"": ""solution integration"", ""gain"": 2}, {""need"": ""summary"", ""gain"": 2}, {""need"": ""solutions engineer"", ""gain"": 2}]",,"{""skill_match"": 0.2174, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-11T21:30:33Z,,,,[],[],[],[],[],[],,,,"technical, solutions, engineer, responsible, taking, initial, discussion, successful, implementation, involves, closely, both",unknown,unknown,,no experience requirement found in the available text,"Role summary We are looking for a Partner Integrations / Solutions Engineer who will be responsible for taking technical partnerships from initial discussion through to successful implementation. The role involves working closely with both our internal engineering team and partner engineering teams to understand technical requirements, design integrations, resolve technical challenges, and ensure integrations are successfully launched and maintained. This is a hands-on technical role , focused …"
no,,,22,Senior Product Manager,Arctic Wolf,"Bangalore, Karnataka",https://www.adzuna.in/details/5879998025?utm_medium=api&utm_source=195aa6d0,29,31,2,weak,0.14,0/0,,"[{""need"": ""arctic wolf"", ""gain"": 2}, {""need"": ""won"", ""gain"": 2}, {""need"": ""watch"", ""gain"": 2}, {""need"": ""cybersecurity industry evolve"", ""gain"": 2}, {""need"": ""global pack"", ""gain"": 2}]",,"{""skill_match"": 0.1625, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-11T22:18:38Z,,,,[],[],[],[],[],[],,,,"arctic, wolf, just, watch, cybersecurity, industry, evolve, change, global, pack, people, thrive",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","At Arctic Wolf , you won’t just watch the cybersecurity industry evolve – you will help lead the change. Our global Pack is made up of people who thrive on solving hard problems, moving fast, and building technology that protects organizations around the world. We’re proud to be recognized by Forbes, CNBC, Fortune, CRN, Bartner Peer Insights and IDC MarketScape – but what matters most is the work behind it: delivering real outcomes for customers through award winning innovation like our Aurora …"
no,,,21,Business Analyst (Enterprise Cyber Security Resilience ),Tesslogs IT Solutions,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5879668991?se=HlOHSn-u8RGw3foOHxJxCQ&utm_medium=api&utm_source=195aa6d0&v=515DC1E82F65E00627C9042936058E5B7EB0F35D,33,34,1,weak,0.08,0/0,,"[{""need"": ""business analyst"", ""gain"": 2}, {""need"": ""enterprise cyber"", ""gain"": 2}, {""need"": ""cyber security"", ""gain"": 2}, {""need"": ""security resilience"", ""gain"": 2}, {""need"": ""hello"", ""gain"": 2}]",,"{""skill_match"": 0.1562, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-11T17:16:40Z,,,,[],[],[],[],[],[],,,,"cyber, security, resilience, cybersecurity, hello, greetings, tesslogs, seeking, experienced, analyst, enterprise, bridge",stretch,stated,7+,asks for 7+ years vs your 4,"Hello All, Greetings from Tesslogs, We are seeking an experienced Business Analyst – Enterprise Cyber Security Resilience to bridge business, cybersecurity, risk, and technology teams. Client: IBM Experience: 7 Years Location: Bengaluru Notice period: Immediate / 30 Days Key Responsibilities Elicit, analyze, validate, and document business requirements for cybersecurity resilience, cyber risk, and compliance initiatives . Collaborate with Security Operations, Cyber Risk, Infrastructure, Applica…"
no,,,20,Staff AI Product Manager,Teradata,"Bangalore, Karnataka",https://www.adzuna.in/details/5880673316?utm_medium=api&utm_source=195aa6d0,35,41,1,weak,0.08,0/0,,"[{""need"": ""staff ai"", ""gain"": 2}, {""need"": ""teradata"", ""gain"": 2}, {""need"": ""believe"", ""gain"": 2}, {""need"": ""people thrive"", ""gain"": 2}, {""need"": ""empowered"", ""gain"": 2}]",,"{""skill_match"": 0.2062, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-12T11:12:51Z,,,,[],[],[],[],[],[],,,,"teradata, better, believe, people, thrive, empowered, information, complete, delivering, harmonized, trusted, faster",over_senior,inferred,8-14,"title implies roughly 8-14 years (centre ~11y), above your 8-year ceiling — inferred from wording, not stated in the posting","Our Company At Teradata, we believe that people thrive when empowered with better information. That's why we are building the most complete AI and Knowledge Platform. By delivering harmonized data, trusted AI, and faster innovation, we uplift and empower our customers-and our customers' customers-to make better, more confident decisions and actions. The world's top companies across every major industry trust Teradata to improve business performance, enrich customer experiences, and fully integr…"
