applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,company_tier,company_basis,company_evidence,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,exp_verdict,exp_confidence,exp_required,exp_why,description_snippet
no,,,59,Assistant Product Manager - Lending Products,Muthoot Fincorp Limited,"Chennai, Tamil Nadu",https://apna.co/job/chennai/junior-manager-product-1933372626?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,57,75,85,strong,0.58,4/7,"wireframing and UI/UX design principles, product development and sales enablement, effective communication","[{""need"": ""wireframing and UI/UX design principles"", ""gain"": 5}, {""need"": ""product development and sales enablement"", ""gain"": 5}, {""need"": ""effective communication"", ""gain"": 5}, {""need"": ""market collaboration"", ""gain"": 3}, {""need"": ""compliance teams alignment"", ""gain"": 3}]","Unverifiable mandatory gate — confirm manually: mobility & communication; willingness to travel as required; proficiency in English, Hindi, and/or relevant regional languages","{""skill_match"": 0.3947, ""experience_fit"": 1.0, ""domain"": 0.75, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,,data/resumes/2026-09-26/Muthoot_Fincorp_Limited_Assistant_Product_Manager_Lending_Produc/Mehul_Agarwal.docx,data/resumes/2026-09-26/Muthoot_Fincorp_Limited_Assistant_Product_Manager_Lending_Produc/Mehul_Agarwal.pdf,"Product manager with 4+ years across digital product, growth, and partnerships, including 3+ years in consumer lending at Bajaj Finance. Owns the business side of the mortgage portfolio (Home Loans, LAP) carrying ~₹100 Cr/month disbursal, and previously scaled the Personal Loan platform from ~₹400 Cr to ~₹1,100 Cr in monthly disbursals. Experienced in end-to-end product lifecycle management, cross-functional stakeholder alignment, UI/UX design, and credit criteria matching engines.","[""Own the business side of digital acquisition for the mortgage portfolio (Home Loans, LAP, Balance Transfer, Top-up), carrying the disbursal number for an online channel at ~₹100 Cr/month (~₹1,200 Cr annualised), up from ~₹80 Cr, against a full-year mandate of ~₹1,500 Cr."", ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing.""]","[{""original"": ""Define the capability roadmap and requirements for the channel as its business owner — translating the disbursal target into product, policy, and partner asks for Technology, Credit, and Legal to build against."", ""rewritten"": ""Define the product roadmap and requirements for the portfolio as its business owner — translating the disbursal target into product, policy, and partner asks for Technology, Credit, and Legal to build against.""}, {""original"": ""Managed the end-to-end product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""rewritten"": ""Managed the end-to-end product lifecycle for portfolio releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch optimization — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release coordination.""}]","[""Product Management"", ""Product Lifecycle Management"", ""Product Strategy"", ""Roadmapping"", ""Requirement Gathering"", ""BRDs/PRDs"", ""Agile/Scrum"", ""UX Design"", ""Stakeholder Management"", ""Customer Journey Mapping"", ""Go-to-Market Strategy"", ""Digital Lending"", ""NBFC/FinTech"", ""Business Rules Engines"", ""SQL"", ""Excel""]","[""Experience in the BFSI and lending sector with specific ownership of Home Loan and LAP product portfolios"", ""End-to-end product management from ideation to launch, PRDs, and user story translation"", ""Stakeholder management across cross-functional teams including Risk, Credit, Compliance, Legal, and IT"", ""Hands-on experience with UI/UX design principles and wireframing (Figma)""]","[""Proficiency in Excel and SQL is present on the CV, but Azure/Looker Studio/CleverTap are used instead of Jira as the specific product management platform.""]","[""No direct mention of Muthoot Fincorp systems or specific SULB (Small Business Loan) portfolio experience.""]","Hi, I lead digital acquisition and product strategy for mortgage portfolios (Home Loans, LAP) at Bajaj Finance, carrying ~₹100 Cr/month in disbursals. I manage end-to-end product lifecycles, cross-functional stakeholder alignment with Risk and Credit, and UX-driven customer journey optimisation. I'd love to bring this mortgage and lending product expertise to Muthoot Fincorp.",Summary rewritten for this JD; 1 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Personal Loans; Skill items resequenced toward JD mentions,The CV does not demonstrate experience with Muthoot Fincorp's internal SULB systems or specific operational processes.,"muthoot, fincorp, processes, sulb, development, disbursement, efficiency, regulatory, internal, understanding, proficiency, communication",good_fit,stated,2-3,"asks for 2-3 years, you have 4","JUNIOR MANAGER - PRODUCT Role Profile Products (SULB) MUTHOOT FINCORP | Page 2 of 3 ROLE SPECIFICATION Role Title Assistant Product Manager Company Muthoot Fincorp Limited Function/Department Product Location Chennai ROLE SUMMARY The role leads end-to-end development, management, and enhancement of the Business Loan, Loan Against Property (LAP) & Home Loan product portfolio, aligning with Muthoot Fincorp's strategic objectives. It involves owning and managing the product roadmap, market collaboration processes with cross-functional, compliance teams to drive revenue growth, and delivering exceptional client experience. KEY RESPONSIBILITIES Product Strategy & Operations ? Define and execute product strategy for Business Loans, LAP, and Home Loans, aligned with organizational goals, while identifying growth opportunities and expansion avenues. ? Manage the end-to-end product lifecycle, from ideation to launch and post-launch optimization. ? Translate business needs into clear user stories, PRDs (Product Requirement Documents), and acceptance criteria. ? Monitor product deliverables, sprint progress, and key performance metrics to ensure timely execution. ? Oversee day-to-day product operations, including issue tracking, impact assessment, and release coordination. ? Provide data-driven insights and actionable recommendations to senior management for strategic decision-making.. Process Excellence & Customer Experience ? Continuously review and optimize loan approval, disbursement, and monitoring processes to improve efficiency and reduce turnaround time (TAT). ? Drive the implementation of technology-led solutions to enhance operational efficiency and customer experience. ? Work closely with Risk and Compliance teams to ensure adherence to credit policies and regulatory requirements. ? Proactively identify potential risks in product design and internal processes, and implement mitigation strategies. KEY INTERACTIONS Internal Stakeholders External Stakeholders Sales Tea"
no,,,34,Product Manager,MicroStrategy India,"Chennai, Tamil Nadu",https://www.adzuna.in/details/5898718212?utm_medium=api&utm_source=195aa6d0,46,68,7,weak,0.08,0/0,,"[{""need"": ""description"", ""gain"": 2}, {""need"": ""overview"", ""gain"": 2}, {""need"": ""build next-generation"", ""gain"": 2}, {""need"": ""next-generation b2b"", ""gain"": 2}, {""need"": ""b2b data"", ""gain"": 2}]",,"{""skill_match"": 0.3917, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-26T02:36:33Z,data/resumes/2026-09-26/MicroStrategy_India_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-09-26/MicroStrategy_India_Product_Manager/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,LLM output was not parseable; raw output kept.,"cloud, description, overview, hands-on, next-generation, deep, understand, problems, assumptions, turn, complex, ideas",unknown,unknown,,no experience requirement found in the available text,"Job Description Role Overview We are looking for a hands-on Product Manager to build next-generation B2B data, analytics, cloud, and AI products. You’ll go deep into technology, understand customer problems, challenge assumptions, and turn complex ideas into simple, high-impact products. You will own the product end-to-end: vision, strategy, roadmap, prioritization, execution, launch, and adoption. You will collaborate closely with Engineering, Architecture, QE, Cloud Operations, Sales, and cus…"
no,,,30,Product Manager – Payments,Viyonafintech,"Hyderabad, Telangana",https://www.jobleads.com/in/job/product-manager-payments--hyderabad--eab064670ea3d1a82229d5006f469ebae?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,50,58,12,weak,0.36,0/4,"Product roadmap ownership, Requirement gathering from banks, NBFCs, and internal stakeholders, Backlog prioritization, Working with engineering and compliance to deliver NPCI-compliant features","[{""need"": ""Product roadmap ownership"", ""gain"": 7}, {""need"": ""Requirement gathering from banks, NBFCs, and internal stakeholders"", ""gain"": 7}, {""need"": ""Backlog prioritization"", ""gain"": 7}, {""need"": ""Working with engineering and compliance to deliver NPCI-compliant features"", ""gain"": 7}, {""need"": ""Payment products"", ""gain"": 4}]",Unverifiable mandatory gate — confirm manually: licence/certification,"{""skill_match"": 0.0385, ""experience_fit"": 0.85, ""domain"": 0.5, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,,data/resumes/2026-09-26/Viyonafintech_Product_Manager_Payments/Mehul_Agarwal.docx,data/resumes/2026-09-26/Viyonafintech_Product_Manager_Payments/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and lending partnerships at Bajaj Finance. Built scalable financial applications, working closely with cross-functional pods, engineering, compliance, and legal teams to deliver robust platforms. Experienced in product lifecycle management, requirements gathering, and optimizing high-volume digital user journeys.","[""• Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""• Part of a ~20-member cross-functional pod (product, engineering, growth, CX, analytics) with 2 direct reports, aligning 10 functions — Business, Sales, Call Centre, Credit Policy, Risk, Legal, Compliance, IT, CX, and Marketing."", ""• Owned the Personal Loan digital platform (app and web) at ~15 lakh Form-1 submissions/month, turning business and credit requirements into shipped capability while the channel scaled from ~₹400 Cr to ~₹1,100 Cr in monthly disbursals through a period of sector-wide tightening in consumer credit.""]","[{""original"": ""• Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""rewritten"": ""• Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — gathering requirements and acting as the interface between internal stakeholders and engineering on scope, trade-offs, and release status.""}, {""original"": ""• Define the capability roadmap and requirements for the channel as its business owner — translating the disbursal target into product, policy, and partner asks for Technology, Credit, and Legal to build against."", ""rewritten"": ""• Define the capability roadmap and requirements for the channel as its business owner — gathering requirements and translating targets into product and partner specifications for technology, credit, and legal to build against.""}]","[""Product Management"", ""Stakeholder Management"", ""Requirement Gathering""]","[""Product roadmap ownership and requirement gathering from internal stakeholders"", ""Collaborating with engineering to deliver features"", ""Working within the financial services and NBFC domain""]","[""Working with compliance: CV mentions coordinating with Legal, Compliance, and Risk in a cross-functional pod, but does not explicitly detail NPCI-compliant feature delivery.""]","[""Deep knowledge of UPI, BBPS, or eNACH"", ""Experience working directly with banks and external payment networks as an NPCI-certified TSP/TPAP""]","Hi, I lead digital product journeys at Bajaj Finance, managing high-volume lending platforms and cross-functional feature rollouts with engineering and compliance. I'm keen to bring my product lifecycle and stakeholder management experience to Viyona Fintech's payment infrastructure. Let's connect!",Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Home Loans,"The CV does not demonstrate experience with specific payment systems like UPI, BBPS, eNACH, or NPCI-certified TSP/TPAP infrastructures.","payment, banks, nbfcs, bbps, enach, npci-certified, viyonapay, related, gather, internal, prioritize, backlog",unknown,unknown,,no experience requirement found in the available text,"You will own the product roadmap for ViyonaPay and related payment products. You will gather requirements from banks, NBFCs, and internal stakeholders, prioritize backlog, and work with engineering and compliance to deliver NPCI-compliant features on time.

About the roleYou will be the voice of the customer and the bridge between business, compliance, and engineering. Deep knowledge of UPI, BBPS, or eNACH is a strong plus.

About the companyViyona Fintech India Private Limited is an NPCI-certified Technology Service Provider (TSP) and TPAP building payment infrastructure used by banks, NBFCs, fintechs, and enterprises across India. We operate from T-Hub, Serilingampally, Hyderabad, and our platforms process millions of transactions with 99.99% uptime. We offer NPCI-certified solutions including UPI Switch, BBPS, eKYC Setu, eNACH, and the VIYONA consumer UPI app. Join us to build the future of payments in India."
no,,,28,Technical Product Manager,Weekday AI,"Bangalore, Karnataka",https://www.adzuna.in/details/5898179061?utm_medium=api&utm_source=195aa6d0,40,36,4,weak,0.14,0/0,,"[{""need"": ""weekday"", ""gain"": 2}, {""need"": ""clients salary range"", ""gain"": 2}, {""need"": ""inr"", ""gain"": 2}, {""need"": ""lpa"", ""gain"": 2}, {""need"": ""bengaluru jobtype"", ""gain"": 2}]",,"{""skill_match"": 0.2786, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-25T16:16:23Z,,,,[],[],[],[],[],[],,,,"weekday, clients, salary, range, location, bengaluru, jobtype, full-time, hiring, technical, visibility, clearly",good_fit,stated,3+,"asks for 3+ years, you have 4","This role is for one of Weekday’s clients Salary range: Rs 800000 - Rs 3500000 (ie INR 8 - 35 LPA) Min Experience: 3 years Location: Bengaluru JobType: full-time We are hiring a Technical Product Manager for the Platform team. The role has direct visibility into leadership across engineering and product, a clearly scoped mandate with defined success measures, and a rare shot at shaping how a platform organization transitions from operational gatekeeper to innovation engine. Your job is to be th…"
no,,,28,Account & Growth Manager - Digital ( Agency ),The Crimson Cape,"Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5899256331?se=ZlKYRYW58RGGQ9u1mQKVdw&utm_medium=api&utm_source=195aa6d0&v=C88423A5FFA527EA43411360BB15DDDE92E1347E,42,42,4,weak,0.14,0/0,,"[{""need"": ""bridge between clients"", ""gain"": 4}, {""need"": ""internal"", ""gain"": 4}, {""need"": ""ensurin"", ""gain"": 4}, {""need"": ""account growth manager"", ""gain"": 2}, {""need"": ""agency"", ""gain"": 2}]",,"{""skill_match"": 0.2292, ""experience_fit"": 1.0, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-26T10:01:20Z,,,,[],[],[],[],[],[],,,,"location, andheri, west, mode, onsite, depending, expertise, brand, advantage, proactive, account, combine",good_fit,stated,3-7,"asks for 3-7 years, you have 4","Location: Andheri West, Mumbai Work Mode: Onsite Experience: 3 to 7 years CTC: ₹4–8 LPA (depending on experience and expertise) B2B brand experience: An advantage About the Role We’re looking for a proactive Digital Account & Growth Manager who can combine strong client servicing, content strategy and digital marketing understanding with a genuine interest in growing accounts and developing new business opportunities. You’ll be the bridge between clients, strategy and our internal teams—ensurin…"
no,,,27,Product Owner/Scrum Master - Fintech/Payment Domain,HTC Global Services,"Hyderabad, Telangana",https://www.shine.com/jobs/product-owner-scrum-master-fintech-payment-domain/htc-global-services/19522509?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,38,41,16,weak,0.56,3/5,"information technology, computer science","[{""need"": ""information technology"", ""gain"": 2}, {""need"": ""computer science"", ""gain"": 2}, {""need"": ""product owner/scrum"", ""gain"": 1}, {""need"": ""fintech/payment domain exciting"", ""gain"": 1}, {""need"": ""alert"", ""gain"": 1}]",,"{""skill_match"": 0.2057, ""experience_fit"": 0.552, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,,,,,[],[],[],[],[],[],,,,"card, project, planning, fintech, scrum, payment, payments, banking, agile, projects, services, development",good_fit,stated,4+,"asks for 4+ years, you have 4","Exciting Opportunity Alert!   HTC Global Services is hiring Product Owner/Scrum Master - Fintech Domain for our premium product development project at Hyderabad Location. Role summary  Experienced Product Owner / Scrum Master to lead the end-to-end delivery of payment platform, card issuing/processing, and digital wallet initiatives for banks, electronic money institutions, telecom operators, and other ecosystem partners for a leading payments technology and digital banking platform provider. The role combines classic project management with agile delivery leadership, ensuring complex client implementations and product releases are delivered on time, within scope, and to high quality. Key responsibilities  Own end-to-end project planning and delivery for implementations and enhancements across card issuing, acquiring, prepaid, digital wallet, payment gateway, and related platform services. Coordinate discovery, requirements, design, development, testing, and go-live activities, working closely with product, engineering, operations, and client stakeholders. Serve as Scrum Master for one or more cross-functional squads, facilitating sprint planning, daily stand-ups, reviews, and retrospectives, and removing delivery impediments. Develop and maintain detailed project plans, backlogs, release plans, and status reports; track milestones, dependencies, and risks. Manage scope, timelines, and budgets while proactively identifying and mitigating delivery risks and issues. Act as the primary delivery contact for client project teams, ensuring clear communication, expectation management, and timely escalation when needed. Align technical delivery with regulatory, security, and compliance requirements relevant to payments and card processing (e.g., PCI-DSS, data protection, AML-related controls). Coordinate integration activities with external parties such as banks, schemes, processors, EMIs, telcos, and transport operators, including certification and launch readiness. Suppor"
no,,,26,Senior Product Manager,Weekday AI,"Pune, Maharashtra",https://www.adzuna.in/details/5898179002?utm_medium=api&utm_source=195aa6d0,47,39,4,weak,0.22,0/0,,"[{""need"": ""weekday"", ""gain"": 2}, {""need"": ""clients salary range"", ""gain"": 2}, {""need"": ""inr"", ""gain"": 2}, {""need"": ""lpa"", ""gain"": 2}, {""need"": ""bengaluru"", ""gain"": 2}]",,"{""skill_match"": 0.2729, ""experience_fit"": 0.72, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-25T16:16:23Z,,,,[],[],[],[],[],[],,,,"weekday, clients, salary, range, location, bengaluru, jobtype, full-time, experienced, results-driven, senior, development",good_fit,stated,6-12,"asks for 6-12 years, you have 4","This role is for one of Weekday’s clients Salary range: Rs 2500000 - Rs 4000000 (ie INR 25 - 40 LPA) Min Experience: 6 years Location: Bengaluru, Pune JobType: full-time We are looking for an experienced and results-driven Senior Product Manager with 6–12 years of experience to lead the strategy, development, and enhancement of products within the US Healthcare Revenue Cycle Management (RCM) ecosystem. The ideal candidate will combine strong product management expertise with deep knowledge of U…"
no,,,26,Senior Product Manager,Weekday AI,"Bangalore, Karnataka",https://www.adzuna.in/details/5898178967?utm_medium=api&utm_source=195aa6d0,47,39,4,weak,0.22,0/0,,"[{""need"": ""weekday"", ""gain"": 2}, {""need"": ""clients salary range"", ""gain"": 2}, {""need"": ""inr"", ""gain"": 2}, {""need"": ""lpa"", ""gain"": 2}, {""need"": ""bengaluru"", ""gain"": 2}]",,"{""skill_match"": 0.2729, ""experience_fit"": 0.72, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-25T16:16:22Z,,,,[],[],[],[],[],[],,,,"weekday, clients, salary, range, location, bengaluru, jobtype, full-time, experienced, results-driven, senior, development",good_fit,stated,6-12,"asks for 6-12 years, you have 4","This role is for one of Weekday’s clients Salary range: Rs 2500000 - Rs 4000000 (ie INR 25 - 40 LPA) Min Experience: 6 years Location: Bengaluru, Pune JobType: full-time We are looking for an experienced and results-driven Senior Product Manager with 6–12 years of experience to lead the strategy, development, and enhancement of products within the US Healthcare Revenue Cycle Management (RCM) ecosystem. The ideal candidate will combine strong product management expertise with deep knowledge of U…"
no,,,26,Product Manager (Business Banking - Lending),JPMorganChase,"Hyderabad, Telangana",https://hackajob.com/job/c9872853-b87d-11f1-a7b8-0a05e249917d-product-manager-business-banking-lending?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,51,50,14,weak,0.55,2/2,,"[{""need"": ""business banking"", ""gain"": 1}, {""need"": ""description"", ""gain"": 1}, {""need"": ""enjoy shaping"", ""gain"": 1}, {""need"": ""future"", ""gain"": 1}, {""need"": ""product innovation"", ""gain"": 1}]",,"{""skill_match"": 0.3589, ""experience_fit"": 0.552, ""domain"": 0.75, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,,,,,[],[],[],[],[],[],,,,"banking, decision, capabilities, financial, solutions, value, operational, small, leader, expectations, clients, decisioning",over_senior,stated,10+,"asks for 10+ years, above your 8-year ceiling","JOB DESCRIPTION 
 You enjoy shaping the future of product innovation as a core leader, driving value for customers, guiding successful launches, and exceeding expectations. Join our dynamic team and make a meaningful impact by delivering high-quality products that resonate with clients.


As a Product Manager in Business Banking Lending, you are an integral part of the team that innovates new product offerings and leads the end-to-end product life cycle. As a core leader, you are responsible for acting as the voice of the customer and developing profitable products that provide customer value. Utilizing your deep understanding of how to get a product off the ground, you guide the successful launch of products, gather crucial feedback, and ensure top-tier client experiences. With a strong commitment to scalability, resiliency, and stability, you collaborate closely with cross-functional teams to deliver high-quality products that exceed customer expectations.

Job responsibilities

• Defines the product strategy and vision for Pricing and Risk Decision capabilities within Lending, translating business priorities into a clear, sequenced roadmap of features and enhancements.

• Owns the discovery process for pricing and risk decisioning needs, including stakeholder interviews and workflow analysis, and converts insights into well-defined epics, user stories, and measurable outcomes.

• Establishes and governs the product backlog for pricing and risk decision work, balancing speed-to-value with operational readiness, risk posture, and long-term platform health.

• Drives continuous improvement of the decisioning experience by identifying friction points, streamlining workflows, and enabling more automated, consistent, and transparent credit and pricing decisions.

• Ensures pricing and risk decision capabilities support regulatory, credit policy, and control requirements, and facilitates feedback loops that identify opportunities for ongoing product and process improvem"
no,,,25,Senior Product Manager,Wippi,"Bangalore, Karnataka",https://www.adzuna.in/details/5898996679?utm_medium=api&utm_source=195aa6d0,38,44,2,weak,0.08,0/0,,"[{""need"": ""senior product"", ""gain"": 2}, {""need"": ""manager wippi"", ""gain"": 2}, {""need"": ""screen-free ai companion"", ""gain"": 2}, {""need"": ""kids"", ""gain"": 2}, {""need"": ""stories"", ""gain"": 2}]",,"{""skill_match"": 0.2277, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-26T06:38:18Z,,,,[],[],[],[],[],[],,,,"wippi, device, screen-free, companion, kids, stories, characters, learning, come, alive, sits, intersection",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Wippi is building a screen-free AI companion for kids , where stories, characters and learning come alive through voice and conversational AI. Our product sits at the intersection of consumer electronics, software and GenAI — combining a physical device with content, voice and intelligent interactions. The Role We’re looking for a Principal/Senior Product Manager to own Wippi’s end-to-end software-powered device experience and kid engagement . You’ll take products and features from idea → proto…"
