applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,company_tier,company_basis,company_evidence,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,exp_verdict,exp_confidence,exp_required,exp_why,description_snippet
no,,,57,Product Manager-CREDIT CARD-Marketing HO,Kotak Mahindra Bank,"Mumbai, Maharashtra",https://www.adzuna.in/details/5859761308?utm_medium=api&utm_source=195aa6d0,49,73,71,competitive,0.4,4/5,enhancing the product proposition to customers,"[{""need"": ""enhancing the product proposition to customers"", ""gain"": 8}, {""need"": ""Product Proposition"", ""gain"": 4}]",,"{""skill_match"": 0.6723, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-28T20:52:20Z,data/resumes/2026-08-29/Kotak_Mahindra_Bank_Product_Manager_CREDIT_CARD_Marketing_HO/Mehul_Agarwal.docx,data/resumes/2026-08-29/Kotak_Mahindra_Bank_Product_Manager_CREDIT_CARD_Marketing_HO/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and partnerships, specializing in consumer lending and digital acquisition journeys at Bajaj Finance. Proven track record in defining product roadmaps, optimising customer onboarding funnels, and driving targeted acquisition and portfolio growth. Skilled in cross-functional leadership, funnel optimisation, and end-to-end product lifecycle management.","[""Own the business side of digital acquisition for the mortgage portfolio (Home Loans, LAP, Balance Transfer, Top-up), carrying the disbursal number for an online channel at ~₹100 Cr/month (~₹1,200 Cr annualised), up from ~₹80 Cr, against a full-year mandate of ~₹1,500 Cr."", ""Owned the Personal Loan digital platform (app and web) at ~15 lakh Form-1 submissions/month, turning business and credit requirements into shipped capability while the channel scaled from ~₹400 Cr to ~₹1,100 Cr in monthly disbursals through a period of sector-wide tightening in consumer credit."", ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count.""]","[{""original"": ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing."", ""rewritten"": ""Managed and enhanced the customer application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing.""}, {""original"": ""Define the capability roadmap and requirements for the channel as its business owner — translating the disbursal target into product, policy, and partner asks for Technology, Credit, and Legal to build against."", ""rewritten"": ""Defined and owned the product roadmap and requirements for the channel — translating business goals and targets into product, policy, and partner asks for Technology, Credit, and Legal to build against.""}, {""original"": ""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""rewritten"": ""Managed end-to-end lifecycle management for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status.""}]","[""Product Strategy & Roadmap"", ""Customer Journey Mapping"", ""Funnel & Conversion Optimisation"", ""Stakeholder Management""]","[""End-to-end product lifecycle management"", ""Driving targeted acquisition and business growth"", ""Enhancing the product proposition and customer experience""]","[""Product Strategy & Roadmap: Demonstrated through defining capability roadmaps and requirements, though the specific 'Credit Card' domain is not in the CV.""]","[""Credit card portfolio lifecycle management and right-carding initiatives for mass or aspiring segments.""]","Hi, I manage digital acquisition and growth for consumer lending portfolios at Bajaj Finance, scaling online channels to ~₹100 Cr/month. I bring strong experience in product roadmapping, funnel optimisation, and customer journeys that align well with Kotak's focus. Would love to connect regarding the Credit Card Marketing role.","Summary rewritten for this JD; 3 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Skill groups reordered (Business, Growth & Partnerships first); Skill items resequenced toward JD mentions","The job explicitly requires credit card portfolio product management and right-carding for mass/aspiring segments, whereas the CV's lending experience is in personal loans, mortgages, and microfinance.","segments, description, tthe, innovative, manage, proprietary, mass, aspiring, ccandidate, focusing, enhancing, proposition",unknown,unknown,,no experience requirement found in the available text,"Description TThe role is for a innovative candidate to manage end-to-end lifecycle management of proprietary product for mass or aspiring segments. The cCandidate will be focusing on enhancing the product proposition to customers, customer experience, driving targeted acquisition in the segments, aand delivering business growth through right-carding initiatives for the business. Responsibilities PProduct Strategy & Roadmap: DDefine and own the product roadmap, aligning with overall business goa…"
no,,,48,Product Specialist / Business Analyst,Aurionpro,"Mumbai, Maharashtra",https://www.adzuna.in/details/5860541611?utm_medium=api&utm_source=195aa6d0,55,74,55,borderline,0.47,1/3,"Product Development or Business Analyst or Pre-sales Associate experience, Loan credit processing OR Loan Management sub-module experience","[{""need"": ""Product Development or Business Analyst or Pre-sales Associate experience"", ""gain"": 13}, {""need"": ""Loan credit processing OR Loan Management sub-module experience"", ""gain"": 13}, {""need"": ""Deep product thinking"", ""gain"": 6}, {""need"": ""Catering to various markets/geographies and varying business product needs"", ""gain"": 6}]",,"{""skill_match"": 0.25, ""experience_fit"": 0.792, ""domain"": 0.75, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-29T07:41:25Z,data/resumes/2026-08-29/Aurionpro_Product_Specialist_Business_Analyst/Mehul_Agarwal.docx,data/resumes/2026-08-29/Aurionpro_Product_Specialist_Business_Analyst/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience in the digital lending and consumer credit domain at Bajaj Finance, holding an MBA and B.Tech. Proven background owning digital lending platforms, loan credit processing workflows, and business rules engines across the product lifecycle. Experienced in requirements gathering, BRDs/PRDs, and cross-functional stakeholder management to deliver core lending capabilities.","[""Owned the Personal Loan digital platform (app and web) at ~15 lakh Form-1 submissions/month, turning business and credit requirements into shipped capability while the channel scaled from ~₹400 Cr to ~₹1,100 Cr in monthly disbursals through a period of sector-wide tightening in consumer credit."", ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing.""]","[{""original"": ""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""rewritten"": ""Managed the full product lifecycle for lending platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status.""}, {""original"": ""Define the capability roadmap and requirements for the channel as its business owner — translating the disbursal target into product, policy, and partner asks for Technology, Credit, and Legal to build against."", ""rewritten"": ""Defined product capabilities and requirements for the lending channel as its owner — translating targets into product, policy, and partner specifications for Technology, Credit, and Legal to build against.""}, {""original"": ""Microfinance Loans – 0→1 Digital Journey: Launched digital lead creation for Microfinance group loans on app and web from scratch, generating ~2,000 leads/month and opening an underserved customer segment to digital origination."", ""rewritten"": ""Microfinance Loans – 0→1 Digital Journey: Developed and launched digital lead creation for Microfinance group loans on app and web from scratch, generating ~2,000 leads/month and opening an underserved customer segment to digital origination.""}]","[""Product Management"", ""Product Lifecycle Management"", ""Digital Lending"", ""Business Rules Engines (BRE)""]","[""MBA and B.Tech education requirements"", ""Experience in the Lending Product domain"", ""Experience with loan credit processing features and workflows""]","[""Total years of experience: CV shows 4+ years across digital product, growth, and partnerships, whereas the JD asks for 5-8 years overall.""]","[""Formal pre-sales associate experience"", ""Direct experience working as a dedicated Business Analyst""]","Hi, I saw Aurionpro's Product Specialist / Business Analyst role. With 4+ years of lending product experience at Bajaj Finance — including managing loan application journeys and building credit matching engines — I understand digital lending workflows. I'd love to connect.",Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Home Loans; Skill groups reordered (Product & Delivery first),"The CV demonstrates 4+ years of lending product experience rather than the requested 5-8 years, and does not show direct pre-sales experience.","and/or, b.tech./m.c.a, development, analyst, pre-sales, hands-on, in-depth, least, sub-module, deep, thinking, cater",good_fit,stated,5-8,"asks for 5-8 years, you have 4","Qualification : MBA and/or B.Tech./M.C.A. Working Experience : Overall, 5-8 Years in Lending Product domain; In product Development or as Business Analyst or Pre-sales Associate. Hands-on In-depth experience of at least one sub-module of Lending domain Loan credit processing OR Loan Management. Deep product thinking to cater various market/geography and varying business product needs. Role and Responsibilities : Responsible for success of the Product and work to ensure that product meets custom…"
no,,,41,Product Manager,Highradius Technologies Private Limited,"Hyderabad, Telangana",https://www.adzuna.in/details/5860533425?utm_medium=api&utm_source=195aa6d0,50,43,18,weak,0.14,0/0,,"[{""need"": ""Opportunity Prioritisation"", ""gain"": 12}, {""need"": ""Solution Development"", ""gain"": 12}]",,"{""skill_match"": 0.375, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-29T07:39:50Z,data/resumes/2026-08-29/Highradius_Technologies_Private_Limited_Product_Manager/Mehul_Agarwal.docx,data/resumes/2026-08-29/Highradius_Technologies_Private_Limited_Product_Manager/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and partnerships in consumer lending at Bajaj Finance, India's largest retail NBFC. End-to-end ownership of key lending platforms, scaling monthly disbursals significantly from ₹400 Cr to ~₹1,100 Cr and carrying a ~₹100 Cr/month portfolio mandate. Proven track record of identifying opportunity areas, analysing large data sets, and prioritising solutions to drive funnel conversion and business performance.","[""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""Designed and shipped the MCP (Minimum Credit Parameters) Master and Lead Allocation Master — a two-sided matching engine that scores ~90,000 leads/month against each partner’s credit criteria and routes every lead to its best-fit lender, lifting lead-to-login conversion 40% and lead-to-disbursal from 0.5% to 0.7% at a ~40% approval rate and 50% match rate."", ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count.""]","[{""original"": ""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""rewritten"": ""Managed product development across the complete product lifecycle — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — working directly with Engineering on scope, trade-offs, and release status.""}, {""original"": ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing."", ""rewritten"": ""Improved product performance by redesigning the application journey — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing.""}, {""original"": ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count."", ""rewritten"": ""Analyzed large data sets using Google Analytics and CleverTap to isolate dropping cohorts, lifting conversion 23% and user acquisition 14% by sequencing fixes by revenue impact rather than ticket count.""}]","[""Product Management"", ""Product Strategy"", ""Data Analysis"", ""Product Lifecycle Management""]","[""End to end ownership of a product or module"", ""Analysing large data sets to identify opportunity areas"", ""Prioritising opportunities and developing solutions""]","[""Senior Product Manager experience: CV shows 4+ years of total product experience including owning platforms and portfolios, but does not explicitly use the 'Senior' title.""]","[""Experience in B2B SaaS, cloud software, or order-to-cash / fintech enterprise modules (Highradius domain)"", ""Explicit mention of managing a B2B core module or SaaS product lines""]","Hi, I saw Highradius is looking for a Product Manager to own core product modules. At Bajaj Finance, I have owned end-to-end digital lending platforms and key matching engines, scaling disbursals from ₹400 Cr to ₹1,100 Cr. I'd love to bring my data-driven prioritisation and end-to-end product ownership to your team.",Summary rewritten for this JD; 3 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Home Loans,"The job description targets a SaaS FinTech company (Highradius), while the CV's domain experience is exclusively in consumer lending and retail NBFC products at Bajaj Finance.","module, description, highradius, unicorn, forbes, cloud, saas, fintech, senior, responsible, managing, which",unknown,unknown,,no experience requirement found in the available text,"Job description Highradius, a Unicorn and a Forbes Cloud 100 SaaS Fintech company is looking for a Senior Product Manager / Product Manager who will be responsible for managing a core module of one of our products, which will directly impact all customers of the product. Responsibilities End to end ownership of a key module of one of our products. Identify opportunity areas to improve the performance of the existing product by analysing a large data set. Prioritise opportunities, develop soluti…"
no,,,29,"Senior Business Analyst/AI Translator, CRO",Deutsche Bank,"Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5860300740?se=HjU48pCj8RGEeLI7Dotn4Q&utm_medium=api&utm_source=195aa6d0&v=E49EB09D9298AED81D8B5B90A007F447374BFDFA,37,49,5,weak,0.14,0/0,,"[{""need"": ""senior business"", ""gain"": 2}, {""need"": ""business analyst/ai"", ""gain"": 2}, {""need"": ""analyst/ai translator"", ""gain"": 2}, {""need"": ""deutsche bank"", ""gain"": 2}, {""need"": ""inclusive employer"", ""gain"": 2}]",,"{""skill_match"": 0.1667, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-29T04:13:14Z,,,,[],[],[],[],[],[],,,,"deutsche, bank, inclusive, employer, mygwork, global, lgbtq, community, please, contact, recruiter, directly",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","This job is with Deutsche Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Position Overview Role Description You will be working with the Risk Change & Innovation Team within Deutsche Bank's Group COO function, a team responsible for driving strategic & regulatory transformation and process re-engineering across the End-to-End (E2E) credit life cycle. As the primary prompt engineer …"
no,,,27,Senior Digital Product Manager -Payments Transformation and Payments Services,Wells Fargo,"Bengaluru, India",https://wf.wd1.myworkdayjobs.com/en-US/WellsFargoJobs/job/Bengaluru-India/Senior-Digital-Product-Manager--Payments-Transformation-and-Payments-Services_R-563740-1,36,29,11,weak,0.45,1/12,"participate, variety, complex functions, digital environment contribute, large-scale planning, execution, digital strategy review, analyze complex, complex content, content strategy/creation, analytics/research","[{""need"": ""participate"", ""gain"": 2}, {""need"": ""variety"", ""gain"": 2}, {""need"": ""complex functions"", ""gain"": 2}, {""need"": ""digital environment contribute"", ""gain"": 2}, {""need"": ""large-scale planning"", ""gain"": 2}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,workday,direct,,,Posted Yesterday,,,,[],[],[],[],[],[],,,,"wells, fargo, complex, issues, disabilities, drug, execution, resolve, initiatives, policies, procedures, following",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","About this role: Wells Fargo is seeking a Senior Digital Product Manager. In this role, you will: Lead or participate in variety of complex functions within the digital environment Contribute to large-scale planning related to the execution of the digital strategy Review and analyze complex content strategy/creation, customer experience, analytics/research or product management that require an in-depth evaluation of variable factors Independently resolve complex issues Lead team to meet project deliverables while leveraging solid understanding of digital initiatives, policies, procedures and/or compliance requirements Collaborate and consult with peers, colleagues and mid-level managers to resolve issues and achieve goals Potentially lead projects, teams or provide direction to junior staff on less complex digital initiatives Required Qualifications: 4&#43; years of digital product management experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education Desired Qualifications: B uilding capabilities supporting Payments Transformation and Payments Services Posting End Date: 12 Sep 2026 *Job posting may come down early due to volume of applicants. We Value Equal Opportunity Wells Fargo is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other legally protected characteristic. Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adher"
no,,,25,Business Analyst,Binary Semantics Limited,"Gurgaon, Haryana",https://www.adzuna.in/details/5860532858?utm_medium=api&utm_source=195aa6d0,40,39,9,weak,0.45,4/11,"business analyst, 1.requirement gathering, business analysts identify, document, objectives, project, business initiative","[{""need"": ""business analyst"", ""gain"": 3}, {""need"": ""1.requirement gathering"", ""gain"": 3}, {""need"": ""business analysts identify"", ""gain"": 3}, {""need"": ""document"", ""gain"": 3}, {""need"": ""objectives"", ""gain"": 3}]",,"{""skill_match"": 0.2275, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-29T07:39:42Z,,,,[],[],[],[],[],[],,,,"identify, objectives, analyst, analysts, document, needs, project, initiative, collaborating, clients, users, involvement",unknown,unknown,,no experience requirement found in the available text,"Job Responsibilities: 1.Requirement Gathering:- Business analysts identify and document the needs and objectives of a project or business initiative by collaborating with stakeholders, such as clients, users, and management. Involvement in RFP/ RFQ and BRD etc. as Business Analyst 2.Data Analysis:- They analyze data, both quantitative and qualitative, to identify trends, patterns, and insights that can inform decision-making and support business objectives. 3.Process Analysis:- Business analyst…"
no,,,23,Digital Product Manager,Wells Fargo,"Hyderabad, Telangana",https://www.adzuna.in/details/5859436257?utm_medium=api&utm_source=195aa6d0,48,55,2,weak,0.08,0/0,,"[{""need"": ""wells fargo"", ""gain"": 2}, {""need"": ""participate"", ""gain"": 2}, {""need"": ""variety"", ""gain"": 2}, {""need"": ""digital environment identify"", ""gain"": 2}, {""need"": ""digital business plans"", ""gain"": 2}]",,"{""skill_match"": 0.1856, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-28T11:27:39Z,,,,[],[],[],[],[],[],,,,"wells, fargo, seeking, participate, variety, environment, identify, plans, programs, initiatives, review, analyze",unknown,unknown,,no experience requirement found in the available text,"About this role: Wells Fargo is seeking a Digital Product Manager In this role, you will:  Participate in a variety of functions within the digital environment  Identify opportunity for digital business plans, programs and initiatives within scope of responsibilities  Review and analyze basic content strategy/creation, customer experience, analytics/research or product management  Exercise independent judgment to guide medium risk deliverables  Present recommendations for resolving more complex…"
no,,,23,Senior Technical Product Manager - Mobile,WSA – Wonderful Sound for All,"Hyderabad, Telangana",https://www.adzuna.in/details/5860412857?utm_medium=api&utm_source=195aa6d0,37,44,2,weak,0.08,0/0,,"[{""need"": ""senior technical"", ""gain"": 2}, {""need"": ""technical product"", ""gain"": 2}, {""need"": ""mobile driven"", ""gain"": 2}, {""need"": ""passion"", ""gain"": 2}, {""need"": ""improve quality"", ""gain"": 2}]",,"{""skill_match"": 0.1906, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-29T06:00:28Z,,,,[],[],[],[],[],[],,,,"people, hearing, technical, driven, passion, quality, lives, continues, grow, leader, industry, commitment",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Driven by the passion to improve quality of people’s lives, WSA continues to grow as market leader in the hearing aid industry. With our commitment to increase penetration in an underserved hearing care market, we want to accelerate our business transformation in order to reach more people, more effectively. We are looking for a Senior Technical Product Manager to lead the strategy, roadmap, and execution of our B2C mobile products . The role requires strong technical expertise, product managem…"
no,,,23,Associate Product Manager,Highradius Technologies Private Limited,"Hyderabad, Telangana",https://www.adzuna.in/details/5860533413?utm_medium=api&utm_source=195aa6d0,50,53,2,weak,0.14,0/0,,"[{""need"": ""description"", ""gain"": 2}, {""need"": ""summary"", ""gain"": 2}, {""need"": ""payments"", ""gain"": 2}, {""need"": ""highradius"", ""gain"": 2}, {""need"": ""ideate"", ""gain"": 2}]",,"{""skill_match"": 0.1857, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-29T07:39:50Z,,,,[],[],[],[],[],[],,,,"ideate, understand, industry, challenges, description, payments, highradius, responsible, ready, conjunction, startup, manage",good_fit,inferred,0-3,"asks for 0-3 years, you have 4","Job description Job Summary: Looking for a Associate Product Manager who will join the payments team of HighRadius. The Associate Product Manager will be responsible to ideate and build new products. and ready to understand the industry challenges, define MVP scope in conjunction with startup lead and manage the entire product lifecycle. Need 'Procure to Pay' or 'Accounts Payables' Domain expert. Responsibilities: Conduct a survey and understand the industry challenges. Ideate the product from …"
no,,,22,Senior Technical Product Manager for Revenue Cycle Management,UnitedHealth Group,"Hyderabad, Telangana",https://www.adzuna.in/details/5860807768?utm_medium=api&utm_source=195aa6d0,34,40,1,weak,0.08,0/0,,"[{""need"": ""senior technical"", ""gain"": 2}, {""need"": ""technical product"", ""gain"": 2}, {""need"": ""revenue cycle"", ""gain"": 2}, {""need"": ""management requisition"", ""gain"": 2}, {""need"": ""requisition number"", ""gain"": 2}]",,"{""skill_match"": 0.1667, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-08-29T11:28:29Z,,,,[],[],[],[],[],[],,,,"care, people, benefits, requisition, category, optum, global, organization, delivers, aided, millions, healthier",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Requisition number: 2385683 Job category: Technology Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the…"
