applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,company_tier,company_basis,company_evidence,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,exp_verdict,exp_confidence,exp_required,exp_why,description_snippet
no,,,52,"Senior Associate, Product Manager - Loan Against Property , Consumer Banking Group",DBS Bank India Limited,"Mumbai, Maharashtra",https://bebee.com/in/jobs/senior-associate-product-manager-loan-against-property-consumer-banking-group-dbs-bank-india-limited--ss-in-1wrxgre?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,55,66,69,competitive,0.53,4/12,"equivalent advanced, preferred.experience, banking, financial services industry, focus, secured lending proven, managing loan, against property","[{""need"": ""equivalent advanced"", ""gain"": 2}, {""need"": ""preferred.experience"", ""gain"": 2}, {""need"": ""banking"", ""gain"": 2}, {""need"": ""financial services industry"", ""gain"": 2}, {""need"": ""focus"", ""gain"": 2}]",,"{""skill_match"": 0.3119, ""experience_fit"": 0.85, ""domain"": 0.75, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,,data/resumes/2026-09-07/DBS_Bank_India_Limited_Senior_Associate_Product_Manager_Loan_Ag/Mehul_Agarwal.docx,data/resumes/2026-09-07/DBS_Bank_India_Limited_Senior_Associate_Product_Manager_Loan_Ag/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,Skill items resequenced toward JD mentions,LLM output was not parseable; raw output kept.,"develop, on-ground, support, collaborate, internal, understanding, efficiency, regulatory, degree, secured, execute, comprehensive",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Key Responsibilities
Product Strategy, Market analysis:Develop and execute a comprehensive product strategy for the LAP portfolio, aligning with overall business objectives and market trends.Conduct in-depth market research and competitive analysis to identify growth opportunities and adoption of best practicesMonitor and analyze key performance indicators (KPIs) such as portfolio growth, disbursals, asset quality, customer acquisition channels, and productivityStakeholder Management & On-ground Support:Collaborate closely with various internal stakeholders including Sales, Credit, Operations, Legal, Compliance, and Marketing teams to ensure seamless product delivery and support.Provide on-ground support to sales teams, branches and other relevant stakeholders to facilitate product understanding and address operational challenges.Work with the Sales team to develop effective sales strategies, training programs, and marketing collateralEngage with external partners and vendors as needed to enhance product capabilities and service delivery.Process Improvement & Funnel Efficiency:Work on implementing new processes to drive funnel efficiency and improve conversion rates.Gather customer feedback and insights to inform product enhancements and ensure high levels of customer satisfaction.Risk & Compliance:Ensure compliance with relevant regulatory guidelines, internal policies, and risk management frameworksWork with Risk and Compliance teams to assess and mitigate risks associated with the LAP portfolio.Qualifications
Education: Bachelor's degree in Business Administration, Finance, Marketing, or a related field. An MBA or equivalent advanced degree is preferred.Experience:Experience in product management within the banking or financial services industry, with a strong focus on secured lending .Proven experience in managing Loan Against Property (LAP) or secured lending products is essential.Skills:Strong analytical and problem-solving skills, with the ability to interpre"
no,,,33,Senior Product Manager at A FinTech Company (Noida),Talentzo Delhi,"Noida, Uttar Pradesh",https://www.shine.com/jobs/senior-product-manager-at-a-fintech-company-noida/talentzo-delhi/19415247?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,60,64,18,weak,0.42,3/8,"Generative AI product experience, LLMs, Prompting, AI model evaluation, Analytical skills","[{""need"": ""Generative AI product experience"", ""gain"": 4}, {""need"": ""LLMs"", ""gain"": 4}, {""need"": ""Prompting"", ""gain"": 4}, {""need"": ""AI model evaluation"", ""gain"": 4}, {""need"": ""Analytical skills"", ""gain"": 4}]",,"{""skill_match"": 0.2281, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,serpapi,aggregator,,,1 month ago,data/resumes/2026-09-07/Talentzo_Delhi_Senior_Product_Manager_at_A_FinTech_Comp/Mehul_Agarwal.docx,data/resumes/2026-09-07/Talentzo_Delhi_Senior_Product_Manager_at_A_FinTech_Comp/Mehul_Agarwal.pdf,"Product manager with 4+ years of experience across digital product, growth, and partnerships in consumer lending at Bajaj Finance, India's largest retail NBFC. Owned end-to-end product lifecycles, user experience optimization, requirement gathering, and cross-functional collaboration across large-scale digital platforms. Experienced in defining product strategy, tracking metrics, and shipping conversational voice features at scale.","[""GYDE AI Voice Assist: Shipped conversational voice assistance inside the application form to guide applicants through completion, lifting Form-1 submissions ~3.5% — roughly 50,000 additional submissions per month at platform scale."", ""Rebuilt the application journey with UI/UX — cutting drop-off 40% and completion time 15%, lifting completed applications 30% and automating 22% more of the journey end-to-end through straight-through processing."", ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count.""]","[{""original"": ""GYDE AI Voice Assist: Shipped conversational voice assistance inside the application form to guide applicants through completion, lifting Form-1 submissions ~3.5% — roughly 50,000 additional submissions per month at platform scale."", ""rewritten"": ""Shipped conversational voice features inside the application form from concept to launch to guide applicants, gathering user insights and improving user experience to lift Form-1 submissions ~3.5% — roughly 50,000 additional submissions per month at platform scale.""}, {""original"": ""Ran the full product lifecycle for platform releases — requirement intake, PRDs, design, build, QA, deployment, and post-launch iteration — as the primary interface between business stakeholders and Engineering on scope, trade-offs, and release status."", ""rewritten"": ""Defined and delivered the product roadmap across the product lifecycle — requirement intake, PRDs, design, build, QA, deployment, and post-launch optimization — collaborating closely with engineering, design, and stakeholders.""}, {""original"": ""Lifted conversion 23% and user acquisition 14% by instrumenting the journey in Google Analytics and CleverTap, isolating the cohorts that dropped, and sequencing fixes by revenue impact rather than ticket count."", ""rewritten"": ""Gathered user insights and analyzed product metrics using Google Analytics and CleverTap to isolate dropping cohorts, shaping product decisions that lifted conversion 23% and user acquisition 14%.""}]","[""Product Management"", ""Product Strategy"", ""Roadmapping"", ""Stakeholder Management"", ""A/B Testing""]","[""Product Management experience"", ""Excellent analytical, product strategy, and stakeholder management skills"", ""Collaborating with engineering, design, and AI/voice teams""]","[""Experience launching Generative AI products or features: CV shows launching an AI voice assist feature (GYDE AI Voice Assist), but does not specify Large Language Models or Generative AI.""]","[""Solid understanding of LLMs, prompting, and AI model evaluation"", ""Experience with creative tools or AI platforms""]","Hi! I'm a Product Manager with 4+ years of experience at Bajaj Finance, where I shipped conversational AI voice features that scaled submissions and managed end-to-end product lifecycles. I'd love to bring my expertise in digital products and cross-functional execution to the Senior PM role at Talentzo.",Summary rewritten for this JD; 2 bullet(s) reworded to JD vocabulary (metrics preserved verbatim); Bullets reprioritized in: Product Manager - Personal Loans; Skill groups reordered (Product & Delivery first); Skill items resequenced toward JD mentions,"The JD specifically requires experience with Generative AI products, LLMs, prompting, and AI model evaluation, which are not present in the CV.","generative, features, deliver, concept, optimization, collaborate, metrics, gather, insights, shape, decisions, profile",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Responsibilities

- Define and deliver the roadmap for Generative AI product features
- Drive product strategy from concept to launch and optimization
- Collaborate with engineering, design, and AI teams
- Define product metrics and improve user experience
- Gather user insights to shape product decisions

Preferred candidate profile

- Product Management experience
- Experience launching Generative AI products or features
- Solid understanding of LLMs, prompting, and AI model evaluation
- Excellent analytical, product strategy, and stakeholder management skills
- Experience with creative tools or AI platforms is a plus ."
no,,,29,Senior Product Manager - SIEM,Securonix Consultancy,"Bangalore, Karnataka",https://www.adzuna.in/details/5871278939?utm_medium=api&utm_source=195aa6d0,42,61,4,weak,0.08,0/0,,"[{""need"": ""siem summary"", ""gain"": 2}, {""need"": ""securonix platform"", ""gain"": 2}, {""need"": ""shape"", ""gain"": 2}, {""need"": ""future"", ""gain"": 2}, {""need"": ""securonix unified"", ""gain"": 2}]",,"{""skill_match"": 0.2875, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-05T07:38:38Z,,,,[],[],[],[],[],[],,,,"securonix, response, shape, future, unified, defense, siem, focus, incident, modules, ai-powered, agent",good_fit,inferred,6-10,"asks for 6-10 years, you have 4","Summary: As a Securonix Platform Product Manager, you will drive the growth and shape the future of the Securonix Unified Defense SIEM platform. You will focus on Response and Incident Management modules, AI-powered Response Agent, and core platform technology. The role is primarily internal-facing, collaborating with engineering, sales, marketing, onboarding, and customer success teams to prioritize and deliver capabilities that are core to the business. Responsibilities: Lead vision and strat…"
no,,,24,Veterinary Product Manager,Ashish Life Science Pvt Limited,"Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5873278323?se=uusmZZSq8RGlI_dq_IL75Q&utm_medium=api&utm_source=195aa6d0&v=9EC70EC3DB45D53BD38316FAE2E684CFFEA88BFC,43,43,2,weak,0.14,0/0,,"[{""need"": ""ideal"", ""gain"": 2}, {""need"": ""analytical"", ""gain"": 2}, {""need"": ""player"", ""gain"": 2}, {""need"": ""high performing individuals"", ""gain"": 2}, {""need"": ""evaluation"", ""gain"": 2}]",,"{""skill_match"": 0.2068, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-07T00:59:11Z,,,,[],[],[],[],[],[],,,,"ideal, analytical, player, responsible, leading, high, performing, individuals, entire, evaluation, cross-functionally, complete",unknown,unknown,,no experience requirement found in the available text,"The ideal candidate is an analytical team player who will be responsible for leading a team of high performing individuals who own the entire product lifecycle from strategy to evaluation. You will also work cross-functionally to complete product roadmaps and discover new opportunities. Responsibilities Technical: Help to build communication Strategies, Brand’s USP, to achieve sales target and calibrate the sales team about the product. Develop accurate and important customer of trade channel i…"
no,,,24,Product Manager-Fastag-B2C-Marketing Branches Operations,Kotak Mahindra Bank,"Mumbai, Maharashtra",https://www.adzuna.in/details/5873152150?utm_medium=api&utm_source=195aa6d0,45,53,2,weak,0.08,0/0,,"[{""need"": ""product manager-fastag-b2c-marketing"", ""gain"": 2}, {""need"": ""manager-fastag-b2c-marketing branches"", ""gain"": 2}, {""need"": ""branches operations"", ""gain"": 2}, {""need"": ""operations description"", ""gain"": 2}, {""need"": ""title"", ""gain"": 2}]",,"{""skill_match"": 0.2008, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-06T21:00:38Z,,,,[],[],[],[],[],[],,,,"banking, description, title, location, kotak, mahindra, bank, dynamic, analytical, minds, individuals, thrive",unknown,unknown,,no experience requirement found in the available text,"Description Job Title: Product Manager – Strategy Location: Mumbai Business: Retail Banking Company: Kotak Mahindra Bank Ltd About the Role We are looking for dynamic and analytical minds to join our Retail Banking team as Product Manager – Strategy. This role is designed for individuals who thrive on solving complex business challenges and influencing key decisions that shape customer experience and business growth. As a Product Manager – Strategy, you will work across diverse product lines su…"
no,,,24,Program Manager,upGrad,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5871991292?se=wNyGkJSq8RGS9tX3gPU9Ng&utm_medium=api&utm_source=195aa6d0&v=62DB771708002770C7441C1E697B5CBC6CBC0D3B,33,44,3,weak,0.18,0/0,,"[{""need"": ""program manager designation"", ""gain"": 2}, {""need"": ""program manager"", ""gain"": 2}, {""need"": ""business unit"", ""gain"": 2}, {""need"": ""higher education department"", ""gain"": 2}, {""need"": ""program"", ""gain"": 2}]",,"{""skill_match"": 0.1667, ""experience_fit"": 1.0, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-05T18:29:02Z,,,,[],[],[],[],[],[],,,,"upgrad, program, higher, learners, designation, unit, department, range, location, bengaluru, karnataka, leading",good_fit,stated,4-7,"asks for 4-7 years, you have 4","Designation - Program Manager Business Unit - Higher Education Department - Program Experience Range - 4-7 years Location - Bengaluru, Karnataka About upGrad: upGrad is one of India’s leading higher edtech platforms, serving millions of learners across 100 countrie s with strong university and industry partnerships. With a mission to enable career success through outcome-driven learning, upGrad is now building its next growth engine focused on undergraduate learners across India. The Opportunit…"
no,,,23,AI Product Manager,GE Vernova,"Bangalore, Karnataka",https://www.adzuna.in/details/5873160437?utm_medium=api&utm_source=195aa6d0,43,39,5,weak,0.34,1/5,"essential, pioneering ai-driven innovation, enhancing user, enterprise","[{""need"": ""essential"", ""gain"": 4}, {""need"": ""pioneering ai-driven innovation"", ""gain"": 4}, {""need"": ""enhancing user"", ""gain"": 4}, {""need"": ""enterprise"", ""gain"": 4}, {""need"": ""description summary"", ""gain"": 2}]",,"{""skill_match"": 0.1852, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-06T21:03:08Z,,,,[],[],[],[],[],[],,,,"genai, vernova, description, plays, crucial, development, execution, genai-powered, transform, processes, essential, mission",unknown,unknown,,no experience requirement found in the available text,"Job Description Summary The Product Manager for GenAI at GE Vernova plays a crucial role in the development and execution of GenAI-powered products that transform business processes. This role is essential to our mission of pioneering AI-driven innovation and enhancing user experiences across the enterprise. The Product Manager will work with across GE Vernova and with the GenAI Portfolio Manager to identify, prioritize and build out GenAI products. These products (several) focus on delivering …"
no,,,22,Product Manager-SME-Product Manager,Kotak Mahindra Bank,"Mumbai, Maharashtra",https://www.adzuna.in/details/5873193970?utm_medium=api&utm_source=195aa6d0,38,53,1,weak,0.08,0/0,,"[{""need"": ""product manager-sme-product"", ""gain"": 2}, {""need"": ""manager-sme-product manager"", ""gain"": 2}, {""need"": ""manager description"", ""gain"": 2}, {""need"": ""bet grade"", ""gain"": 2}, {""need"": ""mumbai vikhroli department"", ""gain"": 2}]",,"{""skill_match"": 0.1604, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-06T21:17:17Z,,,,[],[],[],[],[],[],,,,"wholesale, banking, excellence, division, description, grade, location, vikhroli, department, unit, responsible, executing",unknown,unknown,,no experience requirement found in the available text,"Description Role – Product Manager – SME - BET Grade: M4 / M5 Location: Mumbai – Vikhroli Department: Wholesale Banking Group – SME – Business Excellence Team About the team: SME Business Excellence Team (BET) is a unit within SME Division of Wholesale banking that is responsible for identifying and executing management strategies to drive the key objectives of Transformation, Growth and Profitability for the Division. Job Role Lead end-to-end ownership of AI-driven journey and product rollouts…"
no,,,22,Manager- Business Development & Brand Partnerships,Vavo Digital | Influencer Marketing,"Delhi, India",https://www.adzuna.in/land/ad/5873073983?se=OKUigpSq8RGk1YNI7v9OUQ&utm_medium=api&utm_source=195aa6d0&v=DE0524826B0EFA254463F72B3BA2F5FF66FB9446,33,48,1,weak,0.08,0/0,,"[{""need"": ""business development"", ""gain"": 2}, {""need"": ""development brand"", ""gain"": 2}, {""need"": ""brand partnerships"", ""gain"": 2}, {""need"": ""description vavo digital"", ""gain"": 2}, {""need"": ""influencer marketing agency"", ""gain"": 2}]",,"{""skill_match"": 0.1667, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-06T18:34:21Z,,,,[],[],[],[],[],[],,,,"brands, vavo, description, influencer, agency, helps, sizes, execute, impactful, staying, true, values",unknown,unknown,,no experience requirement found in the available text,"Company Description Vavo Digital is an influencer marketing agency that helps brands of all sizes execute impactful campaigns while staying true to strong core values. Operating from India and expanding into Dubai, the team partners with brands and agencies to create content that genuinely connects with audiences. Using a refined, data-informed framework, Vavo Digital amplifies brands through trusted influencers across platforms such as Instagram, LinkedIn, Twitter, YouTube, Snapchat, Pinterest…"
no,,,17,Lead Technical Product Manager,UnitedHealth Group,"Noida, Ghaziabad",https://www.adzuna.in/details/5872787578?utm_medium=api&utm_source=195aa6d0,35,39,1,weak,0.08,0/0,,"[{""need"": ""lead technical"", ""gain"": 2}, {""need"": ""technical product"", ""gain"": 2}, {""need"": ""manager requisition"", ""gain"": 2}, {""need"": ""requisition number"", ""gain"": 2}, {""need"": ""category"", ""gain"": 2}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",unknown,unknown,,adzuna,aggregator,,,2026-09-06T11:08:38Z,,,,[],[],[],[],[],[],,,,"care, people, benefits, requisition, category, optum, global, organization, delivers, aided, millions, healthier",over_senior,inferred,8-14,"title implies roughly 8-14 years (centre ~11y), above your 8-year ceiling — inferred from wording, not stated in the posting","Requisition number: 2359890 Job category: Technology Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the…"
