applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,description_snippet
no,,,52,Business Analyst,Right Advisors,"Bangalore, Karnataka",https://www.adzuna.in/details/5727114831?utm_medium=api&utm_source=195aa6d0,31,46,36,borderline,0.08,0/0,,"[{""need"": ""business analyst"", ""gain"": 1}, {""need"": ""description"", ""gain"": 1}, {""need"": ""summary"", ""gain"": 1}, {""need"": ""oversee"", ""gain"": 1}, {""need"": ""insights"", ""gain"": 1}]",,"{""skill_match"": 0.2393, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-05-13T02:02:07Z,data/resumes/2026-07-29/Right_Advisors_Business_Analyst/Mehul_Agarwal.docx,data/resumes/2026-07-29/Right_Advisors_Business_Analyst/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-flash-lite-latest:generateContent),"analyst, description, oversee, conduct, insights, informed, directly, assigned, departments, handle, multiple, simultaneous","Job Description: Job Summary The Business Analyst will oversee and conduct the conversion of data into insights that will lead to informed business decisions. He will work directly with stakeholders and the management within the assigned departments. The Business Analyst will have to handle multiple simultaneous tasks, prioritize work, and remain functional under aggressive timelines. Roles & Responsibilities: Identify and formulate problem statements aligned in different verticals of the organ…"
no,,,52,Senior Business Analyst,Mantras2Success,"Mumbai, Maharashtra",https://www.adzuna.in/details/5728284180?utm_medium=api&utm_source=195aa6d0,31,53,41,borderline,0.14,0/0,,"[{""need"": ""senior business analyst"", ""gain"": 1}, {""need"": ""description"", ""gain"": 1}, {""need"": ""overview"", ""gain"": 1}, {""need"": ""highly"", ""gain"": 1}, {""need"": ""detail-oriented business analyst"", ""gain"": 1}]",,"{""skill_match"": 0.2392, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-05-14T02:10:19Z,data/resumes/2026-07-29/Mantras2Success_Senior_Business_Analyst/Mehul_Agarwal.docx,data/resumes/2026-07-29/Mantras2Success_Senior_Business_Analyst/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-flash-lite-latest:generateContent),"agile, description, overview, seeking, highly, skilled, detail-oriented, analyst, background, software, proven, record","Job Description: Role Overview: We are seeking a highly skilled and detail-oriented Business Analyst with a strong background in Agile software development , product backlog management, and a proven track record in the logistics domain . The ideal candidate will be responsible for driving business requirements, collaborating with stakeholders, and ensuring the delivery of high-impact product features with precision and clarity. Key Responsibilities: Own and manage product backlogs for Agile sof…"
no,,,52,"Growth Manager, Prime Video AVOD IN",Amazon,"Mumbai, Maharashtra",https://www.adzuna.in/details/5819378467?utm_medium=api&utm_source=195aa6d0,34,62,36,borderline,0.08,0/0,,"[{""need"": ""prime video avod"", ""gain"": 1}, {""need"": ""description amazon"", ""gain"": 1}, {""need"": ""amazon prime"", ""gain"": 1}, {""need"": ""prime video"", ""gain"": 1}, {""need"": ""future"", ""gain"": 1}]",,"{""skill_match"": 0.2483, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-29T10:56:12Z,data/resumes/2026-07-29/Amazon_Growth_Manager_Prime_Video_AVOD_IN/Mehul_Agarwal.docx,data/resumes/2026-07-29/Amazon_Growth_Manager_Prime_Video_AVOD_IN/Mehul_Agarwal.pdf,,[],[],[],[],[],[],,No changes vs base CV,tailoring skipped (400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-flash-lite-latest:generateContent),"video, avod, description, amazon, future, entertainment, serves, millions, free, ad-supported, genres, formats","Description Amazon Prime Video is shaping the future of digital video entertainment. Our AVOD business serves millions of customers in India with free, ad-supported content across genres and formats. We are looking for a versatile Growth Manager who is responsible for designing and executing the strategy to drive Prime Video AVOD growth in India. This person will lead programs and initiatives to drive customer acquisition, viewership growth, and audience building for Prime Vidoe AVOD business. …"
no,,,49,Business Analyst,The Syndicate Tech,"Bangalore, Karnataka",https://www.adzuna.in/details/5329695686?utm_medium=api&utm_source=195aa6d0,30,37,32,weak,0.12,0/0,,"[{""need"": ""business analyst"", ""gain"": 2}, {""need"": ""business analyst location"", ""gain"": 2}, {""need"": ""remote"", ""gain"": 2}, {""need"": ""description"", ""gain"": 2}, {""need"": ""critical thinking value-addition"", ""gain"": 2}]",,"{""skill_match"": 0.1435, ""experience_fit"": 1.0, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2025-07-31T16:59:25Z,,,,[],[],[],[],[],[],,,,"opportunities, analyst, location, remote, description, critical, thinking, value-addition, evaluate, approach, entry, program","Role: Business Analyst Location: 100% Remote Working. Job Description: Critical thinking & value-addition: Evaluate opportunities & approach for new market entry Program management – Plan and implement the opportunities/ ideas M&A – Evaluation and advise on potential M&A opportunities Business Intelligence – Develop and track key metrics for the business Desired Skills & Experience: 2-4 years of experience in M&A and Consulting., Handson experience in M&A Transcation., Experience in Research an…"
no,,,49,Partnerships Manager,Brick & Bolt,"Bangalore, Karnataka",https://www.adzuna.in/land/ad/5819621734?se=cLvemjaL8RGZmYFlEP0Odw&utm_medium=api&utm_source=195aa6d0&v=73C4F061FF829993EFFCCECAF90644B37CFF144C,33,60,30,weak,0.08,0/0,,"[{""need"": ""description partnership manager"", ""gain"": 1}, {""need"": ""corporate tie-ups"", ""gain"": 1}, {""need"": ""overview"", ""gain"": 1}, {""need"": ""dynamic partnership manager"", ""gain"": 1}, {""need"": ""establish"", ""gain"": 1}]",,"{""skill_match"": 0.202, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-29T15:19:55Z,,,,[],[],[],[],[],[],,,,"corporate, employee, description, tie-ups, overview, dynamic, establish, manage, qualified, employees, interested, constructing","Job Description – Partnership Manager (Corporate Tie-Ups) Role Overview We are looking for a dynamic Partnership Manager to establish and manage corporate partnerships that generate qualified leads from employees interested in constructing their homes. The role involves identifying potential corporate organizations, building strategic relationships with HR, Admin, and Employee Engagement teams, and creating programs that drive employee participation and lead generation. Key Responsibilities- ● …"
no,,,49,Senior Product Manager,Wells Fargo,"Bengaluru, India",https://wf.wd1.myworkdayjobs.com/en-US/WellsFargoJobs/job/Bengaluru-India/Senior-Product-Manager_R-555713-1,28,39,74,competitive,0.71,4/12,"graduate/post-graduate, financial/bfsi industry 8-14, leverage ai, tools responsibly, improve productivity, documentation quality, refinement certifications, pspo","[{""need"": ""8 years of experience (you show 3.9)"", ""gain"": 8}, {""need"": ""graduate/post-graduate"", ""gain"": 1}, {""need"": ""financial/bfsi industry 8-14"", ""gain"": 1}, {""need"": ""leverage ai"", ""gain"": 1}, {""need"": ""tools responsibly"", ""gain"": 1}]",,"{""skill_match"": 0.2404, ""experience_fit"": 0.5925, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",workday,direct,,,Posted Today,,,,[],[],[],[],[],[],,,,"risk, wells, fargo, area, compliance, applicants, clear, vision, stories, communication, relationships, office","Job Expectations: The PO serves as the business authority for the product area, translating cloud security objectives into a clear vision, prioritized backlog, and executable delivery that scales across cloud environments. Act as the business authority at the product area level to Secure Cloud. Develop, evolve, and communicate the product area vision, strategy, and priorities while managing risk and ensuring regulatory and policy compliance. Partner with the Product Manager on the overall product intention map and roadmap. Establish, communicate, and monitor product area goals, KPIs, and performance indicators. Facilitate continuous collaboration between customers, stakeholders, cybersecurity, and delivery teams throughout the product lifecycle. Own and actively prioritize a clear, transparent product area backlog aligned to the product vision and goals. Define and refine features and user stories, including business readiness stories, with clear acceptance criteria. Collaborate with delivery teams to refine features and support sequencing and dependency management. Ensure all known work is captured in the backlog and appropriately linked (Story → Feature → Epic). Accept user stories that meet acceptance criteria and the definition of done. Participate actively in all product area ceremonies and events. Identify and resolve prioritization and sequencing conflicts across products and product areas. Provide ongoing support to delivery teams by answering questions and removing escalated impediments. Maintain consistent, cadenced communication with the Product Manager and delivery teams. Coordinate with business analysts, delivery coordinators, other product owners, and shared supporting roles Desired Qualifications: Ability to build relationships with LOB senior stakeholders and excellent in communication and presentation skills. Works with Microsoft Office Suite Embraces ownership and accountability for situations and roles. Demonstrates ability to develop and execute"
no,,,48,Business Analyst,Acura Solution,"Mumbai, Maharashtra",https://www.adzuna.in/details/5728328959?utm_medium=api&utm_source=195aa6d0,21,26,26,weak,0.06,0/0,,"[{""need"": ""business analyst"", ""gain"": 3}, {""need"": ""description"", ""gain"": 3}, {""need"": ""analyst having"", ""gain"": 3}, {""need"": ""having in-depth"", ""gain"": 3}, {""need"": ""entire banking domain"", ""gain"": 3}]",,"{""skill_match"": 0.0991, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-05-14T02:17:22Z,,,,[],[],[],[],[],[],,,,"banking, having, description, analyst, entire, deposits, loans, remittances, retail, corporate, payment, regulatory","Job Description: Business Analyst having in-depth knowledge of entire banking domain including Deposits, Loans. remittances, retail and corporate banking, Payment systems, Regulatory guidelines in Banking, Good interpersonal skills , prior experience of working in Finacle/TCS Bancs or having the exposure of working in bank branches will be an added advantage, a personal who has taken an early VRS or retirement from Public or Private sector will strong knowledge of subject matter mentioned above…"
no,,,48,Program Manager,Google,"Bangalore, Karnataka",https://www.adzuna.in/details/5819379802?utm_medium=api&utm_source=195aa6d0,30,51,31,weak,0.14,0/0,,"[{""need"": ""program manager"", ""gain"": 2}, {""need"": ""manager program"", ""gain"": 2}, {""need"": ""manager corporate"", ""gain"": 2}, {""need"": ""corporate fare"", ""gain"": 2}, {""need"": ""fare google"", ""gain"": 2}]",,"{""skill_match"": 0.1958, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-29T10:56:59Z,,,,[],[],[],[],[],[],,,,"program, corporate, fare, place, bengaluru, karnataka, solving, problems, mentoring, junior, members, deeper","Program Manager _corporate_fare_ Google _place_ Bengaluru, Karnataka, India Mid Experience driving progress, solving problems, and mentoring more junior team members; deeper expertise and applied knowledge within relevant area. Minimum qualifications:  Bachelor's degree in Computer Science, Engineering, a related technical field, or equivalent practical experience.  3 years of experience in a customer-facing role working with stakeholders, driving customer technical implementations or transform…"
no,,,48,Key Account Manager/ Growth Manager -Ecommerce & Quick Commerce,Open Secret,"Mumbai, Maharashtra",https://www.adzuna.in/land/ad/5819622044?se=jFVPpjaL8RGW1Ji16AgArw&utm_medium=api&utm_source=195aa6d0&v=86F0EEEF92DC5C71661C5AE3809EC5A6A84B7BA2,23,30,27,weak,0.08,0/0,,"[{""need"": ""key account"", ""gain"": 2}, {""need"": ""account manager/"", ""gain"": 2}, {""need"": ""manager ecommerce"", ""gain"": 2}, {""need"": ""ecommerce quick"", ""gain"": 2}, {""need"": ""quick commerce"", ""gain"": 2}]",,"{""skill_match"": 0.1592, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-29T15:20:10Z,,,,[],[],[],[],[],[],,,,"commerce, description, open, secret, account, ecommerce, quick, candidates, intrapreneurial, mindset, hustler, driven","Job description Open Secret - Key Account Manager - Ecommerce & Quick Commerce (Growth Team) About the job : We are looking for candidates with an intrapreneurial & growth mindset. A hustler who is data driven, can execute out of the box ideas. This role requires that the candidate has have high sense of ownership & capacity to function independently. Responsibilities - End-to-end online channel management (Ecommerce/Quick Commerce - Amazon, Flipkart, Swiggy, Zepto, Instamart) - Liaising with c…"
no,,,47,Senior Product Manager,Zscaler,"Bangalore, Karnataka",https://www.adzuna.in/details/5715294081?utm_medium=api&utm_source=195aa6d0,26,30,29,weak,0.14,0/0,,"[{""need"": ""zscaler zscaler"", ""gain"": 1}, {""need"": ""zscaler accelerates"", ""gain"": 1}, {""need"": ""accelerates digital"", ""gain"": 1}, {""need"": ""digital transformation"", ""gain"": 1}, {""need"": ""efficient"", ""gain"": 1}]",,"{""skill_match"": 0.1208, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-05-01T09:50:51Z,,,,[],[],[],[],[],[],,,,"zscaler, accelerates, transformation, agile, efficient, resilient, secure, ai-forward, enterprise, constantly, pushing, envelope","About Zscaler Zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. As an AI-forward enterprise , we are constantly pushing the envelope, leveraging the world's largest security data lake to power our cloud-native Zero Trust Exchange platform. This innovation protects our customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location. Here, impact in your role matters more than t…"
